text_id,id,token,pos_tag
000019-005,000019-005.099,mengeluarkan,NN
000019-005,000019-005.100,air,NN
000019-005,000019-005.101,susu,NN
000019-005,000019-005.102,.,NN
000019-005,000019-005.103,Sementara,NN
000019-005,000019-005.104,domba-dombaku,NN
000019-005,000019-005.105,pulang,NN
000019-005,000019-005.106,dalam,NN
000019-005,000019-005.107,keadaan,NN
000019-005,000019-005.108,kenyang,NN
000019-005,000019-005.109,dan,NN
000019-005,000019-005.110,kelenjar,NN
000019-005,000019-005.111,susunya,NN
000019-005,000019-005.112,penuh,NN
000019-005,000019-005.113,berisi,NN
000019-005,000019-005.114,.,NN
000019-005,000019-005.115,Kami,NN
000019-005,000019-005.116,senantiasa,NN
000019-005,000019-005.117,mendapatkan,NN
000019-005,000019-005.118,tambahan,NN
000019-005,000019-005.119,barakah,NN
000019-005,000019-005.120,dan,NN
000019-005,000019-005.121,kebaikan,NN
000019-005,000019-005.122,dari,NN
000019-005,000019-005.123,Allah,NN
000019-005,000019-005.124,selama,NN
000019-005,000019-005.125,dua,NN
000019-005,000019-005.126,tahun,NN
000019-005,000019-005.127,menyusui,NN
000019-005,000019-005.128,anak,NN
000019-005,000019-005.129,susuan,NN
000019-005,000019-005.130,kami.Lalu,NN
000019-005,000019-005.131,kami,NN
000019-005,000019-005.132,menyapihnya,NN
000019-005,000019-005.133,.,NN
000019-005,000019-005.134,Dia,NN
000019-005,000019-005.135,tumbuh,NN
000019-005,000019-005.136,dengan,NN
000019-005,000019-005.137,baik,NN
000019-005,000019-005.138,",",NN
000019-005,000019-005.139,tidak,NN
000019-005,000019-005.140,seperti,NN
000019-005,000019-005.141,bayi-bayi,NN
000019-005,000019-005.142,yang,NN
000019-005,000019-005.143,lain,NN
000019-005,000019-005.144,.,NN
000019-005,000019-005.145,Bahkan,NN
000019-005,000019-005.146,sebelum,NN
000019-005,000019-005.147,usia,NN
000019-005,000019-005.148,dua,NN
000019-005,000019-005.149,tahun,NN
000019-005,000019-005.150,pun,NN
000019-005,000019-005.151,dia,NN
000019-005,000019-005.152,sudah,NN
000019-005,000019-005.153,tumbuh,NN
000019-005,000019-005.154,pesat,NN
000019-005,000019-005.155,.,NN
000019-005,000019-005.156,Kemudian,NN
000019-005,000019-005.157,kami,NN
000019-005,000019-005.158,membawa,NN
000019-005,000019-005.159,kepada,NN
000019-005,000019-005.160,ibunya,NN
000019-005,000019-005.161,",",NN
000019-005,000019-005.162,meskipun,NN
000019-005,000019-005.163,kami,NN
000019-005,000019-005.164,masih,NN
000019-005,000019-005.165,berharap,NN
000019-005,000019-005.166,agar,NN
000019-005,000019-005.167,anak,NN
000019-005,000019-005.168,itu,NN
000019-005,000019-005.169,tetap,NN
000019-005,000019-005.170,berada,NN
000019-005,000019-005.171,di,NN
000019-005,000019-005.172,tengah-tengah,NN
000019-005,000019-005.173,kami,NN
000019-005,000019-005.174,",",NN
000019-005,000019-005.175,karena,NN
000019-005,000019-005.176,kami,NN
000019-005,000019-005.177,bisa,NN
000019-005,000019-005.178,merasakan,NN
000019-005,000019-005.179,barakahnya,NN
000019-005,000019-005.180,.,NN
000019-005,000019-005.181,Maka,NN
000019-005,000019-005.182,kami,NN
000019-005,000019-005.183,menyampaikan,NN
000019-005,000019-005.184,niat,NN
000019-005,000019-005.185,ini,NN
000019-005,000019-005.186,kepada,NN
000019-005,000019-005.187,ibunya,NN
000019-005,000019-005.188,.,NN
000019-005,000019-005.189,Aku,NN
000019-005,000019-005.190,berkata,NN
000019-005,000019-005.191,kepadanya,NN
000019-005,000019-005.192,",",NN
000019-005,000019-005.193,"""",NN
000019-005,000019-005.194,Andaikan,NN
000019-005,000019-005.195,saja,NN
000019-005,000019-005.196,engkau,NN
000019-005,000019-005.197,sudi,NN
000019-005,000019-005.198,membiarkan,NN
000019-005,000019-005.199,anak,NN
000019-005,000019-005.200,ini,NN
000019-005,000019-005.201,tetapi,NN
000019-005,000019-005.202,bersama,NN
000019-005,000019-005.203,kami,NN
000019-005,000019-005.204,hingga,NN
000019-005,000019-005.205,menjadi,NN
000019-005,000019-005.206,besar,NN
000019-005,000019-005.207,.,NN
000021-002,000021-002.001,berkata,NN
000021-002,000021-002.002,",",NN
000021-002,000021-002.003,"""",NN
000021-002,000021-002.004,Biarkanlah,NN
000021-002,000021-002.005,anakku,NN
000021-002,000021-002.006,ini,NN
000021-002,000021-002.007,.,NN
000021-002,000021-002.008,Demi,NN
000021-002,000021-002.009,Allah,NN
000021-002,000021-002.010,",",NN
000021-002,000021-002.011,sesungguhnya,NN
000021-002,000021-002.012,dia,NN
000021-002,000021-002.013,akan,NN
000021-002,000021-002.014,memiliki,NN
000021-002,000021-002.015,kedudukan,NN
000021-002,000021-002.016,yang,NN
000021-002,000021-002.017,agung,NN
000021-002,000021-002.018,".""",NN
000021-002,000021-002.019,Kemudian,NN
000021-002,000021-002.020,Abdul,NN
000021-002,000021-002.021,Muththalib,NN
000021-002,000021-002.022,duduk,NN
000021-002,000021-002.023,bersama,NN
000021-002,000021-002.024,beliau,NN
000021-002,000021-002.025,di,NN
000021-002,000021-002.026,atas,NN
000021-002,000021-002.027,dipannya,NN
000021-002,000021-002.028,",",NN
000021-002,000021-002.029,sambil,NN
000021-002,000021-002.030,mengelus,NN
000021-002,000021-002.031,punggung,NN
000021-002,000021-002.032,beliau,NN
000021-002,000021-002.033,dan,NN
000021-002,000021-002.034,senantiasa,NN
000021-002,000021-002.035,merasa,NN
000021-002,000021-002.036,gembira,NN
000021-002,000021-002.037,terhadap,NN
000021-002,000021-002.038,apa,NN
000021-002,000021-002.039,pun,NN
000021-002,000021-002.040,yang,NN
000021-002,000021-002.041,beliau,NN
000021-002,000021-002.042,lakukan,NN
000021-002,000021-002.043,".""",NN
000021-002,000021-002.044,Pada,NN
000021-002,000021-002.045,usia,NN
000021-002,000021-002.046,delapan,NN
000021-002,000021-002.047,tahun,NN
000021-002,000021-002.048,lebih,NN
000021-002,000021-002.049,dua,NN
000021-002,000021-002.050,bulan,NN
000021-002,000021-002.051,sepuluh,NN
000021-002,000021-002.052,hari,NN
000021-002,000021-002.053,dari,NN
000021-002,000021-002.054,umur,NN
000021-002,000021-002.055,Rasulullah,NN
000021-002,000021-002.056,",",NN
000021-002,000021-002.057,kakek,NN
000021-002,000021-002.058,beliau,NN
000021-002,000021-002.059,meninggal,NN
000021-002,000021-002.060,dunia,NN
000021-002,000021-002.061,di,NN
000021-002,000021-002.062,Makkah,NN
000021-002,000021-002.063,.,NN
000021-002,000021-002.064,Sebelum,NN
000021-002,000021-002.065,meninggal,NN
000021-002,000021-002.066,",",NN
000021-002,000021-002.067,Abdul,NN
000021-002,000021-002.068,Muththalib,NN
000021-002,000021-002.069,sudah,NN
000021-002,000021-002.070,berpesan,NN
000021-002,000021-002.071,menitipkan,NN
000021-002,000021-002.072,pengasuhan,NN
000021-002,000021-002.073,sang,NN
000021-002,000021-002.074,cucu,NN
000021-002,000021-002.075,kepada,NN
000021-002,000021-002.076,pamannya,NN
000021-002,000021-002.077,",",NN
000021-002,000021-002.078,Abu,NN
000021-002,000021-002.079,Thalib,NN
000021-002,000021-002.080,",",NN
000021-002,000021-002.081,saudara,NN
000021-002,000021-002.082,kandung,NN
000021-002,000021-002.083,bapak,NN
000024-002,000024-002.001,Kami,NN
000024-002,000024-002.002,juga,NN
000024-002,000024-002.003,bisa,NN
000024-002,000024-002.004,mendapatkan,NN
000024-002,000024-002.005,tanda,NN
000024-002,000024-002.006,itu,NN
000024-002,000024-002.007,di,NN
000024-002,000024-002.008,dalam,NN
000024-002,000024-002.009,kitab,NN
000024-002,000024-002.010,kami,NN
000024-002,000024-002.011,".""",NN
000024-002,000024-002.012,Kemudian,NN
000024-002,000024-002.013,Rahib,NN
000024-002,000024-002.014,Bahira,NN
000024-002,000024-002.015,meminta,NN
000024-002,000024-002.016,agar,NN
000024-002,000024-002.017,Abu,NN
000024-002,000024-002.018,Thalib,NN
000024-002,000024-002.019,kembali,NN
000024-002,000024-002.020,lagi,NN
000024-002,000024-002.021,bersama,NN
000024-002,000024-002.022,beliau,NN
000024-002,000024-002.023,tanpa,NN
000024-002,000024-002.024,melanjutkan,NN
000024-002,000024-002.025,perjalanannya,NN
000024-002,000024-002.026,ke,NN
000024-002,000024-002.027,Syam,NN
000024-002,000024-002.028,",",NN
000024-002,000024-002.029,karena,NN
000024-002,000024-002.030,dia,NN
000024-002,000024-002.031,takut,NN
000024-002,000024-002.032,gangguan,NN
000024-002,000024-002.033,dari,NN
000024-002,000024-002.034,pihak,NN
000024-002,000024-002.035,orang-orang,NN
000024-002,000024-002.036,Yahudi,NN
000024-002,000024-002.037,.,NN
000024-002,000024-002.038,Maka,NN
000024-002,000024-002.039,Abu,NN
000024-002,000024-002.040,Thalib,NN
000024-002,000024-002.041,mengirim,NN
000024-002,000024-002.042,beliau,NN
000024-002,000024-002.043,bersama,NN
000024-002,000024-002.044,beberapa,NN
000024-002,000024-002.045,pemuda,NN
000024-002,000024-002.046,agar,NN
000024-002,000024-002.047,kembali,NN
000024-002,000024-002.048,lagi,NN
000024-002,000024-002.049,ke,NN
000028-001,000028-001.001,Setibanya,NN
000028-001,000028-001.002,di,NN
000028-001,000028-001.003,Makkah,NN
000028-001,000028-001.004,dan,NN
000028-001,000028-001.005,setelah,NN
000028-001,000028-001.006,Khadijah,NN
000028-001,000028-001.007,tahu,NN
000028-001,000028-001.008,keuntungan,NN
000028-001,000028-001.009,dagangannya,NN
000028-001,000028-001.010,yang,NN
000028-001,000028-001.011,melimpah,NN
000028-001,000028-001.012,",",NN
000028-001,000028-001.013,yang,NN
000028-001,000028-001.014,tidak,NN
000028-001,000028-001.015,pernah,NN
000028-001,000028-001.016,dilihatnya,NN
000028-001,000028-001.017,sebanyak,NN
000028-001,000028-001.018,itu,NN
000028-001,000028-001.019,sebelumnya,NN
000028-001,000028-001.020,",",NN
000028-001,000028-001.021,apalagi,NN
000028-001,000028-001.022,setelah,NN
000028-001,000028-001.023,pembantunya,NN
000028-001,000028-001.024,",",NN
000028-001,000028-001.025,Maisarah,NN
000028-001,000028-001.026,",",NN
000028-001,000028-001.027,mengabarkan,NN
000028-001,000028-001.028,kepadanya,NN
000028-001,000028-001.029,apa,NN
000028-001,000028-001.030,yang,NN
000028-001,000028-001.031,dilihatnya,NN
000028-001,000028-001.032,pada,NN
000028-001,000028-001.033,diri,NN
000028-001,000028-001.034,beliau,NN
000028-001,000028-001.035,selama,NN
000028-001,000028-001.036,menyertainya,NN
000028-001,000028-001.037,",",NN
000028-001,000028-001.038,bagaimana,NN
000028-001,000028-001.039,sifat-sifat,NN
000028-001,000028-001.040,beliau,NN
000028-001,000028-001.041,yang,NN
000028-001,000028-001.042,mulia,NN
000028-001,000028-001.043,",",NN
000028-001,000028-001.044,kecerdikan,NN
000028-001,000028-001.045,dan,NN
000028-001,000028-001.046,kejujuran,NN
000028-001,000028-001.047,beliau,NN
000028-001,000028-001.048,",",NN
000028-001,000028-001.049,maka,NN
000028-001,000028-001.050,seakan-akan,NN
000028-001,000028-001.051,Khadijah,NN
000028-001,000028-001.052,mendapatkan,NN
000028-001,000028-001.053,barangnya,NN
000028-001,000028-001.054,yang,NN
000028-001,000028-001.055,pernah,NN
000028-001,000028-001.056,hilang,NN
000028-001,000028-001.057,dan,NN
000028-001,000028-001.058,sangat,NN
000028-001,000028-001.059,diharapkannya,NN
000028-001,000028-001.060,.,NN
000028-001,000028-001.061,Sebenarnya,NN
000028-001,000028-001.062,sudah,NN
000028-001,000028-001.063,banyak,NN
000028-001,000028-001.064,para,NN
000028-001,000028-001.065,pemuka,NN
000028-001,000028-001.066,dan,NN
000028-001,000028-001.067,pemimpin,NN
000028-001,000028-001.068,kaum,NN
000028-001,000028-001.069,yang,NN
000028-001,000028-001.070,hendak,NN
000028-001,000028-001.071,menikahinya,NN
000028-001,000028-001.072,.,NN
000028-001,000028-001.073,Namun,NN
000028-001,000028-001.074,dia,NN
000028-001,000028-001.075,tidak,NN
000028-001,000028-001.076,mau,NN
000028-001,000028-001.077,.,NN
000028-001,000028-001.078,Tiba-tiba,NN
000028-001,000028-001.079,saja,NN
000028-001,000028-001.080,dia,NN
000028-001,000028-001.081,teringat,NN
000028-001,000028-001.082,seorang,NN
000028-001,000028-001.083,rekannya,NN
000028-001,000028-001.084,",",NN
000028-001,000028-001.085,Nafisah,NN
000028-001,000028-001.086,binti,NN
000028-001,000028-001.087,Munyah,NN
000028-001,000028-001.088,Dia,NN
000028-001,000028-001.089,meminta,NN
000028-001,000028-001.090,agar,NN
000028-001,000028-001.091,rekannya,NN
000028-001,000028-001.092,ini,NN
000028-001,000028-001.093,menemui,NN
000028-001,000028-001.094,beliau,NN
000028-001,000028-001.095,dan,NN
000028-001,000028-001.096,membuka,NN
000028-001,000028-001.097,jalan,NN
000028-001,000028-001.098,agar,NN
000028-001,000028-001.099,mau,NN
000028-001,000028-001.100,menikah,NN
000028-001,000028-001.101,dengan,NN
000028-001,000028-001.102,Khadijah,NN
000028-001,000028-001.103,.,NN
000028-001,000028-001.104,Ternyata,NN
000028-001,000028-001.105,beliau,NN
000028-001,000028-001.106,menerima,NN
000028-001,000028-001.107,tawaran,NN
000028-001,000028-001.108,itu,NN
000028-001,000028-001.109,",",NN
000028-001,000028-001.110,lalu,NN
000028-001,000028-001.111,beliau,NN
000028-001,000028-001.112,menemui,NN
000028-001,000028-001.113,paman-paman,NN
000028-001,000028-001.114,beliau,NN
000028-001,000028-001.115,.,NN
000028-001,000028-001.116,Kemudian,NN
000028-001,000028-001.117,paman-paman,NN
000028-001,000028-001.118,beliau,NN
000028-001,000028-001.119,menemui,NN
000028-001,000028-001.120,paman,NN
000028-001,000028-001.121,Khadijah,NN
000028-001,000028-001.122,untuk,NN
000028-001,000028-001.123,mengajukan,NN
000028-001,000028-001.124,lamaran,NN
000028-001,000028-001.125,.,NN
000028-001,000028-001.126,Setelah,NN
000028-001,000028-001.127,semuanya,NN
000028-001,000028-001.128,dianggap,NN
000028-001,000028-001.129,beres,NN
000028-001,000028-001.130,",",NN
000028-001,000028-001.131,maka,NN
000028-001,000028-001.132,perkawinan,NN
000028-001,000028-001.133,siap,NN
000028-001,000028-001.134,dilaksanakan,NN
000028-001,000028-001.135,.,NN
000028-001,000028-001.136,Yang,NN
000028-001,000028-001.137,ikut,NN
000028-001,000028-001.138,hadir,NN
000028-001,000028-001.139,dalam,NN
000028-001,000028-001.140,pelaksanaan,NN
000028-001,000028-001.141,akad,NN
000028-001,000028-001.142,nikah,NN
000028-001,000028-001.143,adalah,NN
000028-001,000028-001.144,Bani,NN
000028-001,000028-001.145,Hasyim,NN
000028-001,000028-001.146,dan,NN
000028-001,000028-001.147,para,NN
000028-001,000028-001.148,pemuka,NN
000028-001,000028-001.149,Bani,NN
000028-001,000028-001.150,Mudhar,NN
000028-001,000028-001.151,.,NN
000028-001,000028-001.152,Hal,NN
000028-001,000028-001.153,ini,NN
000028-001,000028-001.154,terjadi,NN
000028-001,000028-001.155,dua,NN
000028-001,000028-001.156,bulan,NN
000028-001,000028-001.157,sepulang,NN
000028-001,000028-001.158,beliau,NN
000028-001,000028-001.159,dari,NN
000028-001,000028-001.160,Syam,NN
000028-001,000028-001.161,.,NN
000028-001,000028-001.162,Maskawin,NN
000028-001,000028-001.163,beliau,NN
000028-001,000028-001.164,dua,NN
000028-001,000028-001.165,puluh,NN
000028-001,000028-001.166,ekor,NN
000028-001,000028-001.167,onta,NN
000028-001,000028-001.168,muda,NN
000028-001,000028-001.169,45,NN
000028-001,000028-001.170,Fiqhus-Sirah,NN
000028-001,000028-001.171,",",NN
000028-001,000028-001.172,Muhammad,NN
000028-001,000028-001.173,Al-Ghazali,NN
000028-001,000028-001.174,",",NN
000028-001,000028-001.175,hal,NN
000028-001,000028-001.176,.,NN
000028-001,000028-001.177,52,NN
000028-001,000028-001.178,46_,NN
000028-001,000028-001.179,Sirah,NN
000028-001,000028-001.180,An-Nabawiyah,NN
000028-001,000028-001.181,",",NN
000028-001,000028-001.182,Ibnu,NN
000028-001,000028-001.183,Hisyam,NN
000028-001,000028-001.184,",",NN
000028-001,000028-001.185,1/187-188,NN
000028-001,000028-001.186,.,NN
000028-001,000028-001.187,Usia,NN
000028-001,000028-001.188,Khadijah,NN
000028-001,000028-001.189,sendiri,NN
000028-001,000028-001.190,empat,NN
000028-001,000028-001.191,puluh,NN
000028-001,000028-001.192,tahun,NN
000028-001,000028-001.193,",",NN
000028-001,000028-001.194,yang,NN
000028-001,000028-001.195,pada,NN
000028-001,000028-001.196,masa,NN
000028-001,000028-001.197,itu,NN
000028-001,000028-001.198,dia,NN
000028-001,000028-001.199,merupakan,NN
000028-001,000028-001.200,wanita,NN
000028-001,000028-001.201,yang,NN
000028-001,000028-001.202,paling,NN
000028-001,000028-001.203,terpandang,NN
000028-001,000028-001.204,",",NN
000028-001,000028-001.205,cantik,NN
000028-001,000028-001.206,",",NN
000028-001,000028-001.207,pandai,NN
000028-001,000028-001.208,",",NN
000028-001,000028-001.209,dan,NN
000028-001,000028-001.210,sekaligus,NN
000028-001,000028-001.211,kaya,NN
000028-001,000028-001.212,.,NN
000028-001,000028-001.213,Dia,NN
000028-001,000028-001.214,adalah,NN
000028-001,000028-001.215,wanita,NN
000028-001,000028-001.216,pertama,NN
000028-001,000028-001.217,yang,NN
000028-001,000028-001.218,dinikahi,NN
000028-001,000028-001.219,Rasulullah,NN
000028-001,000028-001.220,.,NN
000043-001,000043-001.001,Langkah,NN
000043-001,000043-001.002,pertama,NN
000043-001,000043-001.003,yang,NN
000043-001,000043-001.004,dilakukan,NN
000043-001,000043-001.005,Rasulullah,NN
000043-001,000043-001.006,setelah,NN
000043-001,000043-001.007,turun,NN
000043-001,000043-001.008,ayat,NN
000043-001,000043-001.009,di,NN
000043-001,000043-001.010,atas,NN
000043-001,000043-001.011,ialah,NN
000043-001,000043-001.012,mengundang,NN
000043-001,000043-001.013,Bani,NN
000043-001,000043-001.014,Hasyim,NN
000043-001,000043-001.015,.,NN
000043-001,000043-001.016,Mereka,NN
000043-001,000043-001.017,memenuhi,NN
000043-001,000043-001.018,undangan,NN
000043-001,000043-001.019,ini,NN
000043-001,000043-001.020,",",NN
000043-001,000043-001.021,yaitu,NN
000043-001,000043-001.022,beberapa,NN
000043-001,000043-001.023,orang,NN
000043-001,000043-001.024,dari,NN
000043-001,000043-001.025,Bani,NN
000043-001,000043-001.026,Al-Muththalib,NN
000043-001,000043-001.027,bin,NN
000043-001,000043-001.028,Abdi,NN
000043-001,000043-001.029,Manaf,NN
000043-001,000043-001.030,",",NN
000043-001,000043-001.031,yang,NN
000043-001,000043-001.032,jumlahnya,NN
000043-001,000043-001.033,ada,NN
000043-001,000043-001.034,45,NN
000043-001,000043-001.035,orang,NN
000043-001,000043-001.036,.,NN
000043-001,000043-001.037,Sebelum,NN
000043-001,000043-001.038,beliau,NN
000043-001,000043-001.039,berbicara,NN
000043-001,000043-001.040,",",NN
000043-001,000043-001.041,Abu,NN
000043-001,000043-001.042,Lahab,NN
000043-001,000043-001.043,sudah,NN
000043-001,000043-001.044,mendahului,NN
000043-001,000043-001.045,angkat,NN
000043-001,000043-001.046,bicara,NN
000043-001,000043-001.047,",",NN
000043-001,000043-001.048,"""",NN
000043-001,000043-001.049,Mereka,NN
000043-001,000043-001.050,yang,NN
000043-001,000043-001.051,hadir,NN
000043-001,000043-001.052,di,NN
000043-001,000043-001.053,sini,NN
000043-001,000043-001.054,adalah,NN
000043-001,000043-001.055,paman-pamanmu,NN
000043-001,000043-001.056,sendiri,NN
000043-001,000043-001.057,dan,NN
000043-001,000043-001.058,anak-,NN
000043-001,000043-001.059,anaknya,NN
000043-001,000043-001.060,.,NN
000043-001,000043-001.061,Maka,NN
000043-001,000043-001.062,bicaralah,NN
000043-001,000043-001.063,jika,NN
000043-001,000043-001.064,ingin,NN
000043-001,000043-001.065,berbicara,NN
000043-001,000043-001.066,dan,NN
000043-001,000043-001.067,tidak,NN
000043-001,000043-001.068,perlu,NN
000043-001,000043-001.069,bersikap,NN
000043-001,000043-001.070,kekanak-,NN
000043-001,000043-001.071,kanakan,NN
000043-001,000043-001.072,.,NN
000043-001,000043-001.073,Ketahuilah,NN
000043-001,000043-001.074,bahwa,NN
000043-001,000043-001.075,tidak,NN
000043-001,000043-001.076,ada,NN
000043-001,000043-001.077,orang,NN
000043-001,000043-001.078,Arab,NN
000043-001,000043-001.079,yang,NN
000043-001,000043-001.080,berani,NN
000043-001,000043-001.081,mengernyitkan,NN
000043-001,000043-001.082,dahi,NN
000043-001,000043-001.083,terhadap,NN
000043-001,000043-001.084,kaummu,NN
000043-001,000043-001.085,.,NN
000043-001,000043-001.086,Dengan,NN
000043-001,000043-001.087,begitu,NN
000043-001,000043-001.088,aku,NN
000043-001,000043-001.089,berhak,NN
000043-001,000043-001.090,menghukummu,NN
000043-001,000043-001.091,.,NN
000043-001,000043-001.092,Biarkanlah,NN
000043-001,000043-001.093,urusan,NN
000043-001,000043-001.094,bani,NN
000043-001,000043-001.095,bapakmu,NN
000043-001,000043-001.096,.,NN
000043-001,000043-001.097,Jika,NN
000043-001,000043-001.098,engkau,NN
000043-001,000043-001.099,tetap,NN
000043-001,000043-001.100,bertahan,NN
000043-001,000043-001.101,pada,NN
000043-001,000043-001.102,urusanmu,NN
000043-001,000043-001.103,ini,NN
000043-001,000043-001.104,",",NN
000043-001,000043-001.105,maka,NN
000043-001,000043-001.106,itu,NN
000043-001,000043-001.107,lebih,NN
000043-001,000043-001.108,mudah,NN
000043-001,000043-001.109,bagi,NN
000043-001,000043-001.110,mereka,NN
000043-001,000043-001.111,daripada,NN
000043-001,000043-001.112,seluruh,NN
000043-001,000043-001.113,kabilah,NN
000043-001,000043-001.114,Quraisy,NN
000043-001,000043-001.115,menerkammu,NN
000043-001,000043-001.116,dan,NN
000043-001,000043-001.117,semua,NN
000043-001,000043-001.118,bangsa,NN
000043-001,000043-001.119,Arab,NN
000043-001,000043-001.120,ikut,NN
000043-001,000043-001.121,campur,NN
000043-001,000043-001.122,tangan,NN
000043-001,000043-001.123,.,NN
000043-001,000043-001.124,Engkau,NN
000043-001,000043-001.125,tidak,NN
000043-001,000043-001.126,pernah,NN
000043-001,000043-001.127,melihat,NN
000043-001,000043-001.128,seorang,NN
000043-001,000043-001.129,pun,NN
000043-001,000043-001.130,dari,NN
000043-001,000043-001.131,bani,NN
000043-001,000043-001.132,bapaknya,NN
000043-001,000043-001.133,yang,NN
000043-001,000043-001.134,pernah,NN
000043-001,000043-001.135,berbuat,NN
000043-001,000043-001.136,macam-macam,NN
000043-001,000043-001.137,seperti,NN
000043-001,000043-001.138,engkau,NN
000043-001,000043-001.139,perbuat,NN
000043-001,000043-001.140,saat,NN
000043-001,000043-001.141,ini,NN
000043-001,000043-001.142,".""",NN
000043-001,000043-001.143,Rasulullah,NN
000043-001,000043-001.144,hanya,NN
000043-001,000043-001.145,diam,NN
000043-001,000043-001.146,dan,NN
000043-001,000043-001.147,sama,NN
000043-001,000043-001.148,sekali,NN
000043-001,000043-001.149,tidak,NN
000043-001,000043-001.150,berbicara,NN
000043-001,000043-001.151,dalam,NN
000043-001,000043-001.152,pertemuan,NN
000043-001,000043-001.153,itu,NN
000043-001,000043-001.154,.,NN
000043-001,000043-001.155,Kemudian,NN
000043-001,000043-001.156,beliau,NN
000043-001,000043-001.157,mengundang,NN
000043-001,000043-001.158,mereka,NN
000043-001,000043-001.159,untuk,NN
000043-001,000043-001.160,yang,NN
000043-001,000043-001.161,kedua,NN
000043-001,000043-001.162,kalinya,NN
000043-001,000043-001.163,",",NN
000043-001,000043-001.164,dan,NN
000043-001,000043-001.165,dalam,NN
000043-001,000043-001.166,pertemuan,NN
000043-001,000043-001.167,itu,NN
000043-001,000043-001.168,beliau,NN
000043-001,000043-001.169,bersabda,NN
000043-001,000043-001.170,",",NN
000043-001,000043-001.171,"""",NN
000043-001,000043-001.172,Segala,NN
000043-001,000043-001.173,puji,NN
