text_id,id,token,pos_tag
000019-005,000019-005.125,dua,NUM
000019-005,000019-005.126,tahun,NOUN
000019-005,000019-005.127,menyusui,VERB
000019-005,000019-005.128,anak,NOUN
000019-005,000019-005.129,susuan,NOUN
000019-005,000019-005.130,kami.Lalu,SCONJ
000019-005,000019-005.131,kami,PRON
000019-005,000019-005.132,menyapihnya,VERB
000019-005,000019-005.133,.,PUNCT
000019-005,000019-005.134,Dia,PRON
000019-005,000019-005.135,tumbuh,VERB
000019-005,000019-005.136,dengan,SCONJ
000019-005,000019-005.137,baik,ADJ
000019-005,000019-005.138,",",PUNCT
000019-005,000019-005.139,tidak,PART
000019-005,000019-005.140,seperti,ADP
000019-005,000019-005.141,bayi-bayi,NOUN
000019-005,000019-005.142,yang,PRON
000019-005,000019-005.143,lain,ADJ
000019-005,000019-005.144,.,PUNCT
000019-005,000019-005.145,Bahkan,SCONJ
000019-005,000019-005.146,sebelum,SCONJ
000019-005,000019-005.147,usia,NOUN
000019-005,000019-005.148,dua,NUM
000019-005,000019-005.149,tahun,NOUN
000019-005,000019-005.150,pun,PART
000019-005,000019-005.151,dia,PRON
000019-005,000019-005.152,sudah,AUX
000019-005,000019-005.153,tumbuh,VERB
000019-005,000019-005.154,pesat,ADJ
000019-005,000019-005.155,.,PUNCT
000019-005,000019-005.156,Kemudian,SCONJ
000019-005,000019-005.157,kami,PRON
000019-005,000019-005.158,membawa,VERB
000019-005,000019-005.159,kepada,ADP
000019-005,000019-005.160,ibunya,NOUN
000019-005,000019-005.161,",",PUNCT
000019-005,000019-005.162,meskipun,SCONJ
000019-005,000019-005.163,kami,PRON
000019-005,000019-005.164,masih,ADV
000019-005,000019-005.165,berharap,VERB
000019-005,000019-005.166,agar,ADP
000019-005,000019-005.167,anak,NOUN
000019-005,000019-005.168,itu,DET
000019-005,000019-005.169,tetap,ADV
000019-005,000019-005.170,berada,VERB
000019-005,000019-005.171,di,ADP
000019-005,000019-005.172,tengah-tengah,NOUN
000019-005,000019-005.173,kami,PRON
000019-005,000019-005.174,",",PUNCT
000019-005,000019-005.175,karena,SCONJ
000019-005,000019-005.176,kami,PRON
000019-005,000019-005.177,bisa,AUX
000019-005,000019-005.178,merasakan,VERB
000019-005,000019-005.179,barakahnya,NOUN
000019-005,000019-005.180,.,PUNCT
000019-005,000019-005.181,Maka,SCONJ
000019-005,000019-005.182,kami,PRON
000019-005,000019-005.183,menyampaikan,VERB
000019-005,000019-005.184,niat,NOUN
000019-005,000019-005.185,ini,DET
000019-005,000019-005.186,kepada,ADP
000019-005,000019-005.187,ibunya,NOUN
000019-005,000019-005.188,.,PUNCT
000019-005,000019-005.189,Aku,PRON
000019-005,000019-005.190,berkata,VERB
000019-005,000019-005.191,kepadanya,ADP
000019-005,000019-005.192,",",PUNCT
000019-005,000019-005.193,"""",PUNCT
000019-005,000019-005.194,Andaikan,SCONJ
000019-005,000019-005.195,saja,ADV
000019-005,000019-005.196,engkau,PRON
000019-005,000019-005.197,sudi,VERB
000019-005,000019-005.198,membiarkan,VERB
000019-005,000019-005.199,anak,NOUN
000019-005,000019-005.200,ini,DET
000019-005,000019-005.201,tetapi,CCONJ
000019-005,000019-005.202,bersama,VERB
000019-005,000019-005.203,kami,PRON
000019-005,000019-005.204,hingga,SCONJ
000019-005,000019-005.205,menjadi,VERB
000019-005,000019-005.206,besar,ADJ
000019-005,000019-005.207,.,PUNCT
000021-002,000021-002.001,berkata,VERB
000021-002,000021-002.002,",",PUNCT
000021-002,000021-002.003,"""",PUNCT
000021-002,000021-002.004,Biarkanlah,ADP
000021-002,000021-002.005,anakku,PRON
000021-002,000021-002.006,ini,DET
000021-002,000021-002.007,.,PUNCT
000021-002,000021-002.008,Demi,ADP
000021-002,000021-002.009,Allah,PROPN
000021-002,000021-002.010,",",PUNCT
000021-002,000021-002.011,sesungguhnya,SCONJ
000021-002,000021-002.012,dia,PRON
000021-002,000021-002.013,akan,AUX
000021-002,000021-002.014,memiliki,VERB
000021-002,000021-002.015,kedudukan,NOUN
000021-002,000021-002.016,yang,PRON
000021-002,000021-002.017,agung,ADJ
000021-002,000021-002.018,".""",PUNCT
000021-002,000021-002.019,Kemudian,SCONJ
000021-002,000021-002.020,Abdul,PROPN
000021-002,000021-002.021,Muththalib,PROPN
000021-002,000021-002.022,duduk,VERB
000021-002,000021-002.023,bersama,ADP
000021-002,000021-002.024,beliau,PRON
000021-002,000021-002.025,di,ADP
000021-002,000021-002.026,atas,NOUN
000021-002,000021-002.027,dipannya,NOUN
000021-002,000021-002.028,",",PUNCT
000021-002,000021-002.029,sambil,SCONJ
000021-002,000021-002.030,mengelus,VERB
000021-002,000021-002.031,punggung,NOUN
000021-002,000021-002.032,beliau,PRON
000021-002,000021-002.033,dan,CCONJ
000021-002,000021-002.034,senantiasa,ADV
000021-002,000021-002.035,merasa,VERB
000021-002,000021-002.036,gembira,ADJ
000021-002,000021-002.037,terhadap,ADP
000021-002,000021-002.038,apa,PRON
000021-002,000021-002.039,pun,PART
000021-002,000021-002.040,yang,PRON
000021-002,000021-002.041,beliau,PRON
000021-002,000021-002.042,lakukan,VERB
000021-002,000021-002.043,".""",PUNCT
000021-002,000021-002.044,Pada,ADP
000021-002,000021-002.045,usia,NOUN
000021-002,000021-002.046,delapan,NUM
000021-002,000021-002.047,tahun,NOUN
000021-002,000021-002.048,lebih,ADV
000021-002,000021-002.049,dua,NUM
000021-002,000021-002.050,bulan,NOUN
000021-002,000021-002.051,sepuluh,NUM
000021-002,000021-002.052,hari,NOUN
000021-002,000021-002.053,dari,ADP
000021-002,000021-002.054,umur,NOUN
000021-002,000021-002.055,Rasulullah,PROPN
000021-002,000021-002.056,",",PUNCT
000021-002,000021-002.057,kakek,NOUN
000021-002,000021-002.058,beliau,PRON
000021-002,000021-002.059,meninggal,VERB
000021-002,000021-002.060,dunia,NOUN
000021-002,000021-002.061,di,ADP
000021-002,000021-002.062,Makkah,PROPN
000021-002,000021-002.063,.,PUNCT
000021-002,000021-002.064,Sebelum,SCONJ
000021-002,000021-002.065,meninggal,VERB
000021-002,000021-002.066,",",PUNCT
000021-002,000021-002.067,Abdul,PROPN
000021-002,000021-002.068,Muththalib,PROPN
000021-002,000021-002.069,sudah,AUX
000021-002,000021-002.070,berpesan,VERB
000021-002,000021-002.071,menitipkan,VERB
000021-002,000021-002.072,pengasuhan,NOUN
000021-002,000021-002.073,sang,DET
000021-002,000021-002.074,cucu,NOUN
000021-002,000021-002.075,kepada,ADP
000021-002,000021-002.076,pamannya,NOUN
000021-002,000021-002.077,",",PUNCT
000021-002,000021-002.078,Abu,PROPN
000021-002,000021-002.079,Thalib,PROPN
000021-002,000021-002.080,",",PUNCT
000021-002,000021-002.081,saudara,NOUN
000021-002,000021-002.082,kandung,NOUN
000021-002,000021-002.083,bapak,NOUN
000024-002,000024-002.001,Kami,PRON
000024-002,000024-002.002,juga,ADV
000024-002,000024-002.003,bisa,AUX
000024-002,000024-002.004,mendapatkan,VERB
000024-002,000024-002.005,tanda,NOUN
000024-002,000024-002.006,itu,DET
000024-002,000024-002.007,di,ADP
000024-002,000024-002.008,dalam,ADP
000024-002,000024-002.009,kitab,NOUN
000024-002,000024-002.010,kami,PRON
000024-002,000024-002.011,".""",PUNCT
000024-002,000024-002.012,Kemudian,SCONJ
000024-002,000024-002.013,Rahib,PROPN
000024-002,000024-002.014,Bahira,PROPN
000024-002,000024-002.015,meminta,VERB
000024-002,000024-002.016,agar,SCONJ
000024-002,000024-002.017,Abu,PROPN
000024-002,000024-002.018,Thalib,PROPN
000024-002,000024-002.019,kembali,VERB
000024-002,000024-002.020,lagi,ADV
000024-002,000024-002.021,bersama,ADP
000024-002,000024-002.022,beliau,PRON
000024-002,000024-002.023,tanpa,ADP
000024-002,000024-002.024,melanjutkan,VERB
000024-002,000024-002.025,perjalanannya,NOUN
000024-002,000024-002.026,ke,ADP
000024-002,000024-002.027,Syam,PROPN
000024-002,000024-002.028,",",PUNCT
000024-002,000024-002.029,karena,SCONJ
000024-002,000024-002.030,dia,PRON
000024-002,000024-002.031,takut,VERB
000024-002,000024-002.032,gangguan,NOUN
000024-002,000024-002.033,dari,ADP
000024-002,000024-002.034,pihak,NOUN
000024-002,000024-002.035,orang-orang,NOUN
000024-002,000024-002.036,Yahudi,PROPN
000024-002,000024-002.037,.,PUNCT
000024-002,000024-002.038,Maka,SCONJ
000024-002,000024-002.039,Abu,PROPN
000024-002,000024-002.040,Thalib,PROPN
000024-002,000024-002.041,mengirim,VERB
000024-002,000024-002.042,beliau,PRON
000024-002,000024-002.043,bersama,ADP
000024-002,000024-002.044,beberapa,DET
000024-002,000024-002.045,pemuda,NOUN
000024-002,000024-002.046,agar,SCONJ
000024-002,000024-002.047,kembali,VERB
000024-002,000024-002.048,lagi,ADV
000024-002,000024-002.049,ke,SCONJ
000028-001,000028-001.001,Setibanya,ADV
000028-001,000028-001.002,di,ADP
000028-001,000028-001.003,Makkah,PROPN
000028-001,000028-001.004,dan,CCONJ
000028-001,000028-001.005,setelah,ADP
000028-001,000028-001.006,Khadijah,PROPN
000028-001,000028-001.007,tahu,VERB
000028-001,000028-001.008,keuntungan,NOUN
000028-001,000028-001.009,dagangannya,NOUN
000028-001,000028-001.010,yang,PRON
000028-001,000028-001.011,melimpah,VERB
000028-001,000028-001.012,",",PUNCT
000028-001,000028-001.013,yang,PRON
000028-001,000028-001.014,tidak,PART
000028-001,000028-001.015,pernah,ADV
000028-001,000028-001.016,dilihatnya,VERB
000028-001,000028-001.017,sebanyak,ADP
000028-001,000028-001.018,itu,DET
000028-001,000028-001.019,sebelumnya,ADJ
000028-001,000028-001.020,",",PUNCT
000028-001,000028-001.021,apalagi,ADV
000028-001,000028-001.022,setelah,ADP
000028-001,000028-001.023,pembantunya,NOUN
000028-001,000028-001.024,",",PUNCT
000028-001,000028-001.025,Maisarah,PROPN
000028-001,000028-001.026,",",PUNCT
000028-001,000028-001.027,mengabarkan,VERB
000028-001,000028-001.028,kepadanya,ADP
000028-001,000028-001.029,apa,PRON
000028-001,000028-001.030,yang,PRON
000028-001,000028-001.031,dilihatnya,VERB
000028-001,000028-001.032,pada,ADP
000028-001,000028-001.033,diri,PRON
000028-001,000028-001.034,beliau,PRON
000028-001,000028-001.035,selama,ADP
000028-001,000028-001.036,menyertainya,VERB
000028-001,000028-001.037,",",PUNCT
000028-001,000028-001.038,bagaimana,ADV
000028-001,000028-001.039,sifat-sifat,NOUN
000028-001,000028-001.040,beliau,PRON
000028-001,000028-001.041,yang,PRON
000028-001,000028-001.042,mulia,ADJ
000028-001,000028-001.043,",",PUNCT
000028-001,000028-001.044,kecerdikan,NOUN
000028-001,000028-001.045,dan,CCONJ
000028-001,000028-001.046,kejujuran,NOUN
000028-001,000028-001.047,beliau,PRON
000028-001,000028-001.048,",",PUNCT
000028-001,000028-001.049,maka,SCONJ
000028-001,000028-001.050,seakan-akan,SCONJ
000028-001,000028-001.051,Khadijah,PROPN
000028-001,000028-001.052,mendapatkan,VERB
000028-001,000028-001.053,barangnya,NOUN
000028-001,000028-001.054,yang,PRON
000028-001,000028-001.055,pernah,ADV
000028-001,000028-001.056,hilang,VERB
000028-001,000028-001.057,dan,CCONJ
000028-001,000028-001.058,sangat,ADV
000028-001,000028-001.059,diharapkannya,VERB
000028-001,000028-001.060,.,PUNCT
000028-001,000028-001.061,Sebenarnya,ADV
000028-001,000028-001.062,sudah,AUX
000028-001,000028-001.063,banyak,ADV
000028-001,000028-001.064,para,DET
000028-001,000028-001.065,pemuka,NOUN
000028-001,000028-001.066,dan,CCONJ
000028-001,000028-001.067,pemimpin,NOUN
000028-001,000028-001.068,kaum,NOUN
000028-001,000028-001.069,yang,PRON
000028-001,000028-001.070,hendak,ADV
000028-001,000028-001.071,menikahinya,VERB
000028-001,000028-001.072,.,PUNCT
000028-001,000028-001.073,Namun,ADV
000028-001,000028-001.074,dia,PRON
000028-001,000028-001.075,tidak,PART
000028-001,000028-001.076,mau,VERB
000028-001,000028-001.077,.,PUNCT
000028-001,000028-001.078,Tiba-tiba,ADV
000028-001,000028-001.079,saja,ADV
000028-001,000028-001.080,dia,PRON
000028-001,000028-001.081,teringat,VERB
000028-001,000028-001.082,seorang,DET
000028-001,000028-001.083,rekannya,NOUN
000028-001,000028-001.084,",",PUNCT
000028-001,000028-001.085,Nafisah,PROPN
000028-001,000028-001.086,binti,PROPN
000028-001,000028-001.087,Munyah,PROPN
000028-001,000028-001.088,Dia,PRON
000028-001,000028-001.089,meminta,VERB
000028-001,000028-001.090,agar,ADP
000028-001,000028-001.091,rekannya,NOUN
000028-001,000028-001.092,ini,DET
000028-001,000028-001.093,menemui,VERB
000028-001,000028-001.094,beliau,PRON
000028-001,000028-001.095,dan,CCONJ
000028-001,000028-001.096,membuka,VERB
000028-001,000028-001.097,jalan,NOUN
000028-001,000028-001.098,agar,SCONJ
000028-001,000028-001.099,mau,AUX
000028-001,000028-001.100,menikah,VERB
000028-001,000028-001.101,dengan,ADP
000028-001,000028-001.102,Khadijah,PROPN
000028-001,000028-001.103,.,PUNCT
000028-001,000028-001.104,Ternyata,ADV
000028-001,000028-001.105,beliau,PRON
000028-001,000028-001.106,menerima,VERB
000028-001,000028-001.107,tawaran,NOUN
000028-001,000028-001.108,itu,DET
000028-001,000028-001.109,",",PUNCT
000028-001,000028-001.110,lalu,SCONJ
000028-001,000028-001.111,beliau,PRON
000028-001,000028-001.112,menemui,VERB
000028-001,000028-001.113,paman-paman,NOUN
000028-001,000028-001.114,beliau,PRON
000028-001,000028-001.115,.,PUNCT
000028-001,000028-001.116,Kemudian,SCONJ
000028-001,000028-001.117,paman-paman,NOUN
000028-001,000028-001.118,beliau,PRON
000028-001,000028-001.119,menemui,VERB
000028-001,000028-001.120,paman,NOUN
000028-001,000028-001.121,Khadijah,PROPN
000028-001,000028-001.122,untuk,SCONJ
000028-001,000028-001.123,mengajukan,VERB
000028-001,000028-001.124,lamaran,NOUN
000028-001,000028-001.125,.,PUNCT
000028-001,000028-001.126,Setelah,SCONJ
000028-001,000028-001.127,semuanya,ADV
000028-001,000028-001.128,dianggap,VERB
000028-001,000028-001.129,beres,VERB
000028-001,000028-001.130,",",PUNCT
000028-001,000028-001.131,maka,SCONJ
000028-001,000028-001.132,perkawinan,NOUN
000028-001,000028-001.133,siap,ADJ
000028-001,000028-001.134,dilaksanakan,VERB
000028-001,000028-001.135,.,PUNCT
000028-001,000028-001.136,Yang,PRON
000028-001,000028-001.137,ikut,VERB
000028-001,000028-001.138,hadir,VERB
000028-001,000028-001.139,dalam,ADP
000028-001,000028-001.140,pelaksanaan,NOUN
000028-001,000028-001.141,akad,NOUN
000028-001,000028-001.142,nikah,NOUN
000028-001,000028-001.143,adalah,AUX
000028-001,000028-001.144,Bani,PROPN
000028-001,000028-001.145,Hasyim,PROPN
000028-001,000028-001.146,dan,CCONJ
000028-001,000028-001.147,para,DET
000028-001,000028-001.148,pemuka,NOUN
000028-001,000028-001.149,Bani,PROPN
000028-001,000028-001.150,Mudhar,PROPN
000028-001,000028-001.151,.,PUNCT
000028-001,000028-001.152,Hal,NOUN
000028-001,000028-001.153,ini,DET
000028-001,000028-001.154,terjadi,VERB
000028-001,000028-001.155,dua,NUM
000028-001,000028-001.156,bulan,NOUN
000028-001,000028-001.157,sepulang,NOUN
000028-001,000028-001.158,beliau,PRON
000028-001,000028-001.159,dari,ADP
000028-001,000028-001.160,Syam,PROPN
000028-001,000028-001.161,.,PUNCT
000028-001,000028-001.162,Maskawin,PROPN
000028-001,000028-001.163,beliau,PRON
000028-001,000028-001.164,dua,NUM
000028-001,000028-001.165,puluh,NUM
000028-001,000028-001.166,ekor,NOUN
000028-001,000028-001.167,onta,NOUN
000028-001,000028-001.168,muda,ADJ
000028-001,000028-001.169,45,NUM
000028-001,000028-001.170,Fiqhus-Sirah,PROPN
000028-001,000028-001.171,",",PUNCT
000028-001,000028-001.172,Muhammad,PROPN
000028-001,000028-001.173,Al-Ghazali,PROPN
000028-001,000028-001.174,",",PUNCT
000028-001,000028-001.175,hal,NOUN
000028-001,000028-001.176,.,PUNCT
000028-001,000028-001.177,52,NUM
000028-001,000028-001.178,46_,NUM
000028-001,000028-001.179,Sirah,PROPN
000028-001,000028-001.180,An-Nabawiyah,PROPN
000028-001,000028-001.181,",",PUNCT
000028-001,000028-001.182,Ibnu,PROPN
000028-001,000028-001.183,Hisyam,PROPN
000028-001,000028-001.184,",",PUNCT
000028-001,000028-001.185,1/187-188,NUM
000028-001,000028-001.186,.,PUNCT
000028-001,000028-001.187,Usia,PROPN
000028-001,000028-001.188,Khadijah,PROPN
000028-001,000028-001.189,sendiri,DET
000028-001,000028-001.190,empat,NUM
000028-001,000028-001.191,puluh,NUM
000028-001,000028-001.192,tahun,NOUN
000028-001,000028-001.193,",",PUNCT
000028-001,000028-001.194,yang,PRON
000028-001,000028-001.195,pada,ADP
000028-001,000028-001.196,masa,NOUN
000028-001,000028-001.197,itu,DET
000028-001,000028-001.198,dia,PRON
000028-001,000028-001.199,merupakan,VERB
000028-001,000028-001.200,wanita,NOUN
000028-001,000028-001.201,yang,PRON
000028-001,000028-001.202,paling,ADV
000028-001,000028-001.203,terpandang,ADJ
000028-001,000028-001.204,",",PUNCT
000028-001,000028-001.205,cantik,ADJ
000028-001,000028-001.206,",",PUNCT
000028-001,000028-001.207,pandai,ADJ
000028-001,000028-001.208,",",PUNCT
000028-001,000028-001.209,dan,CCONJ
000028-001,000028-001.210,sekaligus,ADV
000028-001,000028-001.211,kaya,ADJ
000028-001,000028-001.212,.,PUNCT
000028-001,000028-001.213,Dia,PRON
000028-001,000028-001.214,adalah,AUX
000028-001,000028-001.215,wanita,NOUN
000028-001,000028-001.216,pertama,ADJ
000028-001,000028-001.217,yang,PRON
000028-001,000028-001.218,dinikahi,VERB
000028-001,000028-001.219,Rasulullah,PROPN
000028-001,000028-001.220,.,PUNCT
000043-001,000043-001.001,Langkah,NOUN
000043-001,000043-001.002,pertama,ADJ
000043-001,000043-001.003,yang,PRON
000043-001,000043-001.004,dilakukan,VERB
000043-001,000043-001.005,Rasulullah,PROPN
000043-001,000043-001.006,setelah,ADP
000043-001,000043-001.007,turun,VERB
000043-001,000043-001.008,ayat,NOUN
000043-001,000043-001.009,di,ADP
000043-001,000043-001.010,atas,NOUN
000043-001,000043-001.011,ialah,AUX
000043-001,000043-001.012,mengundang,VERB
000043-001,000043-001.013,Bani,PROPN
000043-001,000043-001.014,Hasyim,PROPN
000043-001,000043-001.015,.,PUNCT
000043-001,000043-001.016,Mereka,PRON
000043-001,000043-001.017,memenuhi,VERB
000043-001,000043-001.018,undangan,NOUN
000043-001,000043-001.019,ini,DET
000043-001,000043-001.020,",",PUNCT
000043-001,000043-001.021,yaitu,ADP
000043-001,000043-001.022,beberapa,DET
000043-001,000043-001.023,orang,NOUN
000043-001,000043-001.024,dari,ADP
000043-001,000043-001.025,Bani,PROPN
000043-001,000043-001.026,Al-Muththalib,PROPN
000043-001,000043-001.027,bin,PROPN
000043-001,000043-001.028,Abdi,PROPN
000043-001,000043-001.029,Manaf,PROPN
000043-001,000043-001.030,",",PUNCT
000043-001,000043-001.031,yang,PRON
000043-001,000043-001.032,jumlahnya,ADV
000043-001,000043-001.033,ada,VERB
000043-001,000043-001.034,45,NUM
000043-001,000043-001.035,orang,NOUN
000043-001,000043-001.036,.,PUNCT
000043-001,000043-001.037,Sebelum,SCONJ
000043-001,000043-001.038,beliau,PRON
000043-001,000043-001.039,berbicara,VERB
000043-001,000043-001.040,",",PUNCT
000043-001,000043-001.041,Abu,PROPN
000043-001,000043-001.042,Lahab,PROPN
000043-001,000043-001.043,sudah,AUX
000043-001,000043-001.044,mendahului,VERB
000043-001,000043-001.045,angkat,NOUN
000043-001,000043-001.046,bicara,VERB
000043-001,000043-001.047,",",PUNCT
000043-001,000043-001.048,"""",PUNCT
000043-001,000043-001.049,Mereka,PRON
000043-001,000043-001.050,yang,PRON
000043-001,000043-001.051,hadir,VERB
000043-001,000043-001.052,di,ADP
000043-001,000043-001.053,sini,NOUN
000043-001,000043-001.054,adalah,AUX
000043-001,000043-001.055,paman-pamanmu,NOUN
000043-001,000043-001.056,sendiri,ADJ
000043-001,000043-001.057,dan,CCONJ
000043-001,000043-001.058,anak-,NOUN
000043-001,000043-001.059,anaknya,NOUN
000043-001,000043-001.060,.,PUNCT
000043-001,000043-001.061,Maka,SCONJ
000043-001,000043-001.062,bicaralah,VERB
000043-001,000043-001.063,jika,SCONJ
000043-001,000043-001.064,ingin,AUX
000043-001,000043-001.065,berbicara,VERB
000043-001,000043-001.066,dan,CCONJ
000043-001,000043-001.067,tidak,PART
000043-001,000043-001.068,perlu,ADV
000043-001,000043-001.069,bersikap,VERB
000043-001,000043-001.070,kekanak-,NOUN
000043-001,000043-001.071,kanakan,NOUN
000043-001,000043-001.072,.,PUNCT
000043-001,000043-001.073,Ketahuilah,VERB
000043-001,000043-001.074,bahwa,SCONJ
000043-001,000043-001.075,tidak,PART
000043-001,000043-001.076,ada,VERB
000043-001,000043-001.077,orang,NOUN
000043-001,000043-001.078,Arab,PROPN
000043-001,000043-001.079,yang,PRON
000043-001,000043-001.080,berani,ADJ
000043-001,000043-001.081,mengernyitkan,VERB
000043-001,000043-001.082,dahi,NOUN
000043-001,000043-001.083,terhadap,ADP
000043-001,000043-001.084,kaummu,NOUN
000043-001,000043-001.085,.,PUNCT
000043-001,000043-001.086,Dengan,ADP
000043-001,000043-001.087,begitu,ADV
000043-001,000043-001.088,aku,PRON
000043-001,000043-001.089,berhak,VERB
000043-001,000043-001.090,menghukummu,VERB
000043-001,000043-001.091,.,PUNCT
000043-001,000043-001.092,Biarkanlah,ADP
000043-001,000043-001.093,urusan,NOUN
000043-001,000043-001.094,bani,NOUN
000043-001,000043-001.095,bapakmu,PROPN
000043-001,000043-001.096,.,PUNCT
000043-001,000043-001.097,Jika,SCONJ
000043-001,000043-001.098,engkau,PRON
000043-001,000043-001.099,tetap,ADV
000043-001,000043-001.100,bertahan,VERB
000043-001,000043-001.101,pada,ADP
000043-001,000043-001.102,urusanmu,NOUN
000043-001,000043-001.103,ini,DET
000043-001,000043-001.104,",",PUNCT
000043-001,000043-001.105,maka,SCONJ
000043-001,000043-001.106,itu,PRON
000043-001,000043-001.107,lebih,ADV
000043-001,000043-001.108,mudah,ADJ
000043-001,000043-001.109,bagi,ADP
000043-001,000043-001.110,mereka,PRON
000043-001,000043-001.111,daripada,ADP
000043-001,000043-001.112,seluruh,DET
000043-001,000043-001.113,kabilah,NOUN
000043-001,000043-001.114,Quraisy,PROPN
