text_id,id,token,pos_tag,label
000000-001,000000-001.069,Islam,PROPN,O
000000-001,000000-001.070,",",PUNCT,O
000000-001,000000-001.071,serta,CCONJ,O
000000-001,000000-001.072,tentang,ADP,O
000000-001,000000-001.073,kondisi-kondisi,NOUN,O
000000-001,000000-001.074,saat,SCONJ,O
000000-001,000000-001.075,beliau,PRON,O
000000-001,000000-001.076,diutus,VERB,O
000000-001,000000-001.077,sebagai,ADP,O
000000-001,000000-001.078,rasul,NOUN,O
000001-001,000001-001.001,Menurut,ADP,O
000001-001,000001-001.002,bahasa,NOUN,O
000001-001,000001-001.003,",",PUNCT,O
000001-001,000001-001.004,Arab,PROPN,O
000001-001,000001-001.005,artinya,ADV,O
000001-001,000001-001.006,padang,NOUN,O
000001-001,000001-001.007,pasir,NOUN,O
000001-001,000001-001.008,",",PUNCT,O
000001-001,000001-001.009,tanah,NOUN,O
000001-001,000001-001.010,gundul,NOUN,O
000001-001,000001-001.011,",",PUNCT,O
000001-001,000001-001.012,dan,CCONJ,O
000001-001,000001-001.013,gersang,NOUN,O
000001-001,000001-001.014,yang,PRON,O
000001-001,000001-001.015,tiada,VERB,O
000001-001,000001-001.016,air,NOUN,O
000001-001,000001-001.017,dan,CCONJ,O
000001-001,000001-001.018,tanamannya,NOUN,O
000001-001,000001-001.019,.,PUNCT,O
000001-001,000001-001.020,Sebutan,NOUN,O
000001-001,000001-001.021,dengan,ADP,O
000001-001,000001-001.022,istilah,NOUN,O
000001-001,000001-001.023,ini,DET,O
000001-001,000001-001.024,sudah,AUX,O
000001-001,000001-001.025,diberikan,VERB,O
000001-001,000001-001.026,sejak,ADP,O
000001-001,000001-001.027,dahulu,NOUN,O
000001-001,000001-001.028,kala,NOUN,O
000001-001,000001-001.029,kepada,ADP,O
000001-001,000001-001.030,jazirah,NOUN,O
000001-001,000001-001.031,Arab,PROPN,O
000001-001,000001-001.032,",",PUNCT,O
000001-001,000001-001.033,sebagaimana,SCONJ,O
000001-001,000001-001.034,sebutan,NOUN,O
000001-001,000001-001.035,yang,PRON,O
000001-001,000001-001.036,diberikan,VERB,O
000001-001,000001-001.037,kepada,ADP,O
000001-001,000001-001.038,suatu,DET,O
000001-001,000001-001.039,kaum,NOUN,O
000001-001,000001-001.040,yang,PRON,O
000001-001,000001-001.041,disesuaikan,VERB,O
000001-001,000001-001.042,dengan,ADP,O
000001-001,000001-001.043,daerah,NOUN,O
000001-001,000001-001.044,tertentu,DET,O
000001-001,000001-001.045,",",PUNCT,O
000001-001,000001-001.046,lalu,SCONJ,O
000001-001,000001-001.047,mereka,PRON,O
000001-001,000001-001.048,menjadikannya,VERB,O
000001-001,000001-001.049,sebagai,ADP,O
000001-001,000001-001.050,tempat,NOUN,O
000001-001,000001-001.051,tinggal,NOUN,O
000001-001,000001-001.052,Jazirah,PROPN,B-LOCATION
000001-001,000001-001.053,Arab,PROPN,I-LOCATION
000001-001,000001-001.054,dibatasi,VERB,O
000001-001,000001-001.055,Laut,PROPN,B-LOCATION
000001-001,000001-001.056,Merah,PROPN,I-LOCATION
000001-001,000001-001.057,dan,CCONJ,O
000001-001,000001-001.058,Gurun,PROPN,O
000001-001,000001-001.059,Sinai,PROPN,O
000001-001,000001-001.060,di,ADP,O
000001-001,000001-001.061,sebelah,ADP,O
000001-001,000001-001.062,barat,NOUN,O
000001-001,000001-001.063,",",PUNCT,O
000001-001,000001-001.064,di,ADP,O
000001-001,000001-001.065,sebelah,ADP,O
000001-001,000001-001.066,timur,NOUN,O
000001-001,000001-001.067,dibatasi,VERB,O
000001-001,000001-001.068,Teluk,PROPN,O
000001-001,000001-001.069,Arab,PROPN,O
000001-001,000001-001.070,dan,CCONJ,O
000001-001,000001-001.071,sebagian,NOUN,O
000001-001,000001-001.072,besar,ADJ,O
000001-001,000001-001.073,negara,NOUN,O
000001-001,000001-001.074,Irak,PROPN,B-LOCATION
000001-001,000001-001.075,bagian,NOUN,O
000001-001,000001-001.076,selatan,NOUN,O
000001-001,000001-001.077,",",PUNCT,O
000001-001,000001-001.078,di,ADP,O
000001-001,000001-001.079,sebelah,ADP,O
000001-001,000001-001.080,utara,NOUN,O
000001-001,000001-001.081,dibatasi,VERB,O
000001-001,000001-001.082,Laut,PROPN,O
000001-001,000001-001.083,Arab,PROPN,O
000001-001,000001-001.084,yang,PRON,O
000001-001,000001-001.085,bersambung,VERB,O
000001-001,000001-001.086,dengan,ADP,O
000001-001,000001-001.087,Lautan,PROPN,O
000001-001,000001-001.088,India,PROPN,O
000001-001,000001-001.089,",",PUNCT,O
000001-001,000001-001.090,di,ADP,O
000001-001,000001-001.091,sebelah,ADP,O
000001-001,000001-001.092,utara,NOUN,O
000001-001,000001-001.093,dibatasi,VERB,O
000001-001,000001-001.094,negeri,NOUN,O
000001-001,000001-001.095,Syam,PROPN,B-LOCATION
000001-001,000001-001.096,dan,CCONJ,O
000001-001,000001-001.097,sebagian,NOUN,O
000001-001,000001-001.098,kecil,ADJ,O
000001-001,000001-001.099,dari,ADP,O
000001-001,000001-001.100,negara,NOUN,O
000001-001,000001-001.101,Irak,PROPN,B-LOCATION
000001-001,000001-001.102,",",PUNCT,O
000001-001,000001-001.103,sekalipun,SCONJ,O
000001-001,000001-001.104,mungkin,AUX,O
000001-001,000001-001.105,ada,VERB,O
000001-001,000001-001.106,sedikit,ADV,O
000001-001,000001-001.107,perbedaan,NOUN,O
000001-001,000001-001.108,dalam,ADP,O
000001-001,000001-001.109,penentuan,NOUN,O
000001-001,000001-001.110,batasan,NOUN,O
000001-001,000001-001.111,ini,DET,O
000001-001,000001-001.112,.,PUNCT,O
000001-001,000001-001.113,Luasnya,NOUN,O
000001-001,000001-001.114,membentang,VERB,O
000001-001,000001-001.115,antara,ADP,O
000001-001,000001-001.116,satu,NUM,O
000001-001,000001-001.117,juta,NUM,O
000001-001,000001-001.118,mil,NOUN,O
000001-001,000001-001.119,sampai,ADP,O
000001-001,000001-001.120,satu,NUM,O
000001-001,000001-001.121,juta,NUM,O
000001-001,000001-001.122,tiga,NUM,O
000001-001,000001-001.123,ratus,NUM,O
000001-001,000001-001.124,ribu,NUM,O
000001-001,000001-001.125,mil,NOUN,O
000001-001,000001-001.126,.,PUNCT,O
000001-001,000001-001.127,Jazirah,PROPN,B-LOCATION
000001-001,000001-001.128,Arab,PROPN,I-LOCATION
000001-001,000001-001.129,memiliki,VERB,O
000001-001,000001-001.130,peranan,NOUN,O
000001-001,000001-001.131,yang,PRON,O
000001-001,000001-001.132,sangat,ADV,O
000001-001,000001-001.133,besar,ADJ,O
000001-001,000001-001.134,karena,ADP,O
000001-001,000001-001.135,letak,NOUN,O
000001-001,000001-001.136,geografis,ADJ,O
000001-001,000001-001.137,.,PUNCT,O
000001-001,000001-001.138,Sedangkan,ADV,O
000001-001,000001-001.139,dilihat,VERB,O
000001-001,000001-001.140,dari,ADP,O
000001-001,000001-001.141,kondisi,NOUN,O
000001-001,000001-001.142,internalnya,ADJ,O
000001-001,000001-001.143,",",PUNCT,O
000001-001,000001-001.144,Jazirah,PROPN,B-LOCATION
000001-001,000001-001.145,Arab,PROPN,I-LOCATION
000001-001,000001-001.146,hanya,ADV,O
000001-001,000001-001.147,dikelilingi,VERB,O
000001-001,000001-001.148,gurun,NOUN,O
000001-001,000001-001.149,dan,CCONJ,O
000001-001,000001-001.150,pasir,NOUN,O
000001-001,000001-001.151,di,ADP,O
000001-001,000001-001.152,segala,DET,O
000001-001,000001-001.153,sudutnya,NOUN,O
000001-001,000001-001.154,.,PUNCT,O
000001-001,000001-001.155,Karena,SCONJ,O
000001-001,000001-001.156,kondisi,NOUN,O
000001-001,000001-001.157,seperti,ADP,O
000001-001,000001-001.158,inilah,DET,O
000001-001,000001-001.159,yang,PRON,O
000001-001,000001-001.160,membuat,VERB,O
000001-001,000001-001.161,Jazirah,NOUN,B-LOCATION
000001-001,000001-001.162,Arab,PROPN,I-LOCATION
000001-001,000001-001.163,seperti,ADP,O
000001-001,000001-001.164,benteng,NOUN,O
000001-001,000001-001.165,pertahanan,NOUN,O
000001-001,000001-001.166,yang,PRON,O
000001-001,000001-001.167,kokoh,ADJ,O
000001-001,000001-001.168,",",PUNCT,O
000001-001,000001-001.169,yang,PRON,O
000001-001,000001-001.170,tidak,PART,O
000001-001,000001-001.171,memperkenankan,VERB,O
000001-001,000001-001.172,bangsa,NOUN,O
000001-001,000001-001.173,asing,ADJ,O
000001-001,000001-001.174,untuk,SCONJ,O
000001-001,000001-001.175,menjajah,VERB,O
000001-001,000001-001.176,",",PUNCT,O
000001-001,000001-001.177,mencaplok,VERB,O
000001-001,000001-001.178,",",PUNCT,O
000001-001,000001-001.179,atau,CCONJ,O
000001-001,000001-001.180,menguasai,VERB,O
000001-001,000001-001.181,bangsa,NOUN,O
000001-001,000001-001.182,Arab,PROPN,O
000001-001,000001-001.183,.,PUNCT,O
000001-001,000001-001.184,Oleh,ADP,O
000001-001,000001-001.185,karena,ADP,O
000001-001,000001-001.186,itu,PRON,O
000001-001,000001-001.187,kita,PRON,O
000001-001,000001-001.188,bisa,AUX,O
000001-001,000001-001.189,melihat,VERB,O
000001-001,000001-001.190,penduduk,NOUN,O
000001-001,000001-001.191,Jazirah,PROPN,B-LOCATION
000001-001,000001-001.192,Arab,PROPN,I-LOCATION
000001-001,000001-001.193,yang,PRON,O
000001-001,000001-001.194,hidup,VERB,O
000001-001,000001-001.195,merdeka,ADJ,O
000001-001,000001-001.196,dan,CCONJ,O
000001-001,000001-001.197,bebas,ADJ,O
000001-001,000001-001.198,dari,ADP,O
000001-001,000001-001.199,segala,DET,O
000001-001,000001-001.200,urusan,NOUN,O
000001-001,000001-001.201,semenjak,ADP,O
000001-001,000001-001.202,zaman,NOUN,O
000001-001,000001-001.203,dahulu,NOUN,O
000001-001,000001-001.204,.,PUNCT,O
000001-001,000001-001.205,Sekalipun,ADV,O
000001-001,000001-001.206,begitu,ADV,O
000001-001,000001-001.207,mereka,PRON,O
000001-001,000001-001.208,tetap,ADV,O
000001-001,000001-001.209,hidup,VERB,O
000001-001,000001-001.210,berdampingan,VERB,O
000001-001,000001-001.211,dengan,ADP,O
000001-001,000001-001.212,dua,NUM,O
000001-001,000001-001.213,imperium,NOUN,O
000001-001,000001-001.214,yang,PRON,O
000001-001,000001-001.215,besar,ADJ,O
000001-001,000001-001.216,saat,NOUN,O
000001-001,000001-001.217,itu,DET,O
000001-001,000001-001.218,",",PUNCT,O
000001-001,000001-001.219,yang,PRON,O
000001-001,000001-001.220,serangannya,NOUN,O
000001-001,000001-001.221,tak,PART,O
000001-001,000001-001.222,mungkin,AUX,O
000001-001,000001-001.223,bisa,AUX,O
000001-001,000001-001.224,dihalangi,VERB,O
000001-001,000001-001.225,andaikata,SCONJ,O
000001-001,000001-001.226,tidak,PART,O
000001-001,000001-001.227,ada,VERB,O
000001-001,000001-001.228,benteng,NOUN,O
000001-001,000001-001.229,pertahanan,NOUN,O
000001-001,000001-001.230,yang,PRON,O
000001-001,000001-001.231,kokoh,ADJ,O
000001-001,000001-001.232,seperti,ADP,O
000001-001,000001-001.233,itu,DET,O
000001-001,000001-001.234,.,PUNCT,O
000002-001,000002-001.001,Ditilik,VERB,O
000002-001,000002-001.002,dari,ADP,O
000002-001,000002-001.003,silsilah,NOUN,O
000002-001,000002-001.004,keturunan,NOUN,O
000002-001,000002-001.005,dan,CCONJ,O
000002-001,000002-001.006,cikal-bakalnya,NOUN,O
000002-001,000002-001.007,",",PUNCT,O
000002-001,000002-001.008,para,DET,O
000002-001,000002-001.009,sejarawan,NOUN,O
000002-001,000002-001.010,membagi,VERB,O
000002-001,000002-001.011,kaum-kaum,NOUN,O
000002-001,000002-001.012,bangsa,NOUN,O
000002-001,000002-001.013,Arab,PROPN,O
000002-001,000002-001.014,menjadi,VERB,O
000002-001,000002-001.015,tiga,NUM,O
000002-001,000002-001.016,bagian,NOUN,O
000002-001,000002-001.017,",",PUNCT,O
000002-001,000002-001.018,yaitu,ADP,O
000002-001,000002-001.019,:,PUNCT,O
000002-001,000002-001.020,1,NUM,O
000002-001,000002-001.021,.,PUNCT,O
000002-001,000002-001.022,Arab,PROPN,O
000002-001,000002-001.023,Ba,PROPN,O
000002-001,000002-001.024,idah,PROPN,O
000002-001,000002-001.025,",",PUNCT,O
000002-001,000002-001.026,yaitu,ADP,O
000002-001,000002-001.027,kaum-kaum,NOUN,O
000002-001,000002-001.028,Arab,PROPN,O
000002-001,000002-001.029,terdahulu,ADJ,O
000002-001,000002-001.030,yang,PRON,O
000002-001,000002-001.031,sejarahnya,NOUN,O
000002-001,000002-001.032,tidak,PART,O
000002-001,000002-001.033,bisa,AUX,O
000002-001,000002-001.034,dilacak,VERB,O
000002-001,000002-001.035,secara,ADP,O
000002-001,000002-001.036,rinci,ADJ,O
000002-001,000002-001.037,dan,CCONJ,O
000002-001,000002-001.038,komplit,ADJ,O
000002-001,000002-001.039,",",PUNCT,O
000002-001,000002-001.040,seperti,ADP,O
000002-001,000002-001.041,Ad,PROPN,O
000002-001,000002-001.042,",",PUNCT,O
000002-001,000002-001.043,Tsamud,PROPN,O
000002-001,000002-001.044,",",PUNCT,O
000002-001,000002-001.045,Thasm,PROPN,O
000002-001,000002-001.046,",",PUNCT,O
000002-001,000002-001.047,Jadis,PROPN,O
000002-001,000002-001.048,.,PUNCT,O
000002-001,000002-001.049,Imlaq,PROPN,O
000002-001,000002-001.050,",",PUNCT,O
000002-001,000002-001.051,dan,CCONJ,O
000002-001,000002-001.052,lain-lainnya,ADJ,O
000002-001,000002-001.053,.,PUNCT,O
000002-001,000002-001.054,2,NUM,O
000002-001,000002-001.055,.,PUNCT,O
000002-001,000002-001.056,Arab,PROPN,O
000002-001,000002-001.057,Aribah,PROPN,O
000002-001,000002-001.058,",",PUNCT,O
000002-001,000002-001.059,yaitu,ADP,O
000002-001,000002-001.060,kaum-kaum,NOUN,O
000002-001,000002-001.061,Arab,PROPN,O
000002-001,000002-001.062,yang,PRON,O
000002-001,000002-001.063,berasal,VERB,O
000002-001,000002-001.064,dari,ADP,O
000002-001,000002-001.065,keturunan,NOUN,O
000002-001,000002-001.066,Ya'rub,PROPN,O
000002-001,000002-001.067,Yasyjub,PROPN,B-PERSON
000002-001,000002-001.068,bin,PROPN,I-PERSON
000002-001,000002-001.069,Qahthan,PROPN,I-PERSON
000002-001,000002-001.070,",",PUNCT,O
000002-001,000002-001.071,atau,CCONJ,O
000002-001,000002-001.072,disebut,VERB,O
000002-001,000002-001.073,pula,ADV,O
000002-001,000002-001.074,Arab,PROPN,O
000002-001,000002-001.075,Qahthaniyah,PROPN,O
000002-001,000002-001.076,.,PUNCT,O
000002-001,000002-001.077,3,NUM,O
000002-001,000002-001.078,.,PUNCT,O
000002-001,000002-001.079,Arab,PROPN,O
000002-001,000002-001.080,Musta,PROPN,O
000002-001,000002-001.081,'rabah,NOUN,O
000002-001,000002-001.082,",",PUNCT,O
000002-001,000002-001.083,yaitu,ADP,O
000002-001,000002-001.084,kaum-kaum,NOUN,O
000002-001,000002-001.085,Arab,PROPN,O
000002-001,000002-001.086,yang,PRON,O
000002-001,000002-001.087,berasal,VERB,O
000002-001,000002-001.088,dari,ADP,O
000002-001,000002-001.089,keturunan,NOUN,O
000002-001,000002-001.090,Isma'il,PROPN,B-PERSON
000002-001,000002-001.091,yang,PRON,O
000002-001,000002-001.092,disebut,VERB,O
000002-001,000002-001.093,pula,ADV,O
000002-001,000002-001.094,Arab,PROPN,O
000002-001,000002-001.095,Adnaniyah,PROPN,O
000002-001,000002-001.096,.,PUNCT,O
000002-001,000002-001.097,Tempat,NOUN,O
000002-001,000002-001.098,kelahiran,NOUN,O
000002-001,000002-001.099,Arab,PROPN,O
000002-001,000002-001.100,Aribah,PROPN,O
000002-001,000002-001.101,atau,CCONJ,O
000002-001,000002-001.102,kaum,NOUN,O
000002-001,000002-001.103,Qahthan,PROPN,O
000002-001,000002-001.104,adalah,AUX,O
000002-001,000002-001.105,negeri,NOUN,O
000002-001,000002-001.106,Yaman,PROPN,B-LOCATION
000002-001,000002-001.107,",",PUNCT,O
000002-001,000002-001.108,lalu,SCONJ,O
000002-001,000002-001.109,berkembang,VERB,O
000002-001,000002-001.110,menjadi,VERB,O
000002-001,000002-001.111,beberapa,DET,O
000002-001,000002-001.112,kabilah,NOUN,O
000002-001,000002-001.113,dan,CCONJ,O
000002-001,000002-001.114,suku,NOUN,O
000002-001,000002-001.115,",",PUNCT,O
000002-001,000002-001.116,yang,PRON,O
000002-001,000002-001.117,dikenal,VERB,O
000002-001,000002-001.118,adalah,AUX,O
000002-001,000002-001.119,dua,NUM,O
000002-001,000002-001.120,kabilah,NOUN,O
000002-001,000002-001.121,:,PUNCT,O
000002-001,000002-001.122,Kabilah,PROPN,O
000002-001,000002-001.123,Himyar,PROPN,O
000002-001,000002-001.124,",",PUNCT,O
000002-001,000002-001.125,yang,PRON,O
000002-001,000002-001.126,terdiri,VERB,O
000002-001,000002-001.127,dari,ADP,O
000002-001,000002-001.128,beberapa,DET,O
000002-001,000002-001.129,suku,NOUN,O
000002-001,000002-001.130,terkenal,ADJ,O
000002-001,000002-001.131,",",PUNCT,O
000002-001,000002-001.132,yaitu,ADP,O
000002-001,000002-001.133,Zaid,PROPN,B-PERSON
000002-001,000002-001.134,Al-Jumhur,PROPN,O
000002-001,000002-001.135,",",PUNCT,O
000002-001,000002-001.136,Qudha'ah,PROPN,O
000002-001,000002-001.137,dan,CCONJ,O
000002-001,000002-001.138,Sakasik,PROPN,O
000002-001,000002-001.139,b,PROPN,O
000002-001,000002-001.140,.,PUNCT,O
000002-001,000002-001.141,Kahlan,PROPN,O
000002-001,000002-001.142,",",PUNCT,O
000002-001,000002-001.143,yang,PRON,O
000002-001,000002-001.144,terdiri,VERB,O
000002-001,000002-001.145,dari,ADP,O
000002-001,000002-001.146,beberapa,DET,O
000002-001,000002-001.147,suku,NOUN,O
000002-001,000002-001.148,terkenal,ADJ,O
000002-001,000002-001.149,",",PUNCT,O
000002-001,000002-001.150,yaitu,ADP,O
000002-001,000002-001.151,Hamdan,PROPN,O
000002-001,000002-001.152,",",PUNCT,O
000002-001,000002-001.153,Amnar,PROPN,O
000002-001,000002-001.154,.,PUNCT,O
000002-001,000002-001.155,Thayyi',PROPN,O
000002-001,000002-001.156,",",PUNCT,O
000002-001,000002-001.157,Madzhij,PROPN,O
000002-001,000002-001.158,",",PUNCT,O
000002-001,000002-001.159,Kindah,PROPN,O
000002-001,000002-001.160,",",PUNCT,O
000002-001,000002-001.161,Lakham,PROPN,O
000002-001,000002-001.162,",",PUNCT,O
000002-001,000002-001.163,Judzam,PROPN,O
000002-001,000002-001.164,",",PUNCT,O
000002-001,000002-001.165,Uzd,PROPN,O
000002-001,000002-001.166,",",PUNCT,O
000002-001,000002-001.167,Aus,PROPN,O
000002-001,000002-001.168,",",PUNCT,O
000002-001,000002-001.169,Khazraj,PROPN,O
000002-001,000002-001.170,",",PUNCT,O
000002-001,000002-001.171,dan,CCONJ,O
000002-001,000002-001.172,anak,NOUN,O
000002-001,000002-001.173,keturunan,NOUN,O
000002-001,000002-001.174,Jafnah,PROPN,O
000002-001,000002-001.175,raja,PROPN,O
000002-001,000002-001.176,Syam,PROPN,B-LOCATION
000002-001,000002-001.177,.,PUNCT,O
000002-002,000002-002.001,Thayyi',PROPN,O
000002-002,000002-002.002,",",PUNCT,O
000002-002,000002-002.003,Madzhij,PROPN,O
000002-002,000002-002.004,",",PUNCT,O
000002-002,000002-002.005,Kindah,PROPN,O
000002-002,000002-002.006,",",PUNCT,O
000002-002,000002-002.007,Lakham,PROPN,O
000002-002,000002-002.008,",",PUNCT,O
000002-002,000002-002.009,Judzam,PROPN,O
000002-002,000002-002.010,",",PUNCT,O
000002-002,000002-002.011,Uzd,PROPN,O
000002-002,000002-002.012,",",PUNCT,O
000002-002,000002-002.013,Aus,PROPN,O
000002-002,000002-002.014,",",PUNCT,O
000002-002,000002-002.015,Khazraj,PROPN,O
000002-002,000002-002.016,",",PUNCT,O
000002-002,000002-002.017,dan,CCONJ,O
000002-002,000002-002.018,anak,NOUN,O
000002-002,000002-002.019,keturunan,NOUN,O
000002-002,000002-002.020,Jafnah,PROPN,O
000002-002,000002-002.021,raja,PROPN,O
000002-002,000002-002.022,Syam,PROPN,B-LOCATION
000002-002,000002-002.023,.,PUNCT,O
000002-002,000002-002.024,Suku-suku,PROPN,O
000002-002,000002-002.025,Kahlan,PROPN,O
000002-002,000002-002.026,banyak,ADV,O
000002-002,000002-002.027,yang,PRON,O
000002-002,000002-002.028,hijrah,VERB,O
000002-002,000002-002.029,meninggalkan,VERB,O
000002-002,000002-002.030,Yaman,PROPN,B-LOCATION
000002-002,000002-002.031,",",PUNCT,O
000002-002,000002-002.032,lalu,SCONJ,O
000002-002,000002-002.033,menyebar,VERB,O
000002-002,000002-002.034,ke,ADP,O
000002-002,000002-002.035,berbagai,DET,O
000002-002,000002-002.036,penjuru,NOUN,O
000002-002,000002-002.037,jazirah,NOUN,O
000002-002,000002-002.038,sebelum,SCONJ,O
000002-002,000002-002.039,ada,VERB,O
000002-002,000002-002.040,bencana,NOUN,O
000002-002,000002-002.041,karena,ADP,O
000002-002,000002-002.042,kegagalan,NOUN,O
000002-002,000002-002.043,mereka,PRON,O
000002-002,000002-002.044,dalam,ADP,O
000002-002,000002-002.045,perdagangan,NOUN,O
000002-002,000002-002.046,",",PUNCT,O
000002-002,000002-002.047,sebagai,ADP,O
000002-002,000002-002.048,akibat,NOUN,O
000002-002,000002-002.049,dari,ADP,O
000002-002,000002-002.050,tekanan,NOUN,O
000002-002,000002-002.051,bangsa,NOUN,O
000002-002,000002-002.052,Romawi,PROPN,O
000002-002,000002-002.053,dan,CCONJ,O
000002-002,000002-002.054,tindakan,NOUN,O
000002-002,000002-002.055,mereka,PRON,O
000002-002,000002-002.056,yang,PRON,O
000002-002,000002-002.057,menguasai,VERB,O
000002-002,000002-002.058,jalan,NOUN,O
000002-002,000002-002.059,perdagangan,NOUN,O
000002-002,000002-002.060,lewat,ADP,O
000002-002,000002-002.061,laut,NOUN,O
000002-002,000002-002.062,dan,CCONJ,O
000002-002,000002-002.063,setelah,SCONJ,O
000002-002,000002-002.064,mereka,PRON,O
000002-002,000002-002.065,menghancurkan,VERB,O
000002-002,000002-002.066,jalan,NOUN,O
000002-002,000002-002.067,darat,NOUN,O
000002-002,000002-002.068,serta,CCONJ,O
000002-002,000002-002.069,berhasil,VERB,O
000002-002,000002-002.070,menguasai,VERB,O
000002-002,000002-002.071,Mesir,PROPN,B-LOCATION
000002-002,000002-002.072,dan,CCONJ,O
000002-002,000002-002.073,Syam,PROPN,B-LOCATION
000002-002,000002-002.074,Juga,ADV,O
000002-002,000002-002.075,tidak,PART,O
000002-002,000002-002.076,menutup,VERB,O
000002-002,000002-002.077,kemungkinan,NOUN,O
000002-002,000002-002.078,jika,ADP,O
000002-002,000002-002.079,hal,NOUN,O
000002-002,000002-002.080,itu,DET,O
000002-002,000002-002.081,sebagai,ADP,O
000002-002,000002-002.082,akibat,NOUN,O
000002-002,000002-002.083,dari,ADP,O
000002-002,000002-002.084,persaingan,NOUN,O
000002-002,000002-002.085,antara,ADP,O
000002-002,000002-002.086,suku-suku,NOUN,O
000002-002,000002-002.087,Himyar,PROPN,O
000002-002,000002-002.088,dan,CCONJ,O
000002-002,000002-002.089,Kahlan,PROPN,O
000002-002,000002-002.090,",",PUNCT,O
000002-002,000002-002.091,yang,PRON,O
000002-002,000002-002.092,disudahi,VERB,O
000002-002,000002-002.093,dengan,SCONJ,O
000002-002,000002-002.094,menetapnya,VERB,O
000002-002,000002-002.095,suku-,NOUN,O
000002-002,000002-002.096,suku,NOUN,O
000002-002,000002-002.097,Himyar,PROPN,O
000002-002,000002-002.098,dan,CCONJ,O
000002-002,000002-002.099,kepindahan,NOUN,O
000002-002,000002-002.100,suku-suku,NOUN,O
000002-002,000002-002.101,Kahlan,PROPN,O
000002-002,000002-002.102,Suku-suku,PROPN,O
000002-002,000002-002.103,Kahlan,PROPN,O
000002-002,000002-002.104,yang,PRON,O
000002-002,000002-002.105,berhijrah,VERB,O
000002-002,000002-002.106,bisa,AUX,O
000002-002,000002-002.107,dibagi,VERB,O
000002-002,000002-002.108,menjadi,VERB,O
000002-002,000002-002.109,empat,NUM,O
000002-002,000002-002.110,golongan,NOUN,O
000002-002,000002-002.111,:,PUNCT,O
000002-002,000002-002.112,Uzd,PROPN,O
000002-002,000002-002.113,.,PUNCT,O
000002-002,000002-002.114,Hijrah,PROPN,B-EVENT
