text_id,id,token,pos_tag,label
000354-001,000354-001.101,dekat,NN,O
000354-001,000354-001.102,jumrah,NN,O
000354-001,000354-001.103,lalu,NN,O
000354-001,000354-001.104,menyerukan,NN,O
000354-001,000354-001.105,adzan,NN,O
000354-001,000354-001.106,seperti,NN,O
000354-001,000354-001.107,yang,NN,O
000354-001,000354-001.108,telah,NN,O
000354-001,000354-001.109,diperintahkan,NN,O
000354-001,000354-001.110,Rasulullah,NN,B-PERSON
000354-001,000354-001.111,sebelumnya.,NN,O
000354-001,000354-001.112,Setiap,NN,O
000354-001,000354-001.113,orang,NN,O
000354-001,000354-001.114,yang,NN,O
000354-001,000354-001.115,terikat,NN,O
000354-001,000354-001.116,dalam,NN,O
000354-001,000354-001.117,perjanjian,NN,O
000354-001,000354-001.118,diperintahkan,NN,O
000354-001,000354-001.119,untuk,NN,O
000354-001,000354-001.120,menggugurkan,NN,O
000354-001,000354-001.121,ikatan,NN,O
000354-001,000354-001.122,perjanjiannya,NN,O
000354-001,000354-001.123,dan,NN,O
000354-001,000354-001.124,diberi,NN,O
000354-001,000354-001.125,tempo,NN,O
000354-001,000354-001.126,selama,NN,O
000354-001,000354-001.127,empat,NN,O
000354-001,000354-001.128,bulan,NN,O
000354-001,000354-001.129,Kemudian,NN,O
000354-001,000354-001.130,Abu,NN,B-PERSON
000354-001,000354-001.131,Bakar,NN,I-PERSON
000354-001,000354-001.132,mengutus,NN,O
000354-001,000354-001.133,beberapa,NN,O
000354-001,000354-001.134,orang,NN,O
000354-001,000354-001.135,untuk,NN,O
000354-001,000354-001.136,menyampaikan,NN,O
000354-001,000354-001.137,"pengumuman,",NN,O
000354-001,000354-001.138,"""Setelah",NN,O
000354-001,000354-001.139,tahun,NN,O
000354-001,000354-001.140,ini,NN,O
000354-001,000354-001.141,tidak,NN,O
000354-001,000354-001.142,boleh,NN,O
000354-001,000354-001.143,ada,NN,O
000354-001,000354-001.144,orang,NN,O
000354-001,000354-001.145,musyrik,NN,O
000354-001,000354-001.146,pun,NN,O
000354-001,000354-001.147,yang,NN,O
000354-001,000354-001.148,menunaikan,NN,O
000354-001,000354-001.149,haji,NN,O
000354-001,000354-001.150,dan,NN,O
000354-001,000354-001.151,tidak,NN,O
000354-001,000354-001.152,boleh,NN,O
000354-001,000354-001.153,ada,NN,O
000354-001,000354-001.154,seorang,NN,O
000354-001,000354-001.155,pun,NN,O
000354-001,000354-001.156,yang,NN,O
000354-001,000354-001.157,thawaf,NN,O
000354-001,000354-001.158,dalam,NN,O
000354-001,000354-001.159,keadaan,NN,O
000354-001,000354-001.160,"telanjang.""",NN,O
000354-001,000354-001.161,Pengumuman,NN,O
000354-001,000354-001.162,ini,NN,O
000354-001,000354-001.163,menandai,NN,O
000354-001,000354-001.164,berakhirnya,NN,O
000354-001,000354-001.165,era,NN,O
000354-001,000354-001.166,paganisme,NN,O
000354-001,000354-001.167,di,NN,O
000354-001,000354-001.168,Jazirah,NN,B-LOCATION
000354-001,000354-001.169,Arab,NN,I-LOCATION
000354-001,000354-001.170,dan,NN,O
000354-001,000354-001.171,tidak,NN,O
000354-001,000354-001.172,boleh,NN,O
000354-001,000354-001.173,dilakukan,NN,O
000354-001,000354-001.174,setelah,NN,O
000354-001,000354-001.175,tahun,NN,O
000354-001,000354-001.176,tersebut.,NN,O
000010-001,000010-001.001,Mayoritas,NN,O
000010-001,000010-001.002,bangsa,NN,O
000010-001,000010-001.003,Arab,NN,O
000010-001,000010-001.004,mengikuti,NN,O
000010-001,000010-001.005,dakwah,NN,O
000010-001,000010-001.006,Isma'il,NN,B-PERSON
000010-001,000010-001.007,yaitu,NN,O
000010-001,000010-001.008,tatkala,NN,O
000010-001,000010-001.009,beliau,NN,O
000010-001,000010-001.010,menyeru,NN,O
000010-001,000010-001.011,kepada,NN,O
000010-001,000010-001.012,agama,NN,O
000010-001,000010-001.013,"bapaknya,",NN,O
000010-001,000010-001.014,Ibrahim,NN,B-PERSON
000010-001,000010-001.015,",",NN,O
000010-001,000010-001.016,yang,NN,O
000010-001,000010-001.017,intinya,NN,O
000010-001,000010-001.018,menyembah,NN,O
000010-001,000010-001.019,kepada,NN,O
000010-001,000010-001.020,"Allah,",NN,O
000010-001,000010-001.021,"mengesakan-Nya,",NN,O
000010-001,000010-001.022,dan,NN,O
000010-001,000010-001.023,memeluk,NN,O
000010-001,000010-001.024,agama-Nya,NN,O
000010-001,000010-001.025,Waktu,NN,O
000010-001,000010-001.026,bergulir,NN,O
000010-001,000010-001.027,sekian,NN,O
000010-001,000010-001.028,"lama,",NN,O
000010-001,000010-001.029,hingga,NN,O
000010-001,000010-001.030,banyak,NN,O
000010-001,000010-001.031,di,NN,O
000010-001,000010-001.032,antara,NN,O
000010-001,000010-001.033,mereka,NN,O
000010-001,000010-001.034,yang,NN,O
000010-001,000010-001.035,melalaikan,NN,O
000010-001,000010-001.036,ajaran,NN,O
000010-001,000010-001.037,yang,NN,O
000010-001,000010-001.038,pernah,NN,O
000010-001,000010-001.039,disampaikan,NN,O
000010-001,000010-001.040,kepada,NN,O
000010-001,000010-001.041,mereka.,NN,O
000010-001,000010-001.042,Sekalipun,NN,O
000010-001,000010-001.043,begitu,NN,O
000010-001,000010-001.044,masih,NN,O
000010-001,000010-001.045,ada,NN,O
000010-001,000010-001.046,sisa-sisa,NN,O
000010-001,000010-001.047,tauhid,NN,O
000010-001,000010-001.048,dan,NN,O
000010-001,000010-001.049,beberapa,NN,O
000010-001,000010-001.050,syiar,NN,O
000010-001,000010-001.051,dari,NN,O
000010-001,000010-001.052,agama,NN,O
000010-001,000010-001.053,"Ibrahim,",NN,B-PERSON
000010-001,000010-001.054,hingga,NN,O
000010-001,000010-001.055,muncul,NN,O
000010-001,000010-001.056,Amr,NN,B-PERSON
000010-001,000010-001.057,bin,NN,I-PERSON
000010-001,000010-001.058,"Luhay,",NN,I-PERSON
000010-001,000010-001.059,pemimpin,NN,O
000010-001,000010-001.060,Bani,NN,O
000010-001,000010-001.061,Khuza',NN,O
000010-001,000010-001.062,ah.,NN,O
000010-001,000010-001.063,Dia,NN,O
000010-001,000010-001.064,tumbuh,NN,O
000010-001,000010-001.065,sebagai,NN,O
000010-001,000010-001.066,orang,NN,O
000010-001,000010-001.067,yang,NN,O
000010-001,000010-001.068,dikenal,NN,O
000010-001,000010-001.069,suka,NN,O
000010-001,000010-001.070,berbuat,NN,O
000010-001,000010-001.071,"bijak,",NN,O
000010-001,000010-001.072,mengeluarkan,NN,O
000010-001,000010-001.073,sedekah,NN,O
000010-001,000010-001.074,dan,NN,O
000010-001,000010-001.075,respek,NN,O
000010-001,000010-001.076,terhadap,NN,O
000010-001,000010-001.077,urusan-urusan,NN,O
000010-001,000010-001.078,"agama,",NN,O
000010-001,000010-001.079,sehingga,NN,O
000010-001,000010-001.080,semua,NN,O
000010-001,000010-001.081,orang,NN,O
000010-001,000010-001.082,mencintainya,NN,O
000010-001,000010-001.083,dan,NN,O
000010-001,000010-001.084,hampir-hampir,NN,O
000010-001,000010-001.085,mereka,NN,O
000010-001,000010-001.086,menganggapnya,NN,O
000010-001,000010-001.087,sebagai,NN,O
000010-001,000010-001.088,salah,NN,O
000010-001,000010-001.089,seorang,NN,O
000010-001,000010-001.090,ulama,NN,O
000010-001,000010-001.091,besar,NN,O
000010-001,000010-001.092,dan,NN,O
000010-001,000010-001.093,wali,NN,O
000010-001,000010-001.094,yang,NN,O
000010-001,000010-001.095,disegani,NN,O
000010-001,000010-001.096,Kemudian,NN,O
000010-001,000010-001.097,dia,NN,O
000010-001,000010-001.098,mengadakan,NN,O
000010-001,000010-001.099,perjalanan,NN,O
000010-001,000010-001.100,ke,NN,O
000010-001,000010-001.101,Syam.,NN,B-LOCATION
000010-001,000010-001.102,Di,NN,O
000010-001,000010-001.103,sana,NN,O
000010-001,000010-001.104,dia,NN,O
000010-001,000010-001.105,melihat,NN,O
000010-001,000010-001.106,penduduk,NN,O
000010-001,000010-001.107,Syam,NN,B-LOCATION
000010-001,000010-001.108,yang,NN,O
000010-001,000010-001.109,menyembah,NN,O
000010-001,000010-001.110,berhala,NN,O
000010-001,000010-001.111,dan,NN,O
000010-001,000010-001.112,menganggap,NN,O
000010-001,000010-001.113,hal,NN,O
000010-001,000010-001.114,itu,NN,O
000010-001,000010-001.115,sebagai,NN,O
000010-001,000010-001.116,sesuatu,NN,O
000010-001,000010-001.117,yang,NN,O
000010-001,000010-001.118,baik,NN,O
000010-001,000010-001.119,serta,NN,O
000010-001,000010-001.120,benar.,NN,O
000010-001,000010-001.121,Sebab,NN,O
000010-001,000010-001.122,"menurutnya,",NN,O
000010-001,000010-001.123,Syam,NN,B-LOCATION
000010-001,000010-001.124,adalah,NN,O
000010-001,000010-001.125,tempat,NN,O
000010-001,000010-001.126,para,NN,O
000010-001,000010-001.127,rasul,NN,O
000010-001,000010-001.128,dan,NN,O
000010-001,000010-001.129,kitab,NN,O
000010-001,000010-001.130,Maka,NN,O
000010-001,000010-001.131,dia,NN,O
000010-001,000010-001.132,pulang,NN,O
000010-001,000010-001.133,sambil,NN,O
000010-001,000010-001.134,membawa,NN,O
000010-001,000010-001.135,Hubal,NN,O
000010-001,000010-001.136,dan,NN,O
000010-001,000010-001.137,meletakkannya,NN,O
000010-001,000010-001.138,di,NN,O
000010-001,000010-001.139,dalam,NN,O
000010-001,000010-001.140,Ka'bah,NN,B-LOCATION
000010-001,000010-001.141,Setelah,NN,O
000010-001,000010-001.142,itu,NN,O
000010-001,000010-001.143,dia,NN,O
000010-001,000010-001.144,mengajak,NN,O
000010-001,000010-001.145,penduduk,NN,O
000010-001,000010-001.146,Makkah,NN,B-LOCATION
000010-001,000010-001.147,untuk,NN,O
000010-001,000010-001.148,membuat,NN,O
000010-001,000010-001.149,persekutuan,NN,O
000010-001,000010-001.150,terhadap,NN,O
000010-001,000010-001.151,Allah.,NN,O
000010-001,000010-001.152,Orang-orang,NN,O
000010-001,000010-001.153,Hijaz,NN,B-LOCATION
000010-001,000010-001.154,pun,NN,O
000010-001,000010-001.155,banyak,NN,O
000010-001,000010-001.156,yang,NN,O
000010-001,000010-001.157,mengikuti,NN,O
000010-001,000010-001.158,penduduk,NN,O
000010-001,000010-001.159,"Makkah,",NN,B-LOCATION
000010-001,000010-001.160,karena,NN,O
000010-001,000010-001.161,mereka,NN,O
000010-001,000010-001.162,dianggap,NN,O
000010-001,000010-001.163,sebagai,NN,O
000010-001,000010-001.164,pengawas,NN,O
000010-001,000010-001.165,Ka'bah,NN,B-LOCATION
000010-001,000010-001.166,dan,NN,O
000010-001,000010-001.167,penduduk,NN,O
000010-001,000010-001.168,Tanah,NN,O
000010-001,000010-001.169,Berhala,NN,O
000010-001,000010-001.170,mereka,NN,O
000010-001,000010-001.171,yang,NN,O
000010-001,000010-001.172,terdahulu,NN,O
000010-001,000010-001.173,adalah,NN,O
000010-001,000010-001.174,"Manat,",NN,O
000010-001,000010-001.175,yang,NN,O
000010-001,000010-001.176,ditempatkan,NN,O
000010-001,000010-001.177,di,NN,O
000010-001,000010-001.178,Musyallal,NN,O
000010-001,000010-001.179,di,NN,O
000010-001,000010-001.180,tepi,NN,O
000010-001,000010-001.181,Laut,NN,B-LOCATION
000010-001,000010-001.182,Merah,NN,I-LOCATION
000010-001,000010-001.183,di,NN,O
000010-001,000010-001.184,dekat,NN,O
000010-001,000010-001.185,Qudaid.,NN,B-LOCATION
000010-001,000010-001.186,Kemudian,NN,O
000010-001,000010-001.187,mereka,NN,O
000010-001,000010-001.188,membuat,NN,O
000010-001,000010-001.189,Lata,NN,O
000010-001,000010-001.190,di,NN,O
000010-001,000010-001.191,Tha'if,NN,B-LOCATION
000010-001,000010-001.192,dan,NN,O
000010-001,000010-001.193,Uzza,NN,O
000010-001,000010-001.194,di,NN,O
000010-001,000010-001.195,Wadi,NN,B-LOCATION
000010-001,000010-001.196,Nakhlah.,NN,I-LOCATION
000010-001,000010-001.197,Inilah,NN,O
000010-001,000010-001.198,tiga,NN,O
000010-001,000010-001.199,berhala,NN,O
000010-001,000010-001.200,yang,NN,O
000010-001,000010-001.201,paling,NN,O
000010-001,000010-001.202,besar.,NN,O
000010-006,000010-006.001,Akan,NN,O
000010-006,000010-006.002,tetapi,NN,O
000010-006,000010-006.003,orang-orang,NN,O
000010-006,000010-006.004,kafir,NN,O
000010-006,000010-006.005,membuat-buat,NN,O
000010-006,000010-006.006,kedustaan,NN,O
000010-006,000010-006.007,terhadap,NN,O
000010-006,000010-006.008,"Allah,",NN,O
000010-006,000010-006.009,dan,NN,O
000010-006,000010-006.010,kebanyakan,NN,O
000010-006,000010-006.011,mereka,NN,O
000010-006,000010-006.012,tidak,NN,O
000010-006,000010-006.013,mengerti.,NN,O
000010-006,000010-006.014,"""",NN,O
000010-006,000010-006.015,(Al-Maidah:,NN,O
000010-006,000010-006.016,103),NN,O
000010-006,000010-006.017,Allah,NN,O
000010-006,000010-006.018,juga,NN,O
000010-006,000010-006.019,menurunkan,NN,O
000010-006,000010-006.020,"ayat,",NN,O
000010-006,000010-006.021,"""Dan",NN,O
000010-006,000010-006.022,mereka,NN,O
000010-006,000010-006.023,"mengatakan,",NN,O
000010-006,000010-006.024,Apa,NN,O
000010-006,000010-006.025,yang,NN,O
000010-006,000010-006.026,di,NN,O
000010-006,000010-006.027,dalam,NN,O
000010-006,000010-006.028,perut,NN,O
000010-006,000010-006.029,binatang,NN,O
000010-006,000010-006.030,ternak,NN,O
000010-006,000010-006.031,ini,NN,O
000010-006,000010-006.032,adalah,NN,O
000010-006,000010-006.033,khusus,NN,O
000010-006,000010-006.034,untuk,NN,O
000010-006,000010-006.035,pria,NN,O
000010-006,000010-006.036,kami,NN,O
000010-006,000010-006.037,dan,NN,O
000010-006,000010-006.038,diharamkan,NN,O
000010-006,000010-006.039,atas,NN,O
000010-006,000010-006.040,wanita,NN,O
000010-006,000010-006.041,"kami,",NN,O
000010-006,000010-006.042,'dan,NN,O
000010-006,000010-006.043,jika,NN,O
000010-006,000010-006.044,yang,NN,O
000010-006,000010-006.045,dalam,NN,O
000010-006,000010-006.046,perut,NN,O
000010-006,000010-006.047,itu,NN,O
000010-006,000010-006.048,dilahirkan,NN,O
000010-006,000010-006.049,"mati,",NN,O
000010-006,000010-006.050,maka,NN,O
000010-006,000010-006.051,pria,NN,O
000010-006,000010-006.052,dan,NN,O
000010-006,000010-006.053,wanita,NN,O
000010-006,000010-006.054,sama-sama,NN,O
000010-006,000010-006.055,boleh,NN,O
000010-006,000010-006.056,"memakannya.""",NN,O
000010-006,000010-006.057,(Al-An'am:,NN,O
000010-006,000010-006.058,139),NN,O
000010-006,000010-006.059,Ada,NN,O
000010-006,000010-006.060,pula,NN,O
000010-006,000010-006.061,yang,NN,O
000010-006,000010-006.062,"berpendapat,",NN,O
000010-006,000010-006.063,ada,NN,O
000010-006,000010-006.064,penafsiran,NN,O
000010-006,000010-006.065,lain,NN,O
000010-006,000010-006.066,dari,NN,O
000010-006,000010-006.067,binatang,NN,O
000010-006,000010-006.068,ternak,NN,O
000010-006,000010-006.069,itu.,NN,O
000010-006,000010-006.070,Sa'id,NN,B-PERSON
000010-006,000010-006.071,bin,NN,I-PERSON
000010-006,000010-006.072,Al-Musayyab,NN,I-PERSON
000010-006,000010-006.073,telah,NN,O
000010-006,000010-006.074,menegaskan,NN,O
000010-006,000010-006.075,bahwa,NN,O
000010-006,000010-006.076,binatang-binatang,NN,O
000010-006,000010-006.077,ternak,NN,O
000010-006,000010-006.078,diperuntukkan,NN,O
000010-006,000010-006.079,bagi,NN,O
000010-006,000010-006.080,thaghut-thaghut,NN,O
000010-006,000010-006.081,mereka.,NN,O
000010-006,000010-006.082,Di,NN,O
000010-006,000010-006.083,dalam,NN,O
000010-006,000010-006.084,Ash-Shahih,NN,O
000010-006,000010-006.085,disebutkan,NN,O
000010-006,000010-006.086,secara,NN,O
000010-006,000010-006.087,"marfu',",NN,O
000010-006,000010-006.088,bahwa,NN,O
000010-006,000010-006.089,Amr,NN,B-PERSON
000010-006,000010-006.090,bin,NN,I-PERSON
000010-006,000010-006.091,Luhay,NN,I-PERSON
000010-006,000010-006.092,adalah,NN,O
000010-006,000010-006.093,orang,NN,O
000010-006,000010-006.094,pertama,NN,O
000010-006,000010-006.095,yang,NN,O
000010-006,000010-006.096,mempersembahkan,NN,O
000010-006,000010-006.097,onta,NN,O
000010-006,000010-006.098,untuk,NN,O
000010-006,000010-006.099,Bangsa,NN,O
000010-006,000010-006.100,Arab,NN,O
000010-006,000010-006.101,berbuat,NN,O
000010-006,000010-006.102,seperti,NN,O
000010-006,000010-006.103,itu,NN,O
000010-006,000010-006.104,terhadap,NN,O
000010-006,000010-006.105,"berhala-berhalanya,",NN,O
000010-006,000010-006.106,dengan,NN,O
000010-006,000010-006.107,disertai,NN,O
000010-006,000010-006.108,keyakinan,NN,O
000010-006,000010-006.109,bahwa,NN,O
000010-006,000010-006.110,hal,NN,O
000010-006,000010-006.111,itu,NN,O
000010-006,000010-006.112,bisa,NN,O
000010-006,000010-006.113,mendekatkan,NN,O
000010-006,000010-006.114,mereka,NN,O
000010-006,000010-006.115,kepada,NN,O
000010-006,000010-006.116,Allah,NN,O
000010-006,000010-006.117,dan,NN,O
000010-006,000010-006.118,menghubungkan,NN,O
000010-006,000010-006.119,mereka,NN,O
000010-006,000010-006.120,kepada-Nya,NN,O
000010-006,000010-006.121,serta,NN,O
000010-006,000010-006.122,memberikan,NN,O
000010-006,000010-006.123,manfaat,NN,O
000010-006,000010-006.124,di,NN,O
000010-006,000010-006.125,"sisi-Nya,",NN,O
000010-006,000010-006.126,sebagaimana,NN,O
000010-006,000010-006.127,yang,NN,O
000010-006,000010-006.128,dinyatakan,NN,O
000010-006,000010-006.129,dalam,NN,O
000010-006,000010-006.130,Al-Qur,NN,O
000010-006,000010-006.131,"an,",NN,O
000010-006,000010-006.132,"""Kami",NN,O
000010-006,000010-006.133,tidak,NN,O
000010-006,000010-006.134,menyembah,NN,O
000010-006,000010-006.135,mereka,NN,O
000010-006,000010-006.136,melainkan,NN,O
000010-006,000010-006.137,supaya,NN,O
000010-006,000010-006.138,mereka,NN,O
000010-006,000010-006.139,mendekatkan,NN,O
000010-006,000010-006.140,kami,NN,O
000010-006,000010-006.141,kepada,NN,O
000010-006,000010-006.142,Allah,NN,O
000010-006,000010-006.143,dengan,NN,O
000010-006,000010-006.144,sedekat-dekatnya.,NN,O
000010-006,000010-006.145,"""",NN,O
000010-006,000010-006.146,(Az-Zumar:,NN,O
000010-006,000010-006.147,3),NN,O
000010-006,000010-006.148,"""Dan,",NN,O
000010-006,000010-006.149,mereka,NN,O
000010-006,000010-006.150,menyembah,NN,O
000010-006,000010-006.151,selain,NN,O
000010-006,000010-006.152,daripada,NN,O
000010-006,000010-006.153,Allah,NN,O
000010-006,000010-006.154,apa,NN,O
000010-006,000010-006.155,yang,NN,O
000010-006,000010-006.156,tidak,NN,O
000010-006,000010-006.157,dapat,NN,O
000010-006,000010-006.158,mendatangkan,NN,O
000010-006,000010-006.159,kemudharatan,NN,O
000010-006,000010-006.160,kepada,NN,O
000010-006,000010-006.161,mereka,NN,O
000010-006,000010-006.162,dan,NN,O
000010-006,000010-006.163,tidak,NN,O
000010-006,000010-006.164,(pula),NN,O
000010-006,000010-006.165,manfaat,NN,O
000010-006,000010-006.166,18,NN,O
000010-006,000010-006.167,"Shahihul-Bukhari,",NN,O
000010-006,000010-006.168,1/499.,NN,O
000010-006,000010-006.169,dan,NN,O
000010-006,000010-006.170,mereka,NN,O
000010-006,000010-006.171,"berkata,",NN,O
000010-006,000010-006.172,Mereka,NN,O
000010-006,000010-006.173,itu,NN,O
000010-006,000010-006.174,adalah,NN,O
000010-006,000010-006.175,pemberi,NN,O
000010-006,000010-006.176,syafaat,NN,O
000010-006,000010-006.177,kepada,NN,O
000010-006,000010-006.178,kami,NN,O
000010-006,000010-006.179,di,NN,O
000010-006,000010-006.180,sisi,NN,O
000010-006,000010-006.181,Allah,NN,O
000010-006,000010-006.182,'.,NN,O
000010-006,000010-006.183,"""",NN,O
000010-006,000010-006.184,(Yunus:,NN,O
000010-006,000010-006.185,18),NN,O
000010-006,000010-006.186,Orang-orang,NN,O
000010-006,000010-006.187,Arab,NN,O
000010-006,000010-006.188,juga,NN,O
000010-006,000010-006.189,mengundi,NN,O
000010-006,000010-006.190,nasib,NN,O
000010-006,000010-006.191,dengan,NN,O
000010-006,000010-006.192,menggunakan,NN,O
000010-006,000010-006.193,al-azlam,NN,O
000010-006,000010-006.194,(anak,NN,O
000010-006,000010-006.195,panah,NN,O
000010-006,000010-006.196,yang,NN,O
000010-006,000010-006.197,tidak,NN,O
000010-006,000010-006.198,ada,NN,O
000010-006,000010-006.199,bulunya).,NN,O
000011-001,000011-001.001,Itulah,NN,O
000011-001,000011-001.002,agama-agama,NN,O
000011-001,000011-001.003,yang,NN,O
000011-001,000011-001.004,ada,NN,O
000011-001,000011-001.005,pada,NN,O
000011-001,000011-001.006,saat,NN,O
000011-001,000011-001.007,kedatangan,NN,O
000011-001,000011-001.008,Islam.,NN,O
000011-001,000011-001.009,Namun,NN,O
000011-001,000011-001.010,agama-,NN,O
000011-001,000011-001.011,agama,NN,O
000011-001,000011-001.012,itu,NN,O
000011-001,000011-001.013,sudah,NN,O
000011-001,000011-001.014,banyak,NN,O
000011-001,000011-001.015,disusupi,NN,O
000011-001,000011-001.016,penyimpangan,NN,O
000011-001,000011-001.017,dan,NN,O
000011-001,000011-001.018,hal-hal,NN,O
000011-001,000011-001.019,yang,NN,O
000011-001,000011-001.020,merusak,NN,O
000011-001,000011-001.021,Orang-orang,NN,O
000011-001,000011-001.022,Musyrik,NN,O
000011-001,000011-001.023,yang,NN,O
000011-001,000011-001.024,mengaku,NN,O
000011-001,000011-001.025,berada,NN,O
000011-001,000011-001.026,pada,NN,O
000011-001,000011-001.027,agama,NN,O
000011-001,000011-001.028,"Ibrahim,",NN,B-PERSON
000011-001,000011-001.029,justru,NN,O
000011-001,000011-001.030,keadaannya,NN,O
000011-001,000011-001.031,jauh,NN,O
000011-001,000011-001.032,sama,NN,O
000011-001,000011-001.033,sekali,NN,O
000011-001,000011-001.034,dari,NN,O
000011-001,000011-001.035,perintah,NN,O
000011-001,000011-001.036,dan,NN,O
000011-001,000011-001.037,larangan,NN,O
000011-001,000011-001.038,syariat,NN,O
000011-001,000011-001.039,Ibrahim.,NN,B-PERSON
000011-001,000011-001.040,Mereka,NN,O
000011-001,000011-001.041,22_,NN,O
000011-001,000011-001.042,Tarikhu,NN,O
000011-001,000011-001.043,"Ardhil-Qur'an,",NN,O
000011-001,000011-001.044,2/193-208.,NN,O
000011-001,000011-001.045,mengabaikan,NN,O
000011-001,000011-001.046,tuntunan-tuntunan,NN,O
000011-001,000011-001.047,tentang,NN,O
000011-001,000011-001.048,akhlak,NN,O
000011-001,000011-001.049,yang,NN,O
000011-001,000011-001.050,mulia.,NN,O
000011-001,000011-001.051,Kedurhakaan,NN,O
000011-001,000011-001.052,mereka,NN,O
000011-001,000011-001.053,tak,NN,O
000011-001,000011-001.054,terhitung,NN,O
