text_id,id,token,pos_tag
000043-001,000043-001.112,pernah,NN
000043-001,000043-001.113,melihat,NN
000043-001,000043-001.114,seorang,NN
000043-001,000043-001.115,pun,NN
000043-001,000043-001.116,dari,NN
000043-001,000043-001.117,bani,NN
000043-001,000043-001.118,bapaknya,NN
000043-001,000043-001.119,yang,NN
000043-001,000043-001.120,pernah,NN
000043-001,000043-001.121,berbuat,NN
000043-001,000043-001.122,macam-macam,NN
000043-001,000043-001.123,seperti,NN
000043-001,000043-001.124,engkau,NN
000043-001,000043-001.125,perbuat,NN
000043-001,000043-001.126,saat,NN
000043-001,000043-001.127,"ini.""",NN
000043-001,000043-001.128,Rasulullah,NN
000043-001,000043-001.129,hanya,NN
000043-001,000043-001.130,diam,NN
000043-001,000043-001.131,dan,NN
000043-001,000043-001.132,sama,NN
000043-001,000043-001.133,sekali,NN
000043-001,000043-001.134,tidak,NN
000043-001,000043-001.135,berbicara,NN
000043-001,000043-001.136,dalam,NN
000043-001,000043-001.137,pertemuan,NN
000043-001,000043-001.138,itu.,NN
000043-001,000043-001.139,Kemudian,NN
000043-001,000043-001.140,beliau,NN
000043-001,000043-001.141,mengundang,NN
000043-001,000043-001.142,mereka,NN
000043-001,000043-001.143,untuk,NN
000043-001,000043-001.144,yang,NN
000043-001,000043-001.145,kedua,NN
000043-001,000043-001.146,"kalinya,",NN
000043-001,000043-001.147,dan,NN
000043-001,000043-001.148,dalam,NN
000043-001,000043-001.149,pertemuan,NN
000043-001,000043-001.150,itu,NN
000043-001,000043-001.151,beliau,NN
000043-001,000043-001.152,"bersabda,",NN
000043-001,000043-001.153,"""Segala",NN
000043-001,000043-001.154,puji,NN
000043-001,000043-001.155,bagi,NN
000043-001,000043-001.156,Allah,NN
000043-001,000043-001.157,dan,NN
000043-001,000043-001.158,aku,NN
000043-001,000043-001.159,"memuji-Nya,",NN
000043-001,000043-001.160,memohon,NN
000043-001,000043-001.161,"pertolongan,",NN
000043-001,000043-001.162,percaya,NN
000043-001,000043-001.163,dan,NN
000043-001,000043-001.164,tawakal,NN
000043-001,000043-001.165,kepada-Nya.,NN
000043-001,000043-001.166,Aku,NN
000043-001,000043-001.167,bersaksi,NN
000043-001,000043-001.168,bahwa,NN
000043-001,000043-001.169,tiada,NN
000043-001,000043-001.170,Ilah,NN
000043-001,000043-001.171,selain,NN
000043-001,000043-001.172,Allah,NN
000043-001,000043-001.173,semata,NN
000043-001,000043-001.174,yang,NN
000043-001,000043-001.175,tiada,NN
000043-001,000043-001.176,sekutu,NN
000043-001,000043-001.177,"bagi-Nya.""",NN
000043-001,000043-001.178,Kemudian,NN
000043-001,000043-001.179,beliau,NN
000043-001,000043-001.180,melanjutkan,NN
000043-001,000043-001.181,"lagi,",NN
000043-001,000043-001.182,Sesungguhnya,NN
000043-001,000043-001.183,seorang,NN
000043-001,000043-001.184,pemandu,NN
000043-001,000043-001.185,itu,NN
000043-001,000043-001.186,tidak,NN
000043-001,000043-001.187,akan,NN
000043-001,000043-001.188,mendustakan,NN
000043-001,000043-001.189,keluarganya.,NN
000043-001,000043-001.190,Demi,NN
000043-001,000043-001.191,Allah,NN
000043-001,000043-001.192,yang,NN
000043-001,000043-001.193,tidak,NN
000043-001,000043-001.194,ada,NN
000043-001,000043-001.195,Ilah,NN
000043-001,000043-001.196,selain,NN
000043-001,000043-001.197,"Dia,",NN
000043-001,000043-001.198,sesungguhnya,NN
000043-001,000043-001.199,aku,NN
000043-001,000043-001.200,adalah,NN
000043-001,000043-001.201,utusan,NN
000043-001,000043-001.202,Allah,NN
000043-001,000043-001.203,kepada,NN
000043-001,000043-001.204,kalian,NN
000043-001,000043-001.205,secara,NN
000043-001,000043-001.206,khusus,NN
000043-001,000043-001.207,dan,NN
000043-001,000043-001.208,kepada,NN
000043-001,000043-001.209,manusia,NN
000043-001,000043-001.210,secara,NN
000043-001,000043-001.211,umum.,NN
000043-002,000043-002.001,Demi,NN
000043-002,000043-002.002,Allah,NN
000043-002,000043-002.003,yang,NN
000043-002,000043-002.004,tidak,NN
000043-002,000043-002.005,ada,NN
000043-002,000043-002.006,Ilah,NN
000043-002,000043-002.007,selain,NN
000043-002,000043-002.008,"Dia,",NN
000043-002,000043-002.009,sesungguhnya,NN
000043-002,000043-002.010,aku,NN
000043-002,000043-002.011,adalah,NN
000043-002,000043-002.012,utusan,NN
000043-002,000043-002.013,Allah,NN
000043-002,000043-002.014,kepada,NN
000043-002,000043-002.015,kalian,NN
000043-002,000043-002.016,secara,NN
000043-002,000043-002.017,khusus,NN
000043-002,000043-002.018,dan,NN
000043-002,000043-002.019,kepada,NN
000043-002,000043-002.020,manusia,NN
000043-002,000043-002.021,secara,NN
000043-002,000043-002.022,umum.,NN
000043-002,000043-002.023,Demi,NN
000043-002,000043-002.024,"Allah,",NN
000043-002,000043-002.025,kalian,NN
000043-002,000043-002.026,benar-benar,NN
000043-002,000043-002.027,akan,NN
000043-002,000043-002.028,mati,NN
000043-002,000043-002.029,layaknya,NN
000043-002,000043-002.030,sedang,NN
000043-002,000043-002.031,tidur,NN
000043-002,000043-002.032,nyenyak,NN
000043-002,000043-002.033,dan,NN
000043-002,000043-002.034,akan,NN
000043-002,000043-002.035,dibangkitkan,NN
000043-002,000043-002.036,lagi,NN
000043-002,000043-002.037,layaknya,NN
000043-002,000043-002.038,bangun,NN
000043-002,000043-002.039,tidur.,NN
000043-002,000043-002.040,Kalian,NN
000043-002,000043-002.041,benar-benar,NN
000043-002,000043-002.042,akan,NN
000043-002,000043-002.043,dihisab,NN
000043-002,000043-002.044,terhadap,NN
000043-002,000043-002.045,apa,NN
000043-002,000043-002.046,pun,NN
000043-002,000043-002.047,yang,NN
000043-002,000043-002.048,kalian,NN
000043-002,000043-002.049,"perbuat,",NN
000043-002,000043-002.050,lalu,NN
000043-002,000043-002.051,di,NN
000043-002,000043-002.052,sana,NN
000043-002,000043-002.053,ada,NN
000043-002,000043-002.054,surga,NN
000043-002,000043-002.055,yang,NN
000043-002,000043-002.056,abadi,NN
000043-002,000043-002.057,dan,NN
000043-002,000043-002.058,neraka,NN
000043-002,000043-002.059,yang,NN
000043-002,000043-002.060,abadi,NN
000043-002,000043-002.061,"pula.""",NN
000043-002,000043-002.062,Abu,NN
000043-002,000043-002.063,Thalib,NN
000043-002,000043-002.064,"berkata,",NN
000043-002,000043-002.065,"""Kami",NN
000043-002,000043-002.066,tidak,NN
000043-002,000043-002.067,suka,NN
000043-002,000043-002.068,"menolongmu,",NN
000043-002,000043-002.069,menjadi,NN
000043-002,000043-002.070,penasihatmu,NN
000043-002,000043-002.071,dan,NN
000043-002,000043-002.072,membenarkan,NN
000043-002,000043-002.073,perkataanmu.,NN
000043-002,000043-002.074,Orang-orang,NN
000043-002,000043-002.075,yang,NN
000043-002,000043-002.076,menjadi,NN
000043-002,000043-002.077,Bani,NN
000043-002,000043-002.078,bapakmu,NN
000043-002,000043-002.079,ini,NN
000043-002,000043-002.080,sudah,NN
000043-002,000043-002.081,bersepakat.,NN
000043-002,000043-002.082,Aku,NN
000043-002,000043-002.083,hanyalah,NN
000043-002,000043-002.084,segelintir,NN
000043-002,000043-002.085,orang,NN
000043-002,000043-002.086,di,NN
000043-002,000043-002.087,antara,NN
000043-002,000043-002.088,mereka.,NN
000043-002,000043-002.089,Namun,NN
000043-002,000043-002.090,akulah,NN
000043-002,000043-002.091,orang,NN
000043-002,000043-002.092,yang,NN
000043-002,000043-002.093,pertama,NN
000043-002,000043-002.094,kali,NN
000043-002,000043-002.095,mendukung,NN
000043-002,000043-002.096,apa,NN
000043-002,000043-002.097,yang,NN
000043-002,000043-002.098,engkau,NN
000043-002,000043-002.099,sukai.,NN
000043-002,000043-002.100,Maka,NN
000043-002,000043-002.101,lanjutkanlah,NN
000043-002,000043-002.102,apa,NN
000043-002,000043-002.103,yang,NN
000043-002,000043-002.104,diperintahkan,NN
000043-002,000043-002.105,kepadamu.,NN
000043-002,000043-002.106,Demi,NN
000043-002,000043-002.107,"Allah,",NN
000043-002,000043-002.108,aku,NN
000043-002,000043-002.109,senantiasa,NN
000043-002,000043-002.110,akan,NN
000043-002,000043-002.111,menjaga,NN
000043-002,000043-002.112,dan,NN
000043-002,000043-002.113,"melindungimu,",NN
000043-002,000043-002.114,namun,NN
000043-002,000043-002.115,aku,NN
000043-002,000043-002.116,tidak,NN
000043-002,000043-002.117,mempunyai,NN
000043-002,000043-002.118,pilihan,NN
000043-002,000043-002.119,lain,NN
000043-002,000043-002.120,untuk,NN
000043-002,000043-002.121,meninggalkan,NN
000043-002,000043-002.122,agama,NN
000043-002,000043-002.123,Bani,NN
000043-002,000043-002.124,Abdul,NN
000043-002,000043-002.125,"Muththalib.""",NN
000043-002,000043-002.126,Abu,NN
000043-002,000043-002.127,Lahab,NN
000043-002,000043-002.128,"berkata,",NN
000043-002,000043-002.129,"""Demi",NN
000043-002,000043-002.130,"Allah,",NN
000043-002,000043-002.131,ini,NN
000043-002,000043-002.132,adalah,NN
000043-002,000043-002.133,kabar,NN
000043-002,000043-002.134,buruk.,NN
000043-002,000043-002.135,Ambillah,NN
000043-002,000043-002.136,tindakan,NN
000043-002,000043-002.137,terhadap,NN
000043-002,000043-002.138,dirinya,NN
000043-002,000043-002.139,sebelum,NN
000043-002,000043-002.140,orang,NN
000043-002,000043-002.141,lain,NN
000043-002,000043-002.142,yang,NN
000043-002,000043-002.143,"melakukannya.""",NN
000043-002,000043-002.144,Abu,NN
000043-002,000043-002.145,Thalib,NN
000043-002,000043-002.146,"menimpali,",NN
000043-002,000043-002.147,"""Demi",NN
000043-002,000043-002.148,Allah,NN
000043-002,000043-002.149,kami,NN
000043-002,000043-002.150,tetap,NN
000043-002,000043-002.151,akan,NN
000043-002,000043-002.152,melindungi,NN
000043-002,000043-002.153,selagi,NN
000043-002,000043-002.154,kami,NN
000043-002,000043-002.155,masih,NN
000044-001,000044-001.001,Setelah,NN
000044-001,000044-001.002,Nabi,NN
000044-001,000044-001.003,merasa,NN
000044-001,000044-001.004,yakin,NN
000044-001,000044-001.005,terhadap,NN
000044-001,000044-001.006,janji,NN
000044-001,000044-001.007,Abu,NN
000044-001,000044-001.008,Thalib,NN
000044-001,000044-001.009,untuk,NN
000044-001,000044-001.010,melindungi,NN
000044-001,000044-001.011,68,NN
000044-001,000044-001.012,"Fiqhus-Sirah,",NN
000044-001,000044-001.013,"Ibnu-Atsir,",NN
000044-001,000044-001.014,hal.,NN
000044-001,000044-001.015,77-78,NN
000044-001,000044-001.016,dalam,NN
000044-001,000044-001.017,menyampaikan,NN
000044-001,000044-001.018,wahyu,NN
000044-001,000044-001.019,dari,NN
000044-001,000044-001.020,"Allah,",NN
000044-001,000044-001.021,maka,NN
000044-001,000044-001.022,suatu,NN
000044-001,000044-001.023,hari,NN
000044-001,000044-001.024,beliau,NN
000044-001,000044-001.025,berdiri,NN
000044-001,000044-001.026,di,NN
000044-001,000044-001.027,atas,NN
000044-001,000044-001.028,"Shafa,",NN
000044-001,000044-001.029,lalu,NN
000044-001,000044-001.030,"berseru,",NN
000044-001,000044-001.031,"""Wahai",NN
000044-001,000044-001.032,semua,NN
000044-001,000044-001.033,"orang!""",NN
000044-001,000044-001.034,Maka,NN
000044-001,000044-001.035,semua,NN
000044-001,000044-001.036,suku,NN
000044-001,000044-001.037,Quraisy,NN
000044-001,000044-001.038,berkumpul,NN
000044-001,000044-001.039,memenuhi,NN
