bab_id;subbab_id;chunk_id;chunk_index;bab_title;subbab_title;pages;raw_chunk;clean_chunk;notes;word_count;char_count
1;1;001-001-011;11;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Jika mereka berpaling (dari keimanan) maka katakanlah, 'Cukuplah Allah bagiku, tiada ada Tuhan selain Dia.;Jika mereka berpaling (dari keimanan) maka katakanlah, 'Cukuplah Allah bagiku, tiada ada Tuhan selain Dia.;;15;106
1;1;001-001-012;12;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Hanya kepada-Nya aku bertawakal dan Dia adalah Tuhan yang memiliki 'Arsy yang agung'.;Hanya kepada-Nya aku bertawakal dan Dia adalah Tuhan yang memiliki 'Arsy yang agung'.;;13;85
1;1;001-001-013;13;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;(At-Taubah: 128-129) V PENGANTAR PENERBIT EGALA puji bagi Allah.;(At-Taubah: 128-129) V PENGANTAR PENERBIT EGALA puji bagi Allah.;;9;64
1;1;001-001-014;14;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Salam dan shalawat bagi junjungan kita, penghulu para nabi, Muhammad &, beserta segenap keluarga dan sahabatnya serta para pengikutnya yang setia hingga akhir zaman.;Salam dan shalawat bagi junjungan kita, penghulu para nabi, Muhammad &, beserta segenap keluarga dan sahabatnya serta para pengikutnya yang setia hingga akhir zaman.;;24;165
1;1;001-001-015;15;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Sirah Rasulullah Se tidak pernah lekang dan lapuk untuk menjadi bahan baku sejarah yang diambil para generasi pewaris nubuwah sebagai bekal perjalanan dan penopang eksistensinya.;Sirah Rasulullah Se tidak pernah lekang dan lapuk untuk menjadi bahan baku sejarah yang diambil para generasi pewaris nubuwah sebagai bekal perjalanan dan penopang eksistensinya.;;25;178
1;1;001-001-016;16;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Bagi siapa pun yang mempelajari sejarah beliau, akar memperoleh gambaran sejarah yang amat menakjubkan, bagaimana beliau dan para sahabatnya mampu menundukkan pesona duniawi dan mengangkat nilai-nila kemanusiaan hingga ke suatu tingkatan yang tidak pernah disaksikan oleh lembaga sejarah di mana pun berada.;Bagi siapa pun yang mempelajari sejarah beliau, akar memperoleh gambaran sejarah yang amat menakjubkan, bagaimana beliau dan para sahabatnya mampu menundukkan pesona duniawi dan mengangkat nilai-nila kemanusiaan hingga ke suatu tingkatan yang tidak pernah disaksikan oleh lembaga sejarah di mana pun berada.;;42;307
1;1;001-001-017;17;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Siapa pun yang mempertajam pandangannya tentang sirah beliau, akan terpesona melihat kemanusiaan y ang begitu indah, bagaimana beliau bisa menghasilkan orang.;Siapa pun yang mempertajam pandangannya tentang sirah beliau, akan terpesona melihat kemanusiaan y ang begitu indah, bagaimana beliau bisa menghasilkan orang.;;21;158
1;1;001-001-018;18;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;orang yang jika dicari aibnya, tentu kita akan kesulitan mencarinya, padahal yang beliau tempa adalah manusia-manusia yang bertemperamen keras di alam gurun pasir yang tandus Tiada seorang pun yang dapat menyerupai beliau dalam kesabaran menghadapi cobaan, keteguhan memegang prinsip-prinsip kebenaran, dan kemantapan hati dalam menghadapi goncangan dunia.;orang yang jika dicari aibnya, tentu kita akan kesulitan mencarinya, padahal yang beliau tempa adalah manusia-manusia yang bertemperamen keras di alam gurun pasir yang tandus Tiada seorang pun yang dapat menyerupai beliau dalam kesabaran menghadapi cobaan, keteguhan memegang prinsip-prinsip kebenaran, dan kemantapan hati dalam menghadapi goncangan dunia.;;47;356
1;1;001-001-019;19;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Beliau diciptakan seperti itu agar dapat menundukkan berbagai peristiwa dan menguasainya.;Beliau diciptakan seperti itu agar dapat menundukkan berbagai peristiwa dan menguasainya.;;11;89
1;1;001-001-020;20;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Oleh karena itu, beliau menjadi sumber sejarah dalam kehidupan manusia, sehingga dunia ditunjukinya tatanan pemikiran dan tingkah laku yang benar.;Oleh karena itu, beliau menjadi sumber sejarah dalam kehidupan manusia, sehingga dunia ditunjukinya tatanan pemikiran dan tingkah laku yang benar.;;20;146
1;1;001-001-021;21;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Allah telah membentuk pribadi Rasulullah @, menjauhkan diri beliau dari kepalsuan hawa nafsu duniawi yang menyesatkan.;Allah telah membentuk pribadi Rasulullah @, menjauhkan diri beliau dari kepalsuan hawa nafsu duniawi yang menyesatkan.;;16;118
1;1;001-001-022;22;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Oleh karena itu, siapa pun yang membaca sirah beliau, mengenal sifat-sifat beliau, maka bisa mengetahu bahwa dunia ini butuh beliau, dan dunia tidak akan sanggup mewujudkan cita cita keberadaanya kecuali mengambil dan mencontoh sirah beliau.;Oleh karena itu, siapa pun yang membaca sirah beliau, mengenal sifat-sifat beliau, maka bisa mengetahu bahwa dunia ini butuh beliau, dan dunia tidak akan sanggup mewujudkan cita cita keberadaanya kecuali mengambil dan mencontoh sirah beliau.;;35;241
1;1;001-001-023;23;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Beliau hanya manusia biasa yang diberi mukjizat, yang mana segala apa yang ada pada beliau seakan-akan suatu kreasi yang sengaja dibentuk Allah, lalu digantungkan sebagai sejarah untuk kemanfaatan kehidupan kita, laksana matahari yang digantung di langit sebagai sumber kehidupan vii Sabda-sabda beliau bukanlah sekedar syair-syair maupun kata-kata hikmah sehingga tidak ada penyair dan pujangga yang bisa menyamainya.;Beliau hanya manusia biasa yang diberi mukjizat, yang mana segala apa yang ada pada beliau seakan-akan suatu kreasi yang sengaja dibentuk Allah, lalu digantungkan sebagai sejarah untuk kemanfaatan kehidupan kita, laksana matahari yang digantung di langit sebagai sumber kehidupan vii Sabda-sabda beliau bukanlah sekedar syair-syair maupun kata-kata hikmah sehingga tidak ada penyair dan pujangga yang bisa menyamainya.;;57;418
1;1;001-001-024;24;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Perkatan beliau yang terlontar mengandung makna yang sampai pada hakikatnya, karena keluar dari bibir yang di belakangnya ada pikiran, yang di belakangnya ada hati, yang dibelakangnya ada iman, dan yang di belakangnya ada Allah @.;Perkatan beliau yang terlontar mengandung makna yang sampai pada hakikatnya, karena keluar dari bibir yang di belakangnya ada pikiran, yang di belakangnya ada hati, yang dibelakangnya ada iman, dan yang di belakangnya ada Allah @.;;35;230
1;1;001-001-025;25;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Itulah perkataan yang tiada tercecer dan mubadzir, tidak ada pertentangan dan penyimpangan, karena semuanya mengandung faidah dan sesuai dengan fitrah kita.;Itulah perkataan yang tiada tercecer dan mubadzir, tidak ada pertentangan dan penyimpangan, karena semuanya mengandung faidah dan sesuai dengan fitrah kita.;;21;156
1;1;001-001-026;26;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Dari sinilah tampak urgensi sirah dan perkataan beliau yang harus aktif di dalam jiwa orang Mukmin, seperti peranan hati dalam raga, rasa dalam akal, sehingga pesona dan ketinggian rohani dapat mengungguli pesona materi dan belenggu duniawi.;Dari sinilah tampak urgensi sirah dan perkataan beliau yang harus aktif di dalam jiwa orang Mukmin, seperti peranan hati dalam raga, rasa dalam akal, sehingga pesona dan ketinggian rohani dapat mengungguli pesona materi dan belenggu duniawi.;;36;241
1;1;001-001-027;27;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Melalui peran beliau, Allah mengangkat umat Islam dari penyembahan kepada hamba menjadi penyembahan kepada Rabb-nya hamba, dari kelalaian berbagai agama kepada keadilan Islam, dari kesempitan dunia, kepada keluasan dunia dan akhirat.;Melalui peran beliau, Allah mengangkat umat Islam dari penyembahan kepada hamba menjadi penyembahan kepada Rabb-nya hamba, dari kelalaian berbagai agama kepada keadilan Islam, dari kesempitan dunia, kepada keluasan dunia dan akhirat.;;31;233
1;1;001-001-028;28;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Dengan begitu setiap jiwa manusia mengetahui tujuan eksistensinya dan mau berbuat untuk merealisasikannya.;Dengan begitu setiap jiwa manusia mengetahui tujuan eksistensinya dan mau berbuat untuk merealisasikannya.;;13;106
1;1;001-001-029;29;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Untuk itu betapa besarnya fungsi sirah nabi bagi kita sepanjang sejarahnya.;Untuk itu betapa besarnya fungsi sirah nabi bagi kita sepanjang sejarahnya.;;11;75
1;1;001-001-030;30;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;sehingga tak putus-putusnya buku-buku sirah nabi dan sahabat bermunculan, dan mungkin nanti akan terus bermunculan lagi karena akan terus kita butuhkan.;sehingga tak putus-putusnya buku-buku sirah nabi dan sahabat bermunculan, dan mungkin nanti akan terus bermunculan lagi karena akan terus kita butuhkan.;;21;152
1;1;001-001-031;31;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Buku yang berjudul asli, Ar-Rahiqul Makhtum, karya Syaikh Shafiyyurrahman Al-Mubarakfury dari Al-Jami'ah As-Salafiyah di India ini, termasuk karya terbaru yang paling cemerlang dan menjadi perhatian ulama dan masyarakat, khususnya di Timur Tengah dan India karena menjadi buku sirah yang mendapat predikat buku sirah terbaik yang diselenggarakan oleh Rabithah Al-Alam Al-Islami yang berkedudukan di Makkah.;Buku yang berjudul asli, Ar-Rahiqul Makhtum, karya Syaikh Shafiyyurrahman Al-Mubarakfury dari Al-Jami'ah As-Salafiyah di India ini, termasuk karya terbaru yang paling cemerlang dan menjadi perhatian ulama dan masyarakat, khususnya di Timur Tengah dan India karena menjadi buku sirah yang mendapat predikat buku sirah terbaik yang diselenggarakan oleh Rabithah Al-Alam Al-Islami yang berkedudukan di Makkah.;;54;406
1;1;001-001-032;32;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Untuk itu kami selaku penerbit sampaikan pujian dan penghargaan yang setinggi-tingginya kepada penulis buku, yang memiliki semangat yang membara dalam menghidupkan warisan peninggalan Islam dalam lapangan sirah pribadi agung ini.;Untuk itu kami selaku penerbit sampaikan pujian dan penghargaan yang setinggi-tingginya kepada penulis buku, yang memiliki semangat yang membara dalam menghidupkan warisan peninggalan Islam dalam lapangan sirah pribadi agung ini.;;30;229
1;1;001-001-033;33;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Penghargaan dan pujian kami haturkan juga kepada penerjemah yang bersusah payah dan amat bersungguh-sungguh dalam mengalihbahasakan kitab ini sehingga manfaatnya dapat kita rasakan bersama Kami merasa sangat bahagia karena dapat mengambil peran serta dalam penyebaran buku ini kepada kaum Muslimin, khususnya di Indonesia ini, dan kami memohoh kepada Allah agar berkenan melimpahkan manfaat yang besar melalui buku ini.;Penghargaan dan pujian kami haturkan juga kepada penerjemah yang bersusah payah dan amat bersungguh-sungguh dalam mengalihbahasakan kitab ini sehingga manfaatnya dapat kita rasakan bersama Kami merasa sangat bahagia karena dapat mengambil peran serta dalam penyebaran buku ini kepada kaum Muslimin, khususnya di Indonesia ini, dan kami memohoh kepada Allah agar berkenan melimpahkan manfaat yang besar melalui buku ini.;;58;419
1;1;001-001-034;34;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Akhirnya tidak ada yang sempurna kecuali Allah, semoga buah karya ini dengan segala kekurangannya bisa mengisi khazanah kepustakaan kita.;Akhirnya tidak ada yang sempurna kecuali Allah, semoga buah karya ini dengan segala kekurangannya bisa mengisi khazanah kepustakaan kita.;;19;137
1;1;001-001-035;35;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Terima kasih kepada semua pihak yang membantu penerbitan buku ini.;Terima kasih kepada semua pihak yang membantu penerbitan buku ini.;;10;66
1;1;001-001-036;36;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Pustaka Al-Kautsar viii PENGANTAR PENERJEMAH /EKADE belakangan ini menjadi masa pembuktian kebenaran firman Allah yang menjelaskan kejahatan, kebencian, dan tindakan orang-orang Yahudi yang sama sekali tidak berperikemanusiaan terhadap penduduk Palestina yang Muslim, di tepi Barat, Jalur Gaza, Hebron, Yerusalem, dan di manapun mereka bercokol.;Pustaka Al-Kautsar viii PENGANTAR PENERJEMAH /EKADE belakangan ini menjadi masa pembuktian kebenaran firman Allah yang menjelaskan kejahatan, kebencian, dan tindakan orang-orang Yahudi yang sama sekali tidak berperikemanusiaan terhadap penduduk Palestina yang Muslim, di tepi Barat, Jalur Gaza, Hebron, Yerusalem, dan di manapun mereka bercokol.;;44;345
1;1;001-001-037;37;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Makar mereka yang terakhir tertuju secara khusus kepada diri Rasulullah dan Al-Qur an dengan menyebarkan pamflet-pamflet berisi penghinaan.;Makar mereka yang terakhir tertuju secara khusus kepada diri Rasulullah dan Al-Qur an dengan menyebarkan pamflet-pamflet berisi penghinaan.;;18;139
1;1;001-001-038;38;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Beralih ke daratan Eropa (Dunia Barat) semenjak zaman pertengahan atau bahkan sebelum itu, muncul sekian banyak buku yang membahas kehidupan Rasulullah @ dari A sampai Z, atau buku-buku tentang Islam yang tentunya tidak lepas dari sosok beliau yang menjadi Nabi Islam dan pemimpin kaum Muslimin Ada yang memuji dan ada yang melecehkan, atau ada yang memuji dan sekaligus melecehkan, dengan mengacu pa;Beralih ke daratan Eropa (Dunia Barat) semenjak zaman pertengahan atau bahkan sebelum itu, muncul sekian banyak buku yang membahas kehidupan Rasulullah @ dari A sampai Z, atau buku-buku tentang Islam yang tentunya tidak lepas dari sosok beliau yang menjadi Nabi Islam dan pemimpin kaum Muslimin Ada yang memuji dan ada yang melecehkan, atau ada yang memuji dan sekaligus melecehkan, dengan mengacu pa;;62;400
1;1;001-001-039;39;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;da interpretasi-interpretasi subyektif, karena otak.;da interpretasi-interpretasi subyektif, karena otak.;;5;52
1;1;001-001-040;40;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;sanubari, dan jiwa mereka sama sekali jauh dari sentuhan iman dan akidah, yang menjadi cikal bakal pandangan seseorang terhadap Islam dan nabinya.;sanubari, dan jiwa mereka sama sekali jauh dari sentuhan iman dan akidah, yang menjadi cikal bakal pandangan seseorang terhadap Islam dan nabinya.;;22;146
1;1;001-001-041;41;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Lalu apa yang mereka cari dengan tulisan-tulisannya yang lebih banyak melecehkan itu?;Lalu apa yang mereka cari dengan tulisan-tulisannya yang lebih banyak melecehkan itu?;;12;85
1;1;001-001-042;42;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Karena rasanya sosok seorang penulis (Barat) yang berkaliber belum tampil secara utuh jika mereka belum menulis tentang Islam dan diri Rasulullah @.;Karena rasanya sosok seorang penulis (Barat) yang berkaliber belum tampil secara utuh jika mereka belum menulis tentang Islam dan diri Rasulullah @.;;22;148
1;1;001-001-043;43;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Taruhlah di sana ada Peirre Pascal, Innocent III, Raymond Lulle, Gagnier, Guellaume Postel.;Taruhlah di sana ada Peirre Pascal, Innocent III, Raymond Lulle, Gagnier, Guellaume Postel.;;13;91
1;1;001-001-044;44;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Francisque Michel, Renan, Comte, Scholl, Sprenger, Thomas Carlyle, Droughty.;Francisque Michel, Renan, Comte, Scholl, Sprenger, Thomas Carlyle, Droughty.;;9;76
1;1;001-001-045;45;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;de Casteries, dan masih banyak lagi yang lainnya.;de Casteries, dan masih banyak lagi yang lainnya.;;8;49
1;1;001-001-046;46;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Di dunia Islam sendiri yang menjadi bingkai lukisan Islam yang menjadi abadi, muncul sekian banyak buku-buku sirah, tarikh, ghazwah, hingga thabaqat.;Di dunia Islam sendiri yang menjadi bingkai lukisan Islam yang menjadi abadi, muncul sekian banyak buku-buku sirah, tarikh, ghazwah, hingga thabaqat.;;21;149
1;1;001-001-047;47;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;yang hampir-hampir tak terhitung jumlahnya.;yang hampir-hampir tak terhitung jumlahnya.;;5;43
1;1;001-001-048;48;UNKNOWN BAB;UNLABELED SECTION;1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33;Dari tahun ke tahun, dari abad ke abad, dari kurun ke kurun senantiasa ditebari buku-buku baru mengenai topik ini.;Dari tahun ke tahun, dari abad ke abad, dari kurun ke kurun senantiasa ditebari buku-buku baru mengenai topik ini.;;19;114
