text_id,token,label,pos_tag
000024-002,kembali,O,VERB
000024-002,lagi,O,ADV
000024-002,bersama,O,ADP
000024-002,beliau,O,PRON
000024-002,tanpa,O,ADP
000024-002,melanjutkan,O,VERB
000024-002,perjalanannya,O,NOUN
000024-002,ke,O,ADP
000024-002,Syam,B_LOCATION,PROPN
000024-002,",",O,PUNCT
000024-002,karena,O,SCONJ
000024-002,dia,O,PRON
000024-002,takut,O,VERB
000024-002,gangguan,O,NOUN
000024-002,dari,O,ADP
000024-002,pihak,O,NOUN
000024-002,orang-orang,O,NOUN
000024-002,Yahudi,O,PROPN
000024-002,.,O,PUNCT
000024-002,Maka,O,SCONJ
000024-002,Abu,B_PERSON,PROPN
000024-002,Thalib,I_PERSON,PROPN
000024-002,mengirim,O,VERB
000024-002,beliau,O,PRON
000024-002,bersama,O,ADP
000024-002,beberapa,O,DET
000024-002,pemuda,O,NOUN
000024-002,agar,O,SCONJ
000024-002,kembali,O,VERB
000024-002,lagi,O,ADV
000024-002,ke,O,SCONJ
000028-001,Setibanya,O,ADV
000028-001,di,O,ADP
000028-001,Makkah,B_LOCATION,PROPN
000028-001,dan,O,CCONJ
000028-001,setelah,O,ADP
000028-001,Khadijah,B_PERSON,PROPN
000028-001,tahu,O,VERB
000028-001,keuntungan,O,NOUN
000028-001,dagangannya,O,NOUN
000028-001,yang,O,PRON
000028-001,melimpah,O,VERB
000028-001,",",O,PUNCT
000028-001,yang,O,PRON
000028-001,tidak,O,PART
000028-001,pernah,O,ADV
000028-001,dilihatnya,O,VERB
000028-001,sebanyak,O,ADP
000028-001,itu,O,DET
000028-001,sebelumnya,O,ADJ
000028-001,",",O,PUNCT
000028-001,apalagi,O,ADV
000028-001,setelah,O,ADP
000028-001,pembantunya,O,NOUN
000028-001,",",O,PUNCT
000028-001,Maisarah,O,PROPN
000028-001,",",O,PUNCT
000028-001,mengabarkan,O,VERB
000028-001,kepadanya,O,ADP
000028-001,apa,O,PRON
000028-001,yang,O,PRON
000028-001,dilihatnya,O,VERB
000028-001,pada,O,ADP
000028-001,diri,O,PRON
000028-001,beliau,O,PRON
000028-001,selama,O,ADP
000028-001,menyertainya,O,VERB
000028-001,",",O,PUNCT
000028-001,bagaimana,O,ADV
000028-001,sifat-sifat,O,NOUN
000028-001,beliau,O,PRON
000028-001,yang,O,PRON
000028-001,mulia,O,ADJ
000028-001,",",O,PUNCT
000028-001,kecerdikan,O,NOUN
000028-001,dan,O,CCONJ
000028-001,kejujuran,O,NOUN
000028-001,beliau,O,PRON
000028-001,",",O,PUNCT
000028-001,maka,O,SCONJ
000028-001,seakan-akan,O,SCONJ
000028-001,Khadijah,B_PERSON,PROPN
000028-001,mendapatkan,O,VERB
000028-001,barangnya,O,NOUN
000028-001,yang,O,PRON
000028-001,pernah,O,ADV
000028-001,hilang,O,VERB
000028-001,dan,O,CCONJ
000028-001,sangat,O,ADV
000028-001,diharapkannya,O,VERB
000028-001,.,O,PUNCT
000028-001,Sebenarnya,O,ADV
000028-001,sudah,O,AUX
000028-001,banyak,O,ADV
000028-001,para,O,DET
000028-001,pemuka,O,NOUN
000028-001,dan,O,CCONJ
000028-001,pemimpin,O,NOUN
000028-001,kaum,O,NOUN
000028-001,yang,O,PRON
000028-001,hendak,O,ADV
000028-001,menikahinya,O,VERB
000028-001,.,O,PUNCT
000028-001,Namun,O,ADV
000028-001,dia,O,PRON
000028-001,tidak,O,PART
000028-001,mau,O,VERB
000028-001,.,O,PUNCT
000028-001,Tiba-tiba,O,ADV
000028-001,saja,O,ADV
000028-001,dia,O,PRON
000028-001,teringat,O,VERB
000028-001,seorang,O,DET
000028-001,rekannya,O,NOUN
000028-001,",",O,PUNCT
000028-001,Nafisah,B_PERSON,PROPN
000028-001,binti,I_PERSON,PROPN
000028-001,Munyah,I_PERSON,PROPN
000028-001,Dia,O,PRON
000028-001,meminta,O,VERB
000028-001,agar,O,ADP
000028-001,rekannya,O,NOUN
000028-001,ini,O,DET
000028-001,menemui,O,VERB
000028-001,beliau,O,PRON
000028-001,dan,O,CCONJ
000028-001,membuka,O,VERB
000028-001,jalan,O,NOUN
000028-001,agar,O,SCONJ
000028-001,mau,O,AUX
000028-001,menikah,O,VERB
000028-001,dengan,O,ADP
000028-001,Khadijah,B_PERSON,PROPN
000028-001,.,O,PUNCT
000028-001,Ternyata,O,ADV
000028-001,beliau,O,PRON
000028-001,menerima,O,VERB
000028-001,tawaran,O,NOUN
000028-001,itu,O,DET
000028-001,",",O,PUNCT
000028-001,lalu,O,SCONJ
000028-001,beliau,O,PRON
000028-001,menemui,O,VERB
000028-001,paman-paman,O,NOUN
000028-001,beliau,O,PRON
000028-001,.,O,PUNCT
000028-001,Kemudian,O,SCONJ
000028-001,paman-paman,O,NOUN
000028-001,beliau,O,PRON
000028-001,menemui,O,VERB
000028-001,paman,O,NOUN
000028-001,Khadijah,B_PERSON,PROPN
000028-001,untuk,O,SCONJ
000028-001,mengajukan,O,VERB
000028-001,lamaran,O,NOUN
000028-001,.,O,PUNCT
000028-001,Setelah,O,SCONJ
000028-001,semuanya,O,ADV
000028-001,dianggap,O,VERB
000028-001,beres,O,VERB
000028-001,",",O,PUNCT
000028-001,maka,O,SCONJ
000028-001,perkawinan,O,NOUN
000028-001,siap,O,ADJ
000028-001,dilaksanakan,O,VERB
000028-001,.,O,PUNCT
000028-001,Yang,O,PRON
000028-001,ikut,O,VERB
000028-001,hadir,O,VERB
000028-001,dalam,O,ADP
000028-001,pelaksanaan,O,NOUN
000028-001,akad,O,NOUN
000028-001,nikah,O,NOUN
000028-001,adalah,O,AUX
000028-001,Bani,O,PROPN
000028-001,Hasyim,O,PROPN
000028-001,dan,O,CCONJ
000028-001,para,O,DET
000028-001,pemuka,O,NOUN
000028-001,Bani,O,PROPN
000028-001,Mudhar,O,PROPN
000028-001,.,O,PUNCT
000028-001,Hal,O,NOUN
000028-001,ini,O,DET
000028-001,terjadi,O,VERB
000028-001,dua,O,NUM
000028-001,bulan,O,NOUN
000028-001,sepulang,O,NOUN
000028-001,beliau,O,PRON
000028-001,dari,O,ADP
000028-001,Syam,B_LOCATION,PROPN
000028-001,.,O,PUNCT
000028-001,Maskawin,O,PROPN
000028-001,beliau,O,PRON
000028-001,dua,O,NUM
000028-001,puluh,O,NUM
000028-001,ekor,O,NOUN
000028-001,onta,O,NOUN
000028-001,muda,O,ADJ
000028-001,45,O,NUM
000028-001,Fiqhus-Sirah,O,PROPN
000028-001,",",O,PUNCT
000028-001,Muhammad,B_PERSON,PROPN
000028-001,Al-Ghazali,O,PROPN
000028-001,",",O,PUNCT
000028-001,hal,O,NOUN
000028-001,.,O,PUNCT
000028-001,52,O,NUM
000028-001,46_,O,NUM
000028-001,Sirah,O,PROPN
000028-001,An-Nabawiyah,O,PROPN
000028-001,",",O,PUNCT
000028-001,Ibnu,B_PERSON,PROPN
000028-001,Hisyam,I_PERSON,PROPN
000028-001,",",O,PUNCT
000028-001,1/187-188,O,NUM
000028-001,.,O,PUNCT
000028-001,Usia,O,PROPN
000028-001,Khadijah,B_PERSON,PROPN
000028-001,sendiri,O,DET
000028-001,empat,O,NUM
000028-001,puluh,O,NUM
000028-001,tahun,O,NOUN
000028-001,",",O,PUNCT
000028-001,yang,O,PRON
000028-001,pada,O,ADP
000028-001,masa,O,NOUN
000028-001,itu,O,DET
000028-001,dia,O,PRON
000028-001,merupakan,O,VERB
000028-001,wanita,O,NOUN
000028-001,yang,O,PRON
000028-001,paling,O,ADV
000028-001,terpandang,O,ADJ
000028-001,",",O,PUNCT
000028-001,cantik,O,ADJ
000028-001,",",O,PUNCT
000028-001,pandai,O,ADJ
000028-001,",",O,PUNCT
000028-001,dan,O,CCONJ
000028-001,sekaligus,O,ADV
000028-001,kaya,O,ADJ
000028-001,.,O,PUNCT
000028-001,Dia,O,PRON
000028-001,adalah,O,AUX
000028-001,wanita,O,NOUN
000028-001,pertama,O,ADJ
000028-001,yang,O,PRON
000028-001,dinikahi,O,VERB
000028-001,Rasulullah,B_PERSON,PROPN
000028-001,.,O,PUNCT
000043-001,Langkah,O,NOUN
000043-001,pertama,O,ADJ
000043-001,yang,O,PRON
000043-001,dilakukan,O,VERB
000043-001,Rasulullah,B_PERSON,PROPN
000043-001,setelah,O,ADP
000043-001,turun,O,VERB
000043-001,ayat,O,NOUN
000043-001,di,O,ADP
000043-001,atas,O,NOUN
000043-001,ialah,O,AUX
000043-001,mengundang,O,VERB
000043-001,Bani,O,PROPN
000043-001,Hasyim,O,PROPN
000043-001,.,O,PUNCT
000043-001,Mereka,O,PRON
000043-001,memenuhi,O,VERB
000043-001,undangan,O,NOUN
000043-001,ini,O,DET
000043-001,",",O,PUNCT
000043-001,yaitu,O,ADP
000043-001,beberapa,O,DET
000043-001,orang,O,NOUN
000043-001,dari,O,ADP
000043-001,Bani,O,PROPN
000043-001,Al-Muththalib,B_PERSON,PROPN
000043-001,bin,I_PERSON,PROPN
000043-001,Abdi,I_PERSON,PROPN
000043-001,Manaf,O,PROPN
000043-001,",",O,PUNCT
000043-001,yang,O,PRON
000043-001,jumlahnya,O,ADV
000043-001,ada,O,VERB
000043-001,45,O,NUM
000043-001,orang,O,NOUN
000043-001,.,O,PUNCT
000043-001,Sebelum,O,SCONJ
000043-001,beliau,O,PRON
000043-001,berbicara,O,VERB
000043-001,",",O,PUNCT
000043-001,Abu,B_PERSON,PROPN
000043-001,Lahab,I_PERSON,PROPN
000043-001,sudah,O,AUX
000043-001,mendahului,O,VERB
000043-001,angkat,O,NOUN
000043-001,bicara,O,VERB
000043-001,",",O,PUNCT
000043-001,"""",O,PUNCT
000043-001,Mereka,O,PRON
000043-001,yang,O,PRON
000043-001,hadir,O,VERB
000043-001,di,O,ADP
000043-001,sini,O,NOUN
000043-001,adalah,O,AUX
000043-001,paman-pamanmu,O,NOUN
000043-001,sendiri,O,ADJ
000043-001,dan,O,CCONJ
000043-001,anak-,O,NOUN
000043-001,anaknya,O,NOUN
000043-001,.,O,PUNCT
000043-001,Maka,O,SCONJ
000043-001,bicaralah,O,VERB
000043-001,jika,O,SCONJ
000043-001,ingin,O,AUX
000043-001,berbicara,O,VERB
000043-001,dan,O,CCONJ
000043-001,tidak,O,PART
000043-001,perlu,O,ADV
000043-001,bersikap,O,VERB
000043-001,kekanak-,O,NOUN
000043-001,kanakan,O,NOUN
000043-001,.,O,PUNCT
000043-001,Ketahuilah,O,VERB
000043-001,bahwa,O,SCONJ
000043-001,tidak,O,PART
000043-001,ada,O,VERB
000043-001,orang,O,NOUN
000043-001,Arab,O,PROPN
000043-001,yang,O,PRON
000043-001,berani,O,ADJ
000043-001,mengernyitkan,O,VERB
000043-001,dahi,O,NOUN
000043-001,terhadap,O,ADP
000043-001,kaummu,O,NOUN
000043-001,.,O,PUNCT
000043-001,Dengan,O,ADP
000043-001,begitu,O,ADV
000043-001,aku,O,PRON
000043-001,berhak,O,VERB
000043-001,menghukummu,O,VERB
000043-001,.,O,PUNCT
000043-001,Biarkanlah,O,ADP
000043-001,urusan,O,NOUN
000043-001,bani,O,NOUN
000043-001,bapakmu,O,PROPN
000043-001,.,O,PUNCT
000043-001,Jika,O,SCONJ
000043-001,engkau,O,PRON
000043-001,tetap,O,ADV
000043-001,bertahan,O,VERB
000043-001,pada,O,ADP
000043-001,urusanmu,O,NOUN
000043-001,ini,O,DET
000043-001,",",O,PUNCT
000043-001,maka,O,SCONJ
000043-001,itu,O,PRON
000043-001,lebih,O,ADV
000043-001,mudah,O,ADJ
000043-001,bagi,O,ADP
000043-001,mereka,O,PRON
000043-001,daripada,O,ADP
000043-001,seluruh,O,DET
000043-001,kabilah,O,NOUN
000043-001,Quraisy,O,PROPN
000043-001,menerkammu,O,VERB
000043-001,dan,O,CCONJ
000043-001,semua,O,DET
000043-001,bangsa,O,NOUN
000043-001,Arab,O,PROPN
000043-001,ikut,O,VERB
000043-001,campur,O,VERB
000043-001,tangan,O,NOUN
000043-001,.,O,PUNCT
000043-001,Engkau,O,PRON
000043-001,tidak,O,PART
000043-001,pernah,O,ADV
000043-001,melihat,O,VERB
000043-001,seorang,O,DET
000043-001,pun,O,PART
000043-001,dari,O,ADP
000043-001,bani,O,NOUN
000043-001,bapaknya,O,NOUN
000043-001,yang,O,PRON
000043-001,pernah,O,ADV
000043-001,berbuat,O,VERB
000043-001,macam-macam,O,NOUN
000043-001,seperti,O,SCONJ
000043-001,engkau,O,PRON
000043-001,perbuat,O,VERB
000043-001,saat,O,NOUN
000043-001,ini,O,DET
000043-001,".""",O,PUNCT
000043-001,Rasulullah,B_PERSON,PROPN
000043-001,hanya,O,ADV
000043-001,diam,O,ADJ
000043-001,dan,O,CCONJ
000043-001,sama,O,ADJ
000043-001,sekali,O,ADV
000043-001,tidak,O,PART
000043-001,berbicara,O,VERB
000043-001,dalam,O,ADP
000043-001,pertemuan,O,NOUN
000043-001,itu,O,DET
000043-001,.,O,PUNCT
000043-001,Kemudian,O,SCONJ
000043-001,beliau,O,PRON
000043-001,mengundang,O,VERB
000043-001,mereka,O,PRON
000043-001,untuk,O,ADP
000043-001,yang,O,PRON
000043-001,kedua,O,ADJ
000043-001,kalinya,O,ADV
000043-001,",",O,PUNCT
000043-001,dan,O,CCONJ
000043-001,dalam,O,ADP
000043-001,pertemuan,O,NOUN
000043-001,itu,O,DET
000043-001,beliau,O,PRON
000043-001,bersabda,O,VERB
000043-001,",",O,PUNCT
000043-001,"""",O,PUNCT
000043-001,Segala,O,PRON
000043-001,puji,O,NOUN
000043-001,bagi,O,ADP
000043-001,Allah,O,PROPN
000043-001,dan,O,CCONJ
000043-001,aku,O,PRON
000043-001,memuji-Nya,O,VERB
000043-001,",",O,PUNCT
000043-001,memohon,O,VERB
000043-001,pertolongan,O,NOUN
000043-001,",",O,PUNCT
000043-001,percaya,O,VERB
000043-001,dan,O,CCONJ
000043-001,tawakal,O,NOUN
000043-001,kepada-Nya,O,PRON
000043-001,.,O,PUNCT
000043-001,Aku,O,PRON
000043-001,bersaksi,O,VERB
000043-001,bahwa,O,SCONJ
000043-001,tiada,O,PART
000043-001,Ilah,O,PROPN
000043-001,selain,O,ADP
000043-001,Allah,O,PROPN
000043-001,semata,O,NOUN
000043-001,yang,O,PRON
000043-001,tiada,O,NOUN
000043-001,sekutu,O,NOUN
000043-001,bagi-Nya,O,PROPN
000043-001,".""",O,PUNCT
000043-001,Kemudian,O,SCONJ
000043-001,beliau,O,PRON
000043-001,melanjutkan,O,VERB
000043-001,lagi,O,ADV
000043-001,",",O,PUNCT
000043-001,Sesungguhnya,O,SCONJ
000043-001,seorang,O,DET
000043-001,pemandu,O,NOUN
000043-001,itu,O,DET
000043-001,tidak,O,PART
000043-001,akan,O,AUX
000043-001,mendustakan,O,VERB
000043-001,keluarganya,O,NOUN
000043-001,.,O,PUNCT
000043-001,Demi,O,ADP
000043-001,Allah,O,PROPN
000043-001,yang,O,PRON
000043-001,tidak,O,PART
000043-001,ada,O,VERB
000043-001,Ilah,O,PROPN
000043-001,selain,O,ADP
000043-001,Dia,O,PRON
000043-001,",",O,PUNCT
000043-001,sesungguhnya,O,SCONJ
000043-001,aku,O,PRON
000043-001,adalah,O,AUX
000043-001,utusan,O,NOUN
000043-001,Allah,O,PROPN
000043-001,kepada,O,ADP
000043-001,kalian,O,PRON
000043-001,secara,O,ADP
000043-001,khusus,O,ADJ
000043-001,dan,O,CCONJ
000043-001,kepada,O,ADP
000043-001,manusia,O,NOUN
000043-001,secara,O,ADP
000043-001,umum,O,NOUN
000043-001,.,O,PUNCT
000043-002,Demi,O,ADP
000043-002,Allah,O,PROPN
000043-002,yang,O,PRON
000043-002,tidak,O,PART
000043-002,ada,O,VERB
000043-002,Ilah,O,PROPN
000043-002,selain,O,ADP
000043-002,Dia,O,PRON
000043-002,",",O,PUNCT
000043-002,sesungguhnya,O,SCONJ
000043-002,aku,O,PRON
000043-002,adalah,O,AUX
000043-002,utusan,O,NOUN
000043-002,Allah,O,PROPN
000043-002,kepada,O,ADP
000043-002,kalian,O,PRON
000043-002,secara,O,ADP
000043-002,khusus,O,ADJ
000043-002,dan,O,CCONJ
000043-002,kepada,O,ADP
000043-002,manusia,O,NOUN
000043-002,secara,O,ADP
000043-002,umum,O,ADJ
000043-002,.,O,PUNCT
000043-002,Demi,O,ADP
000043-002,Allah,O,PROPN
000043-002,",",O,PUNCT
000043-002,kalian,O,PRON
000043-002,benar-benar,O,ADV
000043-002,akan,O,AUX
000043-002,mati,O,ADJ
000043-002,layaknya,O,ADV
000043-002,sedang,O,AUX
000043-002,tidur,O,VERB
000043-002,nyenyak,O,ADJ
000043-002,dan,O,CCONJ
000043-002,akan,O,AUX
000043-002,dibangkitkan,O,VERB
000043-002,lagi,O,ADV
000043-002,layaknya,O,ADV
000043-002,bangun,O,VERB
000043-002,tidur,O,VERB
000043-002,.,O,PUNCT
000043-002,Kalian,O,PRON
000043-002,benar-benar,O,ADV
000043-002,akan,O,AUX
000043-002,dihisab,O,VERB
000043-002,terhadap,O,ADP
000043-002,apa,O,PRON
000043-002,pun,O,PART
000043-002,yang,O,PRON
000043-002,kalian,O,PRON
000043-002,perbuat,O,VERB
000043-002,",",O,PUNCT
000043-002,lalu,O,SCONJ
000043-002,di,O,ADP
000043-002,sana,O,NOUN
000043-002,ada,O,VERB
000043-002,surga,O,NOUN
000043-002,yang,O,PRON
000043-002,abadi,O,ADJ
000043-002,dan,O,CCONJ
000043-002,neraka,O,NOUN
000043-002,yang,O,PRON
000043-002,abadi,O,ADJ
000043-002,pula,O,ADV
000043-002,".""",O,PUNCT
000043-002,Abu,B_PERSON,PROPN
000043-002,Thalib,I_PERSON,PROPN
000043-002,berkata,O,VERB
000043-002,",",O,PUNCT
000043-002,"""",O,PUNCT
000043-002,Kami,O,PRON
000043-002,tidak,O,PART
000043-002,suka,O,VERB
000043-002,menolongmu,O,VERB
000043-002,",",O,PUNCT
000043-002,menjadi,O,VERB
000043-002,penasihatmu,O,NOUN
000043-002,dan,O,CCONJ
000043-002,membenarkan,O,VERB
