text_id,token,label,pos_tag
000047-001,"""",O,PUNCT
000047-001,Sampaikan,O,VERB
000047-001,dulu,O,NOUN
000047-001,pendapat,O,NOUN
000047-001,kalian,O,PRON
000047-001,",",O,PUNCT
000047-001,biar,O,SCONJ
000047-001,aku,O,PRON
000047-001,mendengarnya,O,VERB
000047-001,",""",O,PUNCT
000047-001,kata,O,VERB
000047-001,Al-Walid,O,PROPN
000047-001,"""",O,PUNCT
000047-001,Kita,O,PRON
000047-001,katakan,O,VERB
000047-001,saja,O,ADV
000047-001,bahwa,O,SCONJ
000047-001,dia,O,PRON
000047-001,adalah,O,AUX
000047-001,seorang,O,DET
000047-001,dukun,O,NOUN
000047-001,".""",O,PUNCT
000047-001,"""",O,PUNCT
000047-001,Tidak,O,PART
000047-001,",",O,PUNCT
000047-001,demi,O,ADP
000047-001,Allah,O,PROPN
000047-001,",",O,PUNCT
000047-001,dia,O,PRON
000047-001,bukanlah,O,PART
000047-001,seorang,O,DET
000047-001,dukun,O,NOUN
000047-001,",""",O,PUNCT
000047-001,jawab,O,NOUN
000047-001,Al-Walid,O,PROPN
000047-001,",",O,PUNCT
000047-001,toh,O,X
000047-001,kita,O,PRON
000047-001,pernah,O,ADV
000047-001,melihat,O,VERB
000047-001,para,O,DET
000047-001,dukun,O,NOUN
000047-001,.,O,PUNCT
000047-001,Dia,O,PRON
000047-001,sama,O,ADJ
000047-001,sekali,O,ADV
000047-001,tidak,O,PART
000047-001,menggunakan,O,VERB
000047-001,sajak,O,NOUN
000047-001,dan,O,CCONJ
000047-001,mantera,O,NOUN
000047-001,seperti,O,ADP
000047-001,dukun,O,NOUN
000047-001,".""",O,PUNCT
000047-001,"""",O,PUNCT
000047-001,Kita,O,PRON
000047-001,katakan,O,VERB
000047-001,saja,O,ADV
000047-001,",",O,PUNCT
000047-001,dia,O,PRON
000047-001,orang,O,NOUN
000047-001,sinting,O,ADJ
000047-001,",""",O,PUNCT
000047-001,kata,O,VERB
000047-001,mereka,O,PRON
000047-001,.,O,PUNCT
000047-001,"""",O,PUNCT
000047-001,Dia,O,PRON
000047-001,bukanlah,O,AUX
000047-001,orang,O,NOUN
000047-001,sinting,O,ADJ
000047-001,",""",O,PUNCT
000047-001,kata,O,VERB
000047-001,Al-Walid,O,PROPN
000047-001,",",O,PUNCT
000047-001,"""",O,PUNCT
000047-001,toh,O,X
000047-001,kita,O,PRON
000047-001,sudah,O,AUX
000047-001,melihat,O,VERB
000047-001,orang-orang,O,NOUN
000047-001,sinting,O,ADJ
000047-001,dan,O,CCONJ
000047-001,mengetahuinya,O,VERB
000047-001,.,O,PUNCT
000047-001,Dia,O,PRON
000047-001,tidak,O,PART
000047-001,menangis,O,VERB
000047-001,tersedu-sedu,O,VERB
000047-001,tidak,O,PART
000047-001,bertindak,O,VERB
000047-001,sekenanya,O,NOUN
000047-001,dan,O,CCONJ
000047-001,tidak,O,PART
000047-001,berbisik-bisik,O,VERB
000047-001,layaknya,O,ADP
000047-001,orang,O,NOUN
000047-001,sinting,O,ADJ
000047-001,".""",O,PUNCT
000047-001,"""",O,PUNCT
000047-001,Kita,O,PRON
000047-001,katakan,O,VERB
000047-001,saja,O,ADV
000047-001,",",O,PUNCT
000047-001,dia,O,PRON
000047-001,seorang,O,DET
000047-001,penyair,O,NOUN
000047-001,",""",O,PUNCT
000047-001,kata,O,NOUN
000047-001,mereka,O,PRON
000047-001,.,O,PUNCT
000196-003,Beliau,O,PRON
000196-003,tersenyum,O,VERB
000196-003,hingga,O,SCONJ
000196-003,terlihat,O,VERB
000196-003,gigi,O,NOUN
000196-003,gerahamnya,O,NOUN
000196-003,.,O,PUNCT
000196-003,Saat,O,NOUN
000196-003,itu,O,DET
000196-003,beliau,O,PRON
000196-003,bersabda,O,VERB
000196-003,",",O,PUNCT
000196-003,"""",O,PUNCT
000196-003,Sa'd,O,PROPN
000196-003,telah,O,AUX
000196-003,melecehkan,O,VERB
000196-003,Hibban,O,PROPN
000196-003,untuk,O,ADP
000196-003,Ummu,B_PERSON,PROPN
000196-003,Aiman,I_PERSON,PROPN
000196-003,.,O,PUNCT
000196-003,Allah,O,PROPN
000196-003,telah,O,AUX
000196-003,memenuhi,O,VERB
000196-003,doanya,O,NOUN
000196-003,".""",O,PUNCT
000206-007,Keduanya,O,ADV
000206-007,dapat,O,AUX
000206-007,menyusul,O,VERB
000206-007,Mu,O,PROPN
000206-007,awiyah,O,PROPN
000206-007,lalu,O,SCONJ
000206-007,membunuhnya,O,VERB
000206-007,.,O,PUNCT
000206-007,199,O,NUM
000206-007,Yang,O,PRON
000206-007,pasti,O,ADJ
000206-007,",",O,PUNCT
000206-007,Perang,B_EVENT,PROPN
000206-007,Hamra'ul,I_EVENT,PROPN
000206-007,Asad,I_EVENT,PROPN
000206-007,ini,O,DET
000206-007,bukan,O,PART
000206-007,merupakan,O,VERB
000206-007,peperangan,O,NOUN
000206-007,yang,O,PRON
000206-007,berdiri,O,VERB
000206-007,sendiri,O,ADJ
000206-007,",",O,PUNCT
000206-007,tetapi,O,CCONJ
000206-007,merupakan,O,VERB
000206-007,bagian,O,NOUN
000206-007,dari,O,ADP
000206-007,Perang,B_EVENT,PROPN
000206-007,Uhud,I_EVENT,PROPN
000206-007,dan,O,CCONJ
000206-007,kelanjutannya,O,NOUN
000206-007,.,O,PUNCT
000206-007,Itulah,O,VERB
000206-007,Perang,B_EVENT,PROPN
000206-007,Uhud,I_EVENT,PROPN
000206-007,dengan,O,ADP
000206-007,seluruh,O,DET
000206-007,tahapan,O,NOUN
000206-007,dan,O,CCONJ
000206-007,rinciannya,O,NOUN
000206-007,.,O,PUNCT
000206-007,Para,O,DET
000206-007,pengkaji,O,NOUN
000206-007,telah,O,AUX
000206-007,menguraikan,O,VERB
000206-007,peristiwa,O,NOUN
000206-007,ini,O,DET
000206-007,panjang,O,ADJ
000206-007,lebar,O,ADJ
000206-007,.,O,PUNCT
000206-007,Lalu,O,SCONJ
000206-007,pihak,O,NOUN
000206-007,manakah,O,PRON
000206-007,yang,O,PRON
000206-007,bisa,O,AUX
000206-007,dikatakan,O,VERB
000206-007,kalah,O,VERB
000206-007,atau,O,CCONJ
000206-007,menang,O,VERB
000206-007,?,O,PUNCT
000206-007,Yang,O,PRON
000206-007,pasti,O,ADJ
000206-007,",",O,PUNCT
000206-007,pada,O,ADP
000206-007,putaran,O,NOUN
000206-007,kedua,O,NUM
000206-007,pasukan,O,NOUN
000206-007,Quraisy,O,PROPN
000206-007,lebih,O,ADV
000206-007,unggul,O,ADJ
000206-007,dan,O,CCONJ
000206-007,mereka,O,PRON
000206-007,bisa,O,AUX
000206-007,menguasai,O,VERB
000206-007,keadaan,O,NOUN
000206-007,.,O,PUNCT
000206-007,Sementara,O,SCONJ
000206-007,jumlah,O,NOUN
000206-007,korban,O,NOUN
000206-007,di,O,ADP
000206-007,pasukan,O,NOUN
000206-007,Islam,O,PROPN
000206-007,juga,O,ADV
000206-007,lebih,O,ADV
000206-007,banyak,O,ADV
000206-007,serta,O,CCONJ
000206-007,lebih,O,ADV
000206-007,parah,O,ADJ
000206-007,.,O,PUNCT
000206-007,Bahkan,O,SCONJ
000206-007,ada,O,VERB
000206-007,satu,O,NUM
000206-007,kelompok,O,NOUN
000206-007,pasukan,O,NOUN
000206-007,Muslimin,O,PROPN
000206-007,yang,O,PRON
000206-007,kalah,O,VERB
000206-007,total,O,ADJ
000206-007,.,O,PUNCT
000206-007,Tetapi,O,ADV
000206-007,semua,O,PRON
000206-007,ini,O,DET
000206-007,belum,O,PART
000206-007,cukup,O,ADV
000206-007,bagi,O,ADP
000206-007,kita,O,PRON
000206-007,199,O,NUM
000206-007,Pembahasan,O,NOUN
000206-007,tentang,O,ADP
000206-007,Perang,B_EVENT,PROPN
000206-007,Uhud,I_EVENT,PROPN
000206-007,dan,O,CCONJ
000206-007,Hamra'ul,B_EVENT,PROPN
000206-007,Asad,I_EVENT,PROPN
000206-007,ini,O,DET
000206-007,kami,O,PRON
000206-007,kutip,O,VERB
000206-007,dari,O,ADP
000206-007,Sirah,O,PROPN
000206-007,An-Nabawiyah,O,PROPN
000206-007,.,O,PUNCT
000206-007,Ibnu,B_PERSON,PROPN
000206-007,Hisyam,I_PERSON,PROPN
000206-007,",",O,PUNCT
000206-007,2/60-129,O,NUM
000206-007,;,O,PUNCT
000206-007,Zadul-Ma'ad,O,PROPN
000206-007,",",O,PUNCT
000206-007,2/91-108,O,NUM
000206-007,;,O,PUNCT
000206-007,Fathul-Bari,O,PROPN
000206-007,",",O,PUNCT
000206-007,7/345-377,O,NUM
000206-007,;,O,PUNCT
000206-007,Mukhtashar,O,PROPN
000206-007,Siratir-Rasul,O,PROPN
000206-007,",",O,PUNCT
000206-007,Syaikh,O,PROPN
000206-007,Abdullah,O,PROPN
000206-007,An-Najdi,O,PROPN
000206-007,",",O,PUNCT
000206-007,hal,O,NOUN
000206-007,.,O,PUNCT
000206-007,242-257,O,NUM
000206-007,.,O,PUNCT
000206-007,Kami,O,PRON
000206-007,juga,O,ADV
000206-007,menulisnya,O,VERB
000206-007,dari,O,ADP
000206-007,rujukan-rujukan,O,NOUN
000206-007,yang,O,PRON
000206-007,lain,O,ADJ
000206-007,.,O,PUNCT
000206-007,untuk,O,SCONJ
000206-007,beranggapan,O,VERB
000206-007,bahwa,O,SCONJ
000206-007,ini,O,DET
000206-007,sudah,O,AUX
000206-007,mencerminkan,O,VERB
000206-007,kemenangan,O,NOUN
000206-007,bagi,O,ADP
000206-007,pasukan,O,NOUN
000206-007,Quraisy,O,PROPN
000206-007,.,O,PUNCT
000206-007,Yang,O,PRON
000206-007,tidak,O,PART
000206-007,dapat,O,AUX
000206-007,diragukan,O,VERB
000206-007,",",O,PUNCT
000206-007,pasukan,O,NOUN
000206-007,Quraisy,O,PROPN
000206-007,tidak,O,PART
000206-007,mampu,O,AUX
000206-007,melibas,O,VERB
000206-007,pasukan,O,NOUN
000206-007,Muslimin,O,PROPN
000206-007,.,O,PUNCT
000206-007,Sekalipun,O,SCONJ
000206-007,pasukan,O,NOUN
000206-007,Muslimin,O,PROPN
000206-007,sempat,O,ADV
000206-007,kacau,O,ADJ
000206-007,balau,O,ADJ
000206-007,",",O,PUNCT
000206-007,tetapi,O,CCONJ
000206-007,hampir,O,ADV
000206-007,mereka,O,PRON
000206-007,semua,O,PRON
000206-007,tidak,O,PART
000206-007,melarikan,O,VERB
000206-007,diri,O,PRON
000206-007,.,O,PUNCT
000206-007,Mereka,O,PRON
000206-007,terus,O,ADV
000206-007,bertempur,O,VERB
000206-007,dengan,O,ADP
000206-007,gagah,O,ADJ
000206-007,berani,O,ADJ
000206-007,hingga,O,SCONJ
000206-007,dapat,O,AUX
000206-007,berhimpun,O,VERB
000206-007,kembali,O,VERB
000206-007,dengan,O,ADP
000206-007,komandan,O,NOUN
000206-007,pasukan,O,NOUN
000206-007,.,O,PUNCT
000206-007,Mereka,O,PRON
000206-007,sama,O,ADJ
000206-007,sekali,O,ADV
000206-007,tidak,O,PART
000206-007,jatuh,O,VERB
000206-007,ke,O,ADP
000206-007,tangan,O,NOUN
000206-007,pasukan,O,NOUN
000206-007,Quraisy,O,PROPN
000206-007,dan,O,CCONJ
000206-007,tak,O,PART
000206-007,seorang,O,PRON
000206-007,pun,O,PART
000206-007,di,O,ADP
000206-007,antara,O,ADP
000206-007,mereka,O,PRON
000206-007,yang,O,PRON
000206-007,tertawan,O,VERB
000206-007,.,O,PUNCT
000206-007,Di,O,ADP
000206-007,samping,O,NOUN
000206-007,itu,O,DET
000206-007,",",O,PUNCT
000206-007,pasukan,O,NOUN
000206-007,Quraisy,O,PROPN
000206-007,tak,O,PART
000206-007,mendapatkan,O,VERB
000206-007,barang,O,NOUN
000206-007,rampasan,O,NOUN
000206-007,walau,O,SCONJ
000206-007,sedikit,O,ADV
000206-007,pun,O,PART
000206-007,.,O,PUNCT
000207-001,Al-Qur',O,PROPN
000207-001,an,O,PROPN
000207-001,turun,O,VERB
000207-001,menyoroti,O,VERB
000207-001,setiap,O,DET
000207-001,kejadian,O,NOUN
000207-001,yang,O,PRON
000207-001,penting,O,ADJ
000207-001,dalam,O,ADP
000207-001,peperangan,O,NOUN
000207-001,ini,O,DET
000207-001,",",O,PUNCT
000207-001,tahapan,O,NOUN
000207-001,demi,O,ADP
000207-001,tahapan,O,NOUN
000207-001,",",O,PUNCT
000207-001,ditambah,O,VERB
000207-001,dengan,O,ADP
000207-001,berberapa,O,DET
000207-001,catatan,O,NOUN
000207-001,yang,O,PRON
000207-001,menjelaskan,O,VERB
000207-001,berberapa,O,DET
000207-001,sebab,O,NOUN
000207-001,yang,O,PRON
000207-001,mengakibatkan,O,VERB
000207-001,kerugian,O,NOUN
000207-001,yang,O,PRON
000207-001,besar,O,ADJ
000207-001,itu,O,DET
000207-001,.,O,PUNCT
000207-001,Al-Qur,O,PROPN
000207-001,an,O,PROPN
000207-001,juga,O,ADV
000207-001,menampakkan,O,VERB
000207-001,beberapa,O,DET
000207-001,sisi,O,NOUN
000207-001,kelemahan,O,NOUN
000207-001,yang,O,PRON
000207-001,ada,O,VERB
000207-001,di,O,ADP
000207-001,tengah,O,NOUN
000207-001,pasukan,O,NOUN
000207-001,orang-orang,O,NOUN
000207-001,Mukmin,O,PROPN
000207-001,ini,O,DET
000207-001,jika,O,SCONJ
000207-001,dikaitkan,O,VERB
000207-001,dengan,O,ADP
000207-001,kewajiban,O,NOUN
000207-001,yang,O,PRON
000207-001,seharusnya,O,AUX
000207-001,mereka,O,PRON
000207-001,kerjakan,O,VERB
000207-001,pada,O,ADP
000207-001,saat-saat,O,NOUN
000207-001,yang,O,PRON
000207-001,kritis,O,ADJ
000207-001,",",O,PUNCT
000207-001,apalagi,O,ADV
000207-001,jika,O,SCONJ
000207-001,dikaitkan,O,VERB
000207-001,dengan,O,ADP
000207-001,tujuan,O,NOUN
000207-001,yang,O,PRON
000207-001,hendak,O,ADV
000207-001,diraih,O,VERB
000207-001,umat,O,NOUN
000207-001,ini,O,DET
000207-001,",",O,PUNCT
000207-001,sebagai,O,ADP
000207-001,umat,O,NOUN
000207-001,paling,O,ADV
000207-001,baik,O,ADJ
000207-001,yang,O,PRON
000207-001,dikeluarkan,O,VERB
000207-001,bagi,O,ADP
000207-001,manusia,O,NOUN
000207-001,.,O,PUNCT
000207-001,Al-Qur',O,PROPN
000207-001,an,O,PROPN
000207-001,juga,O,ADV
000207-001,membicarakan,O,VERB
000207-001,sikap,O,NOUN
000207-001,orang-orang,O,NOUN
000207-001,munafik,O,ADJ
000207-001,",",O,PUNCT
000207-001,melecehkan,O,VERB
000207-001,mereka,O,PRON
000207-001,dan,O,CCONJ
000207-001,menyingkap,O,VERB
000207-001,permusuhan,O,NOUN
000207-001,terhadap,O,ADP
000207-001,Allah,O,PROPN
000207-001,dan,O,CCONJ
000207-001,Rasul-Nya,O,PROPN
000207-001,yang,O,PRON
000207-001,tersimpan,O,VERB
000207-001,di,O,ADP
000207-001,dalam,O,ADP
000207-001,hati,O,NOUN
000207-001,mereka,O,PRON
000207-001,",",O,PUNCT
000207-001,sambil,O,SCONJ
000207-001,berusaha,O,VERB
000207-001,mengenyahkan,O,VERB
000207-001,keragu-raguan,O,NOUN
000207-001,dan,O,CCONJ
000207-001,kebimbangan,O,NOUN
000207-001,yang,O,PRON
000207-001,bersemayam,O,VERB
000207-001,di,O,ADP
000207-001,dalam,O,ADP
000207-001,hati,O,NOUN
000207-001,orang-orang,O,NOUN
000207-001,Mukmin,O,PROPN
000207-001,yang,O,PRON
000207-001,lemah,O,ADJ
000207-001,.,O,PUNCT
000207-001,Karena,O,SCONJ
000207-001,kelompok,O,NOUN
000207-001,inilah,O,DET
000207-001,yang,O,PRON
000207-001,menjadi,O,VERB
000207-001,sasaran,O,NOUN
000207-001,orang-orang,O,NOUN
000207-001,munafik,O,ADJ
000207-001,dan,O,CCONJ
000207-001,Yahudi,O,PROPN
000207-001,.,O,PUNCT
000207-001,Al-Qur',O,PROPN
000207-001,an,O,PROPN
000207-001,juga,O,ADV
000207-001,mengisyaratkan,O,VERB
000207-001,tujuan,O,NOUN
000207-001,yang,O,PRON
000207-001,mulia,O,ADJ
000207-001,dari,O,ADP
000207-001,peperangan,O,NOUN
000207-001,ini,O,DET
000207-001,.,O,PUNCT
000207-001,Ada,O,VERB
000207-001,enam,O,NUM
000207-001,puluh,O,NUM
000207-001,ay,O,NOUN
000207-001,at,O,NOUN
000207-001,dari,O,ADP
000207-001,surah,O,NOUN
000207-001,Ali,B_PERSON,PROPN
000207-001,Imran,O,PROPN
000207-001,yang,O,PRON
000207-001,turun,O,VERB
000207-001,mengenai,O,ADP
000207-001,peperangan,O,NOUN
000207-001,ini,O,DET
000207-001,",",O,PUNCT
000207-001,diawali,O,VERB
000207-001,dengan,O,ADP
000207-001,permulaan,O,NOUN
000207-001,tahapan,O,NOUN
000207-001,perang,O,NOUN
000207-001,",",O,PUNCT
000207-001,JIy,O,PROPN
000207-001,JCnW,O,PROPN
000207-001,Kq',O,PROPN
000207-001,"""",O,PUNCT
000207-001,Dan,O,CCONJ
000207-001,(,O,PUNCT
000207-001,ingatlah,O,VERB
000207-001,"),",O,PUNCT
000207-001,ketika,O,SCONJ
000207-001,kamu,O,PRON
000207-001,berangkat,O,VERB
000207-001,pada,O,ADP
000207-001,pagi,O,NOUN
000207-001,hari,O,NOUN
000207-001,dari,O,ADP
000207-001,(,O,PUNCT
000207-001,rumah,O,NOUN
000207-001,),O,PUNCT
000207-001,keluargamu,O,NOUN
000207-001,akan,O,AUX
000207-001,menempatkan,O,VERB
000207-001,para,O,DET
000207-001,mukmin,O,NOUN
000207-001,pada,O,ADP
000207-001,beberapa,O,DET
000207-001,tempat,O,NOUN
000207-001,untuk,O,SCONJ
000207-001,berperang,O,VERB
000207-001,.,O,PUNCT
000207-001,"""",O,PUNCT
000207-001,(,O,PUNCT
000207-001,Ali-Imran,B_PERSON,PROPN
000207-001,:,O,PUNCT
000207-001,121,O,NUM
000207-001,),O,PUNCT
000207-001,Kesudahan,O,NOUN
000207-001,ayat-ayat,O,NOUN
000207-001,ini,O,DET
000207-001,merupakan,O,VERB
000207-001,catatan,O,NOUN
000207-001,menyeluruh,O,ADJ
000207-001,dari,O,ADP
000207-001,hasil,O,NOUN
000207-001,peperangan,O,NOUN
000207-001,dan,O,CCONJ
000207-001,hikmahnya,O,NOUN
000207-001,.,O,PUNCT
000240-001,Pada,O,ADP
000240-001,saat,O,NOUN
000240-001,itu,O,DET
000240-001,ada,O,VERB
000240-001,beberapa,O,DET
000240-001,wanita,O,NOUN
000240-001,Mukminah,O,PROPN
000240-001,yang,O,PRON
000240-001,datang,O,VERB
000240-001,menemui,O,VERB
000240-001,beliau,O,PRON
000240-001,.,O,PUNCT
000240-001,Para,O,DET
000240-001,wali,O,NOUN
000240-001,wanita-wanita,O,NOUN
000240-001,itu,O,DET
000240-001,meminta,O,VERB
000240-001,untuk,O,SCONJ
000240-001,mengembalikan,O,VERB
000240-001,mereka,O,PRON
000240-001,kepada,O,ADP
000240-001,Quraisy,O,PROPN
000240-001,sesuai,O,ADJ
000240-001,dengan,O,ADP
000240-001,isi,O,NOUN
000240-001,perjanjian,O,NOUN
000240-001,yang,O,PRON
000240-001,sudah,O,AUX
000240-001,dikukuhkan,O,VERB
000240-001,di,O,ADP
000240-001,Hudaibiyah,B_LOCATION,PROPN
000240-001,Namun,O,ADV
000240-001,beliau,O,PRON
000240-001,menolak,O,VERB
000240-001,permintaan,O,NOUN
000240-001,ini,O,DET
000240-001,",",O,PUNCT
000240-001,karena,O,SCONJ
000240-001,kalimat,O,NOUN
000240-001,yang,O,PRON
000240-001,tertulis,O,VERB
000240-001,dalam,O,ADP
000240-001,perjanjian,O,NOUN
000240-001,sama,O,ADJ
000240-001,sekali,O,ADV
000240-001,tidak,O,PART
000240-001,menunjukkan,O,VERB
000240-001,bahwa,O,SCONJ
000240-001,wanita,O,NOUN
000240-001,juga,O,ADV
000240-001,termasuk,O,VERB
000240-001,dalam,O,ADP
000240-001,perjanjian,O,NOUN
000240-001,itu,O,DET
000240-001,.,O,PUNCT
000240-001,Tentang,O,ADP
000240-001,kasus,O,NOUN
000240-001,ini,O,DET
000240-001,Allah,O,PROPN
000240-001,menurunkan,O,VERB
000240-001,ayat,O,NOUN
000240-001,",",O,PUNCT
000240-001,Ix,O,PROPN
000240-001,t,O,PROPN
000240-001,"""",O,PUNCT
000240-001,Hai,O,PROPN
000240-001,orang-orang,O,NOUN
000240-001,yang,O,PRON
000240-001,beriman,O,VERB
000240-001,",",O,PUNCT
000240-001,apabila,O,SCONJ
000240-001,datang,O,VERB
000240-001,berhijrah,O,VERB
000240-001,kepada,O,ADP
000240-001,kalian,O,PRON
000240-001,perempuan-perempuan,O,NOUN
000240-001,yang,O,PRON
000240-001,beriman,O,VERB
000240-001,",",O,PUNCT
000240-001,maka,O,SCONJ
000240-001,kalian,O,PRON
000240-001,hendaklah,O,PART
000240-001,uji,O,NOUN
000240-001,(,O,PUNCT
000240-001,keimanan,O,NOUN
000240-001,mereka,O,PRON
000240-001,).,O,PUNCT
000240-001,Allah,O,PROPN
000240-001,lebih,O,ADV
000240-001,mengetahui,O,VERB
000240-001,tentang,O,ADP
000240-001,keimanan,O,NOUN
000240-001,mereka,O,PRON
000240-001,;,O,PUNCT
000240-001,maka,O,SCONJ
000240-001,jika,O,SCONJ
000240-001,kalian,O,PRON
000240-001,telah,O,AUX
000240-001,mengetahui,O,VERB
000240-001,bahwa,O,SCONJ
000240-001,mereka,O,PRON
000240-001,(,O,PUNCT
000240-001,benar-benar,O,ADV
000240-001,beriman,O,VERB
000240-001,),O,PUNCT
000240-001,maka,O,SCONJ
000240-001,janganlah,O,PART
000240-001,kalian,O,PRON
000240-001,kembalikan,O,VERB
000240-001,mereka,O,PRON
000240-001,kepada,O,ADP
000240-001,(,O,PUNCT
000240-001,suami-suami,O,NOUN
000240-001,mereka,O,PRON
000240-001,),O,PUNCT
000240-001,orang-orang,O,NOUN
000240-001,kafir,O,ADJ
000240-001,.,O,PUNCT
000240-001,Mereka,O,PRON
000240-001,tiada,O,VERB
000240-001,pula,O,ADV
000240-001,halal,O,ADJ
000240-001,bagi,O,ADP
000240-001,mereka,O,PRON
000240-001,.,O,PUNCT
000240-001,Dan,O,CCONJ
000240-001,berikanlah,O,VERB
000240-001,kepada,O,ADP
000240-001,(,O,PUNCT
000240-001,suami-suami,O,NOUN
000240-001,),O,PUNCT
000240-001,mereka,O,PRON
000240-001,mahar,O,NOUN
000240-001,yang,O,PRON
000240-001,telah,O,AUX
000240-001,mereka,O,PRON
000240-001,bayar,O,VERB
000240-001,.,O,PUNCT
000240-001,Dan,O,CCONJ
000240-001,tiada,O,PART
000240-001,dosa,O,NOUN
000240-001,atas,O,ADP
000240-001,kalian,O,PRON
000240-001,mengawini,O,VERB
000240-001,mereka,O,PRON
000240-001,apabila,O,SCONJ
000240-001,kalian,O,PRON
000240-001,bayar,O,VERB
000240-001,kepada,O,ADP
000240-001,mereka,O,PRON
000240-001,maharnya,O,NOUN
000240-001,.,O,PUNCT
000240-001,Dan,O,CCONJ
000240-001,",",O,PUNCT
000240-001,janganlah,O,PART
000240-001,kalian,O,PRON
000240-001,tetap,O,ADV
000240-001,berpegang,O,VERB
000240-001,kepada,O,ADP
000240-001,tali,O,NOUN
000240-001,(,O,PUNCT
000240-001,perkawinan,O,NOUN
000240-001,),O,PUNCT
000240-001,dengan,O,ADP
000240-001,perempuan-perempuan,O,NOUN
000240-001,kafir,O,ADJ
000240-001,.,O,PUNCT
000258-001,Sepulang,O,VERB
000258-001,dari,O,ADP
000258-001,Hudaibiyah,B_EVENT,PROPN
000258-001,",",O,PUNCT
000258-001,Rasulullah,B_PERSON,PROPN
000258-001,berada,O,VERB
000258-001,di,O,ADP
