chunk_id;doc_id;chunk_index;judul_bab;judul_sub_bab;halaman;teks_chunk;entity_text;label;notes;start_char;end_char
000001-002;1;2;POSISI BANGSA ARAB DAN KAUMNYA;Posisi Bangsa Arab;34-35;Sekalipun begitu mereka tetap hidup berdampingan dengan dua imperium yang besar saat itu, yang serangannya tak mungkin bisa dihalangi andaikata tidak ada benteng pertahanan yang kokoh seperti itu. Sedangkan hubungan dengan dunia luar, Jazirah Arab terletak di benua yang sudah dikenal semenjak dahulu kala, yang mempertautkan daratan dan lautan Sebelah barat laut merupakan pintu masuk ke Benua Afrika, sebelah timur laut merupakan kunci untuk masuk ke Benua Eropa, dan sebelah timur merupakan pintu masuk bagi bangsa-bangsa non-Arab, timur tengah dan timur dekat, terus membentang ke India dan Cina. Setiap benua mempertemukan lautnya dengan Jazirah Arab dan setiap kapal laut berlayar tentu akan bersandar di ujungnya. Karena letak geografisnya seperti itu, sebelah utara dan selatan dari Jazirah Arab menjadi tempat berlabuh berbagai bangsa untuk saling tukar-menukar perniagaan, peradaban, agama, dan seni.;Jazirah Arab;LOCATION;gold_audit;235;247
000001-002;1;2;POSISI BANGSA ARAB DAN KAUMNYA;Posisi Bangsa Arab;34-35;Sekalipun begitu mereka tetap hidup berdampingan dengan dua imperium yang besar saat itu, yang serangannya tak mungkin bisa dihalangi andaikata tidak ada benteng pertahanan yang kokoh seperti itu. Sedangkan hubungan dengan dunia luar, Jazirah Arab terletak di benua yang sudah dikenal semenjak dahulu kala, yang mempertautkan daratan dan lautan Sebelah barat laut merupakan pintu masuk ke Benua Afrika, sebelah timur laut merupakan kunci untuk masuk ke Benua Eropa, dan sebelah timur merupakan pintu masuk bagi bangsa-bangsa non-Arab, timur tengah dan timur dekat, terus membentang ke India dan Cina. Setiap benua mempertemukan lautnya dengan Jazirah Arab dan setiap kapal laut berlayar tentu akan bersandar di ujungnya. Karena letak geografisnya seperti itu, sebelah utara dan selatan dari Jazirah Arab menjadi tempat berlabuh berbagai bangsa untuk saling tukar-menukar perniagaan, peradaban, agama, dan seni.;India;LOCATION;gold_audit;585;590
000001-002;1;2;POSISI BANGSA ARAB DAN KAUMNYA;Posisi Bangsa Arab;34-35;Sekalipun begitu mereka tetap hidup berdampingan dengan dua imperium yang besar saat itu, yang serangannya tak mungkin bisa dihalangi andaikata tidak ada benteng pertahanan yang kokoh seperti itu. Sedangkan hubungan dengan dunia luar, Jazirah Arab terletak di benua yang sudah dikenal semenjak dahulu kala, yang mempertautkan daratan dan lautan Sebelah barat laut merupakan pintu masuk ke Benua Afrika, sebelah timur laut merupakan kunci untuk masuk ke Benua Eropa, dan sebelah timur merupakan pintu masuk bagi bangsa-bangsa non-Arab, timur tengah dan timur dekat, terus membentang ke India dan Cina. Setiap benua mempertemukan lautnya dengan Jazirah Arab dan setiap kapal laut berlayar tentu akan bersandar di ujungnya. Karena letak geografisnya seperti itu, sebelah utara dan selatan dari Jazirah Arab menjadi tempat berlabuh berbagai bangsa untuk saling tukar-menukar perniagaan, peradaban, agama, dan seni.;Cina;LOCATION;gold_audit;595;599
000001-002;1;2;POSISI BANGSA ARAB DAN KAUMNYA;Posisi Bangsa Arab;34-35;Sekalipun begitu mereka tetap hidup berdampingan dengan dua imperium yang besar saat itu, yang serangannya tak mungkin bisa dihalangi andaikata tidak ada benteng pertahanan yang kokoh seperti itu. Sedangkan hubungan dengan dunia luar, Jazirah Arab terletak di benua yang sudah dikenal semenjak dahulu kala, yang mempertautkan daratan dan lautan Sebelah barat laut merupakan pintu masuk ke Benua Afrika, sebelah timur laut merupakan kunci untuk masuk ke Benua Eropa, dan sebelah timur merupakan pintu masuk bagi bangsa-bangsa non-Arab, timur tengah dan timur dekat, terus membentang ke India dan Cina. Setiap benua mempertemukan lautnya dengan Jazirah Arab dan setiap kapal laut berlayar tentu akan bersandar di ujungnya. Karena letak geografisnya seperti itu, sebelah utara dan selatan dari Jazirah Arab menjadi tempat berlabuh berbagai bangsa untuk saling tukar-menukar perniagaan, peradaban, agama, dan seni.;Jazirah Arab;LOCATION;gold_audit;643;655
000001-002;1;2;POSISI BANGSA ARAB DAN KAUMNYA;Posisi Bangsa Arab;34-35;Sekalipun begitu mereka tetap hidup berdampingan dengan dua imperium yang besar saat itu, yang serangannya tak mungkin bisa dihalangi andaikata tidak ada benteng pertahanan yang kokoh seperti itu. Sedangkan hubungan dengan dunia luar, Jazirah Arab terletak di benua yang sudah dikenal semenjak dahulu kala, yang mempertautkan daratan dan lautan Sebelah barat laut merupakan pintu masuk ke Benua Afrika, sebelah timur laut merupakan kunci untuk masuk ke Benua Eropa, dan sebelah timur merupakan pintu masuk bagi bangsa-bangsa non-Arab, timur tengah dan timur dekat, terus membentang ke India dan Cina. Setiap benua mempertemukan lautnya dengan Jazirah Arab dan setiap kapal laut berlayar tentu akan bersandar di ujungnya. Karena letak geografisnya seperti itu, sebelah utara dan selatan dari Jazirah Arab menjadi tempat berlabuh berbagai bangsa untuk saling tukar-menukar perniagaan, peradaban, agama, dan seni.;Jazirah Arab;LOCATION;gold_audit;791;803
000002-001;2;1;POSISI BANGSA ARAB DAN KAUMNYA;Kaum-kaum Bangsa Arab;35-42;Ditilik dari silsilah keturunan dan cikal-bakalnya, para sejarawan membagi kaum-kaum bangsa Arab menjadi tiga bagian, yaitu: 1. Arab Ba idah, yaitu kaum-kaum Arab terdahulu yang sejarahnya tidak bisa dilacak secara rinci dan komplit, seperti Ad, Tsamud, Thasm, Jadis. Imlaq, dan lain-lainnya. 2. Arab Aribah, yaitu kaum-kaum Arab yang berasal dari keturunan Ya'rub Yasyjub bin Qahthan, atau disebut pula Arab Qahthaniyah. 3. Arab Musta 'rabah, yaitu kaum-kaum Arab yang berasal dari keturunan Isma'il yang disebut pula Arab Adnaniyah. Tempat kelahiran Arab Aribah atau kaum Qahthan adalah negeri Yaman, lalu berkembang menjadi beberapa kabilah dan suku, yang dikenal adalah dua kabilah: Kabilah Himyar, yang terdiri dari beberapa suku terkenal, yaitu Zaid Al-Jumhur, Qudha'ah dan Sakasik b. Kahlan, yang terdiri dari beberapa suku terkenal, yaitu Hamdan, Amnar. Thayyi', Madzhij, Kindah, Lakham, Judzam, Uzd, Aus, Khazraj, dan anak keturunan Jafnah raja Syam.;Yasyjub bin Qahthan;PERSON;;365;384
000002-001;2;1;POSISI BANGSA ARAB DAN KAUMNYA;Kaum-kaum Bangsa Arab;35-42;Ditilik dari silsilah keturunan dan cikal-bakalnya, para sejarawan membagi kaum-kaum bangsa Arab menjadi tiga bagian, yaitu: 1. Arab Ba idah, yaitu kaum-kaum Arab terdahulu yang sejarahnya tidak bisa dilacak secara rinci dan komplit, seperti Ad, Tsamud, Thasm, Jadis. Imlaq, dan lain-lainnya. 2. Arab Aribah, yaitu kaum-kaum Arab yang berasal dari keturunan Ya'rub Yasyjub bin Qahthan, atau disebut pula Arab Qahthaniyah. 3. Arab Musta 'rabah, yaitu kaum-kaum Arab yang berasal dari keturunan Isma'il yang disebut pula Arab Adnaniyah. Tempat kelahiran Arab Aribah atau kaum Qahthan adalah negeri Yaman, lalu berkembang menjadi beberapa kabilah dan suku, yang dikenal adalah dua kabilah: Kabilah Himyar, yang terdiri dari beberapa suku terkenal, yaitu Zaid Al-Jumhur, Qudha'ah dan Sakasik b. Kahlan, yang terdiri dari beberapa suku terkenal, yaitu Hamdan, Amnar. Thayyi', Madzhij, Kindah, Lakham, Judzam, Uzd, Aus, Khazraj, dan anak keturunan Jafnah raja Syam.;Isma'il;PERSON;;493;500
000002-001;2;1;POSISI BANGSA ARAB DAN KAUMNYA;Kaum-kaum Bangsa Arab;35-42;Ditilik dari silsilah keturunan dan cikal-bakalnya, para sejarawan membagi kaum-kaum bangsa Arab menjadi tiga bagian, yaitu: 1. Arab Ba idah, yaitu kaum-kaum Arab terdahulu yang sejarahnya tidak bisa dilacak secara rinci dan komplit, seperti Ad, Tsamud, Thasm, Jadis. Imlaq, dan lain-lainnya. 2. Arab Aribah, yaitu kaum-kaum Arab yang berasal dari keturunan Ya'rub Yasyjub bin Qahthan, atau disebut pula Arab Qahthaniyah. 3. Arab Musta 'rabah, yaitu kaum-kaum Arab yang berasal dari keturunan Isma'il yang disebut pula Arab Adnaniyah. Tempat kelahiran Arab Aribah atau kaum Qahthan adalah negeri Yaman, lalu berkembang menjadi beberapa kabilah dan suku, yang dikenal adalah dua kabilah: Kabilah Himyar, yang terdiri dari beberapa suku terkenal, yaitu Zaid Al-Jumhur, Qudha'ah dan Sakasik b. Kahlan, yang terdiri dari beberapa suku terkenal, yaitu Hamdan, Amnar. Thayyi', Madzhij, Kindah, Lakham, Judzam, Uzd, Aus, Khazraj, dan anak keturunan Jafnah raja Syam.;Yaman;LOCATION;;596;601
000002-001;2;1;POSISI BANGSA ARAB DAN KAUMNYA;Kaum-kaum Bangsa Arab;35-42;Ditilik dari silsilah keturunan dan cikal-bakalnya, para sejarawan membagi kaum-kaum bangsa Arab menjadi tiga bagian, yaitu: 1. Arab Ba idah, yaitu kaum-kaum Arab terdahulu yang sejarahnya tidak bisa dilacak secara rinci dan komplit, seperti Ad, Tsamud, Thasm, Jadis. Imlaq, dan lain-lainnya. 2. Arab Aribah, yaitu kaum-kaum Arab yang berasal dari keturunan Ya'rub Yasyjub bin Qahthan, atau disebut pula Arab Qahthaniyah. 3. Arab Musta 'rabah, yaitu kaum-kaum Arab yang berasal dari keturunan Isma'il yang disebut pula Arab Adnaniyah. Tempat kelahiran Arab Aribah atau kaum Qahthan adalah negeri Yaman, lalu berkembang menjadi beberapa kabilah dan suku, yang dikenal adalah dua kabilah: Kabilah Himyar, yang terdiri dari beberapa suku terkenal, yaitu Zaid Al-Jumhur, Qudha'ah dan Sakasik b. Kahlan, yang terdiri dari beberapa suku terkenal, yaitu Hamdan, Amnar. Thayyi', Madzhij, Kindah, Lakham, Judzam, Uzd, Aus, Khazraj, dan anak keturunan Jafnah raja Syam.;Zaid;PERSON;;751;755
000002-001;2;1;POSISI BANGSA ARAB DAN KAUMNYA;Kaum-kaum Bangsa Arab;35-42;Ditilik dari silsilah keturunan dan cikal-bakalnya, para sejarawan membagi kaum-kaum bangsa Arab menjadi tiga bagian, yaitu: 1. Arab Ba idah, yaitu kaum-kaum Arab terdahulu yang sejarahnya tidak bisa dilacak secara rinci dan komplit, seperti Ad, Tsamud, Thasm, Jadis. Imlaq, dan lain-lainnya. 2. Arab Aribah, yaitu kaum-kaum Arab yang berasal dari keturunan Ya'rub Yasyjub bin Qahthan, atau disebut pula Arab Qahthaniyah. 3. Arab Musta 'rabah, yaitu kaum-kaum Arab yang berasal dari keturunan Isma'il yang disebut pula Arab Adnaniyah. Tempat kelahiran Arab Aribah atau kaum Qahthan adalah negeri Yaman, lalu berkembang menjadi beberapa kabilah dan suku, yang dikenal adalah dua kabilah: Kabilah Himyar, yang terdiri dari beberapa suku terkenal, yaitu Zaid Al-Jumhur, Qudha'ah dan Sakasik b. Kahlan, yang terdiri dari beberapa suku terkenal, yaitu Hamdan, Amnar. Thayyi', Madzhij, Kindah, Lakham, Judzam, Uzd, Aus, Khazraj, dan anak keturunan Jafnah raja Syam.;Syam;LOCATION;;954;958
000002-002;2;2;POSISI BANGSA ARAB DAN KAUMNYA;Kaum-kaum Bangsa Arab;35-42;Thayyi', Madzhij, Kindah, Lakham, Judzam, Uzd, Aus, Khazraj, dan anak keturunan Jafnah raja Syam. Suku-suku Kahlan banyak yang hijrah meninggalkan Yaman, lalu menyebar ke berbagai penjuru jazirah sebelum ada bencana karena kegagalan mereka dalam perdagangan, sebagai akibat dari tekanan bangsa Romawi dan tindakan mereka yang menguasai jalan perdagangan lewat laut dan setelah mereka menghancurkan jalan darat serta berhasil menguasai Mesir dan Syam Juga tidak menutup kemungkinan jika hal itu sebagai akibat dari persaingan antara suku-suku Himyar dan Kahlan, yang disudahi dengan menetapnya suku- suku Himyar dan kepindahan suku-suku Kahlan Suku-suku Kahlan yang berhijrah bisa dibagi menjadi empat golongan: Uzd. Hijrah mereka langsung dipimpin pemuka dan pemimpin mereka, Imran bin Amru Muzaiqiya'. Mereka berpindah-pindah di negeri Yaman dan mengirim para pemandu, lalu berjalan ke arah utara. Setelah sekian lama mengadakan perjalanan, akhirnya mereka berpencar ke beberapa tempat. Tsa'labah bin Amru dari Al-Uzd menuju Hijaz, lalu menetap di daerah yang diapit Tsa'labiyah dan Dzi Qar. Setelah anaknya besar dan kuat, dia pindah ke Madinah dan menetap di sana. Di antara keturunan Tsa'labah ini adalah Aus dan Khazraj, yang merupakan dua dari anak Haritsah bin Tsa'labah. Di antara keturunan mereka yang bernama Haritsah bin Amr atau Khuza'ah dan anak keturunannya berpindah ke Hijaz, hingga mereka menetap di Murr Azh-Zahahran, yang selanjutnya menguasai tanah suci dan mendiami Makkah.;Syam;LOCATION;;92;96
